train_loss,test_loss,save
3.363932622335851,3.10172866482536,V
3.0608639589274924,3.020225279599428,V
2.9406449770803254,2.9889999902447064,V
2.8485225927755238,2.9682063426822425,V
2.7701918452506265,2.958198251053691,V
2.698751927174628,2.9585874208956957, 
2.6314412248531975,2.9673353209396205, 
2.5652700684579712,2.981065003355344, 
2.497296099749704,3.0058404378096264, 
2.431108154027412,3.041887167657415, 
2.3629168373669187,3.0738327808082104, 
2.2939535694817703,3.106313360522191, 
2.225366474606097,3.140771249939998, 
2.156899668253958,3.184968128969272, 
