image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss,caption_loss,fc_loss
mcdonalds_switzerland_242,"the can for it, so got it.!  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",2,1,0.5808046,0.3217265,0.036363636363636355,0.018518518518518517,2.2250738585072626e-308,2.2250738585072626e-308,7.25,2.421875,0.482421875
mcdonalds_switzerland_178,i you ready to the good?? the  screen? i the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,50,1,0.5674546,0.3217265,0.05454545454545455,0.018518518518518517,2.2250738585072626e-308,2.2250738585072626e-308,14.375,4.21875,1.015625
mcdonalds_switzerland_699,"the the  one healthy, and, and, and, cereal you! - the the the the the the the the the the the the the the the the the the to to to to the the the the the the the the the the the the the the the the the the the the the the",4,1,0.5698833,0.3217265,0.018518518518518517,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,9.0,4.25,0.4765625
mcdonalds_switzerland_632,"whentains are to's the next of the birthday? ��
 the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",45,1,0.47579634,0.3217265,0.019230769230769235,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,8.5,3.828125,0.466796875
mcdonalds_switzerland_395,weanna be what to this queenurry is isout is is?  # mcusa®mc  the the the the the the the the the the the the the the the the the the to to to to to the the the the the the the the the the the the the the,32,1,0.38922626,0.3217265,0.020408163265306117,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,9.375,4.625,0.4765625
mcdonalds_switzerland_332,we�  is special and coming up!  to for - the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,2,1,0.556497,0.3217265,0.036363636363636355,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,14.375,4.4375,0.9921875
mcdonalds_switzerland_677,you of to we'll be up with a on your face and   the the the the the the the the the the the the the the the the the to to to to to the the the the the the the the the the the the the the the the the the the the the the,5,1,0.45299223,0.3217265,0.0892857142857143,0.036363636363636355,2.2250738585072626e-308,2.2250738585072626e-308,9.125,4.25,0.48828125
mcdonalds_switzerland_173,what of of you be? the? - the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,0,1,0.49648282,0.3217265,0.0,0.0,0.0,0.0,7.53125,3.09375,0.4453125
mcdonalds_switzerland_16,"when i ne une sandwich deot  une'il vous plaît"" ""  the the the the the the the the the the the the the the the the the to to the the the the the the the the the the the the the the the the the the the the the the the the",1,1,0.6208319,0.3217265,0.018867924528301883,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,13.0,3.390625,0.96484375
mcdonalds_switzerland_234,iesus  the great of the and we' love and. and to the the the the the the the the the the the the the the the the the to to to to to to to to to to to to the the the the the the the the the the the the the the the the the,37,1,0.69211495,0.3217265,0.03508771929824561,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,8.4375,3.71875,0.470703125
mcdonalds_switzerland_122,"the:  time day. day. i
 the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",0,1,0.7126163,0.3217265,0.0,0.0,0.0,0.0,13.1875,3.390625,0.98046875
mcdonalds_switzerland_457,the your who has't have your meme with �  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,1,1,0.6394453,0.3217265,0.018181818181818177,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,8.3125,3.671875,0.4609375
mcdonalds_switzerland_168,i' i best cheese&1ora is the to tell us something. i the the the the the the the the the the the the the the the the the to to to to to to the the the the the the the the the the the the the the the the the the the the,50,1,0.38719758,0.3217265,0.11111111111111109,0.018867924528301883,2.2250738585072626e-308,2.2250738585072626e-308,13.375,3.515625,0.984375
mcdonalds_switzerland_411,weevers the for the  of?'am! #mantaays #mivitason  the the the the the the the the the the the the the the the the the the the to to to to to to to to to to to to the the the the the,27,1,0.5661978,0.3217265,0.04651162790697675,0.023809523809523808,2.2250738585072626e-308,2.2250738585072626e-308,7.5,2.984375,0.451171875
mcdonalds_switzerland_625,i remember good choice impression to  to thecdonald's for �  the the the the the the the the the the the the the the the the the the to to the the the the the the the the the the the the the the the the the the the the the the,4,1,0.3906375,0.3217265,0.019230769230769235,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,8.0,3.609375,0.44140625
mcdonalds_switzerland_330,"i  the first? you want the answer! 
 the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",51,1,0.67850095,0.3217265,0.05454545454545455,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,9.0625,4.34375,0.47265625
mcdonalds_switzerland_2031,you favorite& york#m #m #mkes #. icious #chocolate #chocolate  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,2,1,0.7242649,0.3217265,0.023809523809523808,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,8.25,3.109375,0.515625
mcdonalds_switzerland_682,ilando you? a better opinion? i  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,2,1,0.59764814,0.3217265,0.03571428571428572,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,8.0,3.375,0.4609375
mcdonalds_switzerland_2064,we your the # day  #sunicious #pizzafruit  moj#sjooco �#malles # the the the the the the the the the the the the the the the the the to to to to to to the the the the the the,24,1,0.6043625,0.3217265,0.025641025641025644,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,8.375,3.71875,0.462890625
