train_G,train_D,test_G,test_D,save
32.5658447265625,5.3525439453125,29.16625,1.831171875,V
23.71359375,1.798232421875,19.495,1.7844921875,V
19.32171875,1.77791015625,19.46,1.77390625,V
19.195,1.7743359375,19.1828125,1.7758203125,V
19.174140625,1.77392578125,19.1746875,1.77556640625,V
19.15171875,1.77349609375,19.124375,1.7748046875,V
19.120234375,1.7733642578125,19.1203125,1.77255859375,V
19.113515625,1.772060546875,19.1121875,1.76837890625,V
19.11078125,1.7734375,19.1128125,1.77443359375, 
19.114375,1.7727392578125,19.115,1.77607421875, 
