bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,133600,186,2.6235297832921627,0.44213872670110155,6.026041666666667,0.22864583333333333,V
0.05,133600,186,0.6642309257803728,0.5270504669136911,5.9375,0.2232638888888889,V
0.05,133600,186,0.5828922390803952,0.5267140832023359,5.940104166666667,0.20954861111111114, 
0.05,133600,186,0.5442690057966539,0.5261125458492386,5.986979166666667,0.22899305555555557, 
0.05,133600,186,0.5185088528800809,0.5244392825061774,6.0078125,0.21354166666666666, 
0.05,133600,186,0.498682638460027,0.5135744161239584,5.921875,0.21614583333333334,V
0.05,133600,186,0.48227976574781045,0.5125705282955297,6.052083333333333,0.2166666666666667, 
0.05,133600,186,0.4694936612255783,0.5175885638895125,5.963541666666667,0.2427083333333333, 
0.05,133600,186,0.4580376378986077,0.5176472789879492,5.955729166666667,0.22065972222222222, 
0.05,133600,186,0.4481859359210083,0.5059039084138042,6.033854166666667,0.2015625, 
0.05,133600,186,0.43920980676650573,0.5080404596152416,6.0078125,0.18802083333333333, 
0.05,133600,186,0.43102591476251967,0.5045044539261926,6.044270833333333,0.21024305555555556, 
0.05,133600,186,0.42472453174124186,0.5084298272700047,6.111979166666667,0.17986111111111114, 
0.05,133600,186,0.4174645691808893,0.49862019518676814,6.161458333333333,0.18871527777777775, 
0.05,133600,186,0.41164499792976644,0.5021269602889452,6.096354166666667,0.1953125, 
0.05,133600,186,0.40601117750673704,0.5030846479901196,6.111979166666667,0.17309027777777777, 
