image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
sonicdrivein_196,"it's not like we’ re going to have a party this weekend, is it? but i don't think so.",0,1,0.9763749,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_486,when you go to the store and see a 10% off sale on everything but there is no ice cream in it.,2,1,0.7010573,0.46330687,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_290,"you know when you’ re about to order your favorite ice cream and they say, “ we have a new flavor this month” so that makes it even more special.",2,1,0.9410188,0.46330687,0.06666666666666667,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_163,"i'm not sure if i can get it, but we’ re going to have a meeting with them tomorrow morning.",1,1,0.9781009,0.46330687,0.05000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_786,i know what you’ re thinking.,0,1,0.9768599,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_742,we're not going to let you down.,0,1,0.97290355,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_645,`` we're going to have a little bit of fun with this.,0,1,0.978819,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_505,please don't forget to check out our website for more info on this.,0,1,0.97130156,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_495,"for those of you who can’ t wait to get your hands on this, we have a TON more coming soon! </s> just in time for the grand opening.",1,1,0.95843244,0.46330687,0.034482758620689655,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_496,10% of the people who use this app will get 25 free text messages each month.,0,1,0.97072595,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_283,"when you’ re at a restaurant and the waiter says, “ i can get your drink for just$1.",2,1,0.92246956,0.46330687,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_670,"the last thing you want to do when your kids are hungry is make a peanut butter and jelly sandwich, right? </s> it’ s just too much!# thelastthingyouwanttodowhenyourkidsarehungryismakeapeanutbutterandjellysandwich<sup style=""font-size:14px; font-family:""",2,1,0.8407145,0.46330687,0.06666666666666667,0.034482758620689655,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_457,we’ re not going to be here for the rest of your life.,0,1,0.97580147,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_373,when i went to the emergency room and they told me my heart rate was 70% of what it should be.,0,1,0.9312913,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_89,"yes, we’ ve got a lot of meat on the grill this weekend! </s> let us know what you think.",0,1,0.9737636,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_143,we're not going to be the only ones who can make you happy.,0,1,0.97616106,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_697,we're going to have a taste test for our new sandwich.,0,1,0.98135453,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_2052,you know what i'm going to do with this? you donn't want it.,0,1,0.96913415,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_780,"for the first time in 2017, we’re going to be doing our own take on a burger.",2,1,0.9730651,0.46330687,0.11764705882352941,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_80,"it’ s like, “ i love you so much.",0,1,0.8510761,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_566,we’ re here to help you find your perfect picnic spot.,0,1,0.97951597,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_691,"i'm not going to tell you what it is, but i’ m pretty sure this one will be the most popular on instagram in a while.",1,1,0.9701671,0.46330687,0.03846153846153846,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_69,# 1.,0,1,0.90399945,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_784,we’ re here to celebrate the 10th anniversary of our app.,0,1,0.9760499,0.46330687,0.0,0.0,0.0,0.0
sonicdrivein_522,"today's your day, everyone’ s going to be the first person who will get a taste of our new sonic spray!# sonicsprayoflove.# christmas2018 </3> 👥🎅👩🏽‍♀️🦄
Q: what is it about? 🤔🤷🏻‍♂️",1,1,0.94716454,0.46330687,0.03225806451612903,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_234,what do you think of this? </s> it’ s the only thing that will keep your feet from freezing in winter.,1,1,0.97887176,0.46330687,0.047619047619047616,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
