image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
mcdonalds_switzerland_481,"a little boy, 10 years old.",1,1,0.95222855,0.4343943,0.0724330347511797,9.670131127031886e-309,9.670131127031886e-309,9.670131127031886e-309,0.832327663898468,1
mcdonalds_switzerland_725,the best way to do it is by using a mcdonald's app.,2,1,0.96902966,0.4343943,0.1666666666666666,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,0.5067687034606934,1
mcdonalds_switzerland_655,a little bit of fun.,0,1,0.9620484,0.4343943,0.0,0.0,0.0,0.0,0.1817799806594848,0
mcdonalds_switzerland_1912,"it's not about you, it s all for your family.",2,1,0.9567187,0.4343943,0.0602388423824404,6.701793672595377e-309,6.701793672595377e-309,6.701793672595377e-309,0.1200799122452735,0
mcdonalds_switzerland_1962,"you know what you do?... and i love it! the most amazing, beautiful food in all of italy.",1,1,0.9594404,0.4343943,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0876513123512268,0
mcdonalds_switzerland_700,it's a fact that you can get more money with the first shot of your smartphone.,2,1,0.9554405,0.4343943,0.125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2119743824005127,0
mcdonalds_switzerland_429,we have a lot of things to look forward for in the next 10 minutes.,0,1,0.97309023,0.4343943,0.0,0.0,0.0,0.0,0.3773398101329803,0
mcdonalds_switzerland_13,"i'm not sure if you can find the best and then for your favourite burger, but i do know that it has a lot of great ingredients.",1,1,0.8768714,0.4343943,0.037037037037037,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5601031184196472,1
mcdonalds_switzerland_31,"so, the world cup is coming up in just a few days.",1,1,0.9614218,0.4343943,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6790680885314941,1
mcdonalds_switzerland_902,"mcdonald's, the best thing you can do for your family is to order a large pizza with extra cheese and pepperoni.",2,1,0.9697814,0.4343943,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2535777390003204,0
mcdonalds_switzerland_409,it's a good idea to have some food with you and your friends.,1,1,0.9758518,0.4343943,0.0610709736783039,1.7665365515873297e-308,1.7665365515873297e-308,1.7665365515873297e-308,0.5467628836631775,1
mcdonalds_switzerland_2052,"if you are looking for a fun day out with your family, we have some ideas to make it more interesting.",0,1,0.9770856,0.4343943,0.0,0.0,0.0,0.0,0.0235349107533693,0
mcdonalds_switzerland_608,i am so happy to see you! i'm glad that the event is over and we have a great time together.,3,1,0.97417575,0.4343943,0.1428571428571428,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1774341166019439,0
mcdonalds_switzerland_1888,"do you want to get your own ice cream? '' yes, i do! the most popular flavor in this city is mint chocolate chip.",1,1,0.97569895,0.4343943,0.0416666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0369649492204189,0
