image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
sonicdrivein_80,i’m not a fan of this game.,2,1,0.97365224,0.5212532,0.21470779802151024,0.12524621551254767,1.6720924800836196e-308,1.6720924800836196e-308
sonicdrivein_234,me and my dog are going to be in the same place for a long time so i’ m gonna make you some ice cream! </s> me: chocolate fudge cookie dough.,2,1,0.9553815,0.5212532,0.06451612903225806,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_85,"a new, more delicious & healthier version of our favorite fried chicken recipe.",0,1,0.91463953,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_373,when i went to the grocery store and saw this ad for a $10.,0,1,0.95995337,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_798,the first thing you think when your kids are in bed is : i love my dog!# dogsaveyourlife pic.,1,1,0.9404555,0.5212532,0.05263157894736841,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_670,when you think about what a great way to end your day.,1,1,0.9071166,0.5212532,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_78,"if you’ re looking for a good time, check out this video.",1,1,0.98239744,0.5212532,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_497,"the new # mvp is coming out with a big, bright and beautiful car.",1,1,0.92024213,0.5212532,0.07142857142857141,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_690,the's day is here! i m going to be the best of my life.,0,1,0.17038225,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_571,the new's on the menu! we’ re making a turkey sandwich with all of our flavors.,0,1,0.85571957,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_283,"the new wave of the year is a, and it’ s all about your favorite ice cream.",0,1,0.92915237,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_91,when you’ re about to get a massage and it says “ i don t have any facial cream” 🤷‍♀️🤣😭👤️#faceplant#selfie#masstime 👅 pic.,0,1,0.66932774,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_414,it’ s the only thing that makes me want to scream in pain.,0,1,0.95896393,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_89,the best thing about summer is the smell of watermelon.,1,1,0.9807951,0.5212532,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_98,"the, now we’ re all about the new menu.",0,1,0.5864652,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_51,"when i was 14, my mom told me to not ask for a job interview.",0,1,0.9798737,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_522,"in the future, we’ ll be able to order your favorite food with just a tap of an app on your phone </s> you can hear it! 👍🤩👌🎶️# sonicfoodporn📷@ issuu 📸@ isssuomono 🍽🍣🥗🐮🦅
• how do",2,1,0.8861715,0.5212532,0.05555555555555554,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_534,a dog that can smell like a burger.,0,1,0.9558444,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_1199,the last 10 days of the summer sale is here! get your own unique style statement in under a dollar.,0,1,0.88190424,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_495,the new # momofmylife is here! the best of all time.,0,1,0.86850667,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_505,1.,0,1,0.8619599,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_560,"the 2018 holiday season is here! get ready for a year of fun, excitement and special offers.",0,1,0.9495479,0.5212532,0.0,0.0,0.0,0.0
sonicdrivein_893,"the next time you’ re at a party, think about the.",1,1,0.7541171,0.5212532,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
