caption_loss,fc_loss,loss
7.125,0.6875,14.0
7.0625,0.6875,13.9375
6.96875,0.6875,13.875
7.09375,0.69140625,14.0
7.3125,0.69140625,14.25
7.21875,0.6953125,14.125
6.96875,0.68359375,13.8125
7.0625,0.6875,13.9375
6.875,0.69921875,13.875
7.09375,0.69140625,14.0
6.96875,0.69140625,13.875
6.90625,0.69921875,13.875
6.71875,0.6875,13.625
7.21875,0.6953125,14.125
7.03125,0.69140625,13.9375
7.09375,0.69921875,14.125
6.34375,0.69140625,13.25
6.875,0.6953125,13.8125
6.75,0.6953125,13.6875
6.9375,0.69140625,13.875
7.125,0.69921875,14.125
7.15625,0.69140625,14.0625
6.84375,0.6875,13.75
7.0625,0.6953125,14.0
6.6875,0.6875,13.5625
7.0625,0.6953125,14.0
6.71875,0.69140625,13.625
6.84375,0.6796875,13.625
7.34375,0.69140625,14.25
6.8125,0.6953125,13.75
7.25,0.6875,14.125
6.71875,0.69140625,13.625
6.375,0.6875,13.25
7.21875,0.69140625,14.125
7.0,0.69140625,13.875
6.59375,0.6875,13.5
6.875,0.6875,13.75
7.0625,0.6953125,14.0
6.9375,0.69140625,13.875
6.90625,0.69140625,13.8125
6.78125,0.6875,13.625
6.71875,0.69140625,13.625
6.71875,0.69921875,13.75
7.0,0.69140625,13.875
6.875,0.6953125,13.8125
7.15625,0.6875,14.0
7.09375,0.6953125,14.0
6.78125,0.6875,13.625
6.65625,0.703125,13.6875
6.625,0.6953125,13.5625
6.71875,0.69140625,13.625
6.71875,0.6953125,13.625
7.15625,0.6875,14.0
7.0,0.6953125,13.9375
7.15625,0.6953125,14.125
6.53125,0.69921875,13.5
7.25,0.6953125,14.1875
6.78125,0.69140625,13.6875
7.21875,0.6953125,14.125
6.96875,0.6796875,13.75
6.90625,0.68359375,13.75
7.34375,0.6953125,14.25
7.1875,0.6875,14.0625
6.59375,0.6875,13.5
7.3125,0.69921875,14.3125
6.71875,0.69921875,13.75
7.0,0.6875,13.875
6.71875,0.6875,13.625
6.5,0.6953125,13.4375
6.5,0.69140625,13.375
6.75,0.68359375,13.625
6.84375,0.68359375,13.6875
6.9375,0.6953125,13.875
7.4375,0.6875,14.3125
7.21875,0.68359375,14.0625
7.25,0.69921875,14.25
7.0,0.6875,13.875
7.1875,0.68359375,14.0
6.625,0.69140625,13.5
6.46875,0.6953125,13.375
6.78125,0.6953125,13.75
6.8125,0.6875,13.6875
6.53125,0.6875,13.375
6.90625,0.6796875,13.75
7.25,0.703125,14.25
8.125,0.6875,15.0
6.8125,0.69140625,13.75
6.96875,0.69140625,13.875
7.375,0.69140625,14.25
6.6875,0.6875,13.5625
6.5625,0.6953125,13.5
7.125,0.6875,14.0
7.28125,0.6875,14.125
7.25,0.6953125,14.1875
7.5,0.6875,14.375
7.25,0.6875,14.125
6.53125,0.69140625,13.4375
7.09375,0.6796875,13.875
6.8125,0.6953125,13.75
7.40625,0.69140625,14.3125
6.78125,0.69140625,13.6875
6.5,0.6875,13.375
6.25,0.69140625,13.125
6.53125,0.69921875,13.5
7.03125,0.6953125,14.0
7.5625,0.6875,14.4375
7.4375,0.6953125,14.375
7.6875,0.6953125,14.625
7.46875,0.6875,14.375
7.4375,0.69140625,14.375
6.90625,0.69140625,13.8125
6.65625,0.69140625,13.5625
7.09375,0.69140625,14.0
7.25,0.6796875,14.0625
6.84375,0.703125,13.875
6.8125,0.6953125,13.75
6.75,0.69140625,13.625
7.0,0.68359375,13.875
6.96875,0.69140625,13.875
6.46875,0.69140625,13.375
6.875,0.68359375,13.75
7.4375,0.69140625,14.375
6.96875,0.69921875,14.0
7.0,0.6875,13.875
6.90625,0.6953125,13.875
6.625,0.6875,13.5
6.78125,0.69921875,13.75
7.0,0.6953125,13.9375
6.875,0.69921875,13.875
7.1875,0.6875,14.0625
7.125,0.6875,14.0
7.125,0.703125,14.125
6.96875,0.6875,13.875
6.6875,0.6953125,13.625
6.59375,0.6875,13.5
6.6875,0.69140625,13.625
6.9375,0.69140625,13.875
6.5,0.6875,13.375
7.0,0.6953125,13.9375
7.125,0.69140625,14.0
6.9375,0.6953125,13.875
7.0625,0.6953125,14.0
6.78125,0.6875,13.625
7.34375,0.69140625,14.25
7.84375,0.69140625,14.75
6.75,0.69140625,13.625
6.90625,0.6875,13.75
7.1875,0.6953125,14.125
6.71875,0.6875,13.625
7.25,0.69140625,14.125
6.8125,0.6953125,13.75
6.6875,0.69140625,13.625
6.875,0.68359375,13.75
7.1875,0.69140625,14.125
6.53125,0.68359375,13.375
7.46875,0.69921875,14.5
6.8125,0.6953125,13.75
6.9375,0.6953125,13.875
7.0,0.6953125,13.9375
7.0,0.68359375,13.875
6.71875,0.6875,13.625
7.03125,0.69140625,13.9375
7.09375,0.6953125,14.0
6.46875,0.6953125,13.375
7.3125,0.6875,14.1875
6.6875,0.69921875,13.6875
7.15625,0.6875,14.0
6.78125,0.6875,13.625
6.8125,0.69140625,13.75
6.53125,0.69140625,13.4375
6.5,0.69140625,13.375
6.59375,0.6953125,13.5
6.84375,0.6953125,13.75
6.75,0.6953125,13.6875
6.96875,0.6953125,13.875
6.4375,0.6875,13.3125
6.90625,0.69140625,13.8125
7.1875,0.69921875,14.1875
7.03125,0.6953125,14.0
6.84375,0.69140625,13.75
6.96875,0.6953125,13.875
7.03125,0.6953125,14.0
7.03125,0.69140625,13.9375
7.03125,0.6875,13.875
6.625,0.69140625,13.5
6.8125,0.6875,13.6875
6.78125,0.6953125,13.75
6.65625,0.69140625,13.5625
7.40625,0.69140625,14.3125
6.71875,0.6875,13.625
7.15625,0.69140625,14.0625
7.15625,0.6953125,14.125
6.8125,0.6875,13.6875
7.8125,0.69140625,14.75
7.09375,0.6953125,14.0
7.21875,0.69140625,14.125
7.3125,0.6953125,14.25
6.5,0.69140625,13.375
7.34375,0.69140625,14.25
6.125,0.69140625,13.0
6.65625,0.6875,13.5
6.09375,0.69140625,13.0
7.375,0.69140625,14.25
7.03125,0.6953125,14.0
7.34375,0.6875,14.25
7.0,0.68359375,13.875
7.375,0.68359375,14.25
6.625,0.6875,13.5
6.78125,0.69140625,13.6875
7.1875,0.703125,14.25
6.90625,0.6953125,13.875
6.78125,0.69921875,13.75
6.71875,0.6875,13.625
6.9375,0.6953125,13.875
7.0625,0.69921875,14.0625
6.875,0.6953125,13.8125
6.59375,0.69140625,13.5
7.9375,0.68359375,14.75
6.84375,0.6875,13.75
7.125,0.69140625,14.0
6.8125,0.69921875,13.8125
7.125,0.6953125,14.0625
6.6875,0.68359375,13.5
6.84375,0.69921875,13.875
7.125,0.68359375,14.0
7.4375,0.69921875,14.4375
7.40625,0.69140625,14.3125
6.78125,0.69140625,13.6875
6.84375,0.6953125,13.75
6.8125,0.6953125,13.75
6.875,0.69921875,13.875
7.0625,0.6953125,14.0
6.40625,0.6875,13.25
6.6875,0.69140625,13.625
7.125,0.6953125,14.0625
6.59375,0.6953125,13.5
6.59375,0.69921875,13.625
6.75,0.69140625,13.625
7.25,0.69921875,14.25
6.5,0.6953125,13.4375
7.0625,0.70703125,14.125
6.34375,0.69921875,13.375
7.46875,0.6953125,14.375
7.25,0.69140625,14.125
7.0625,0.6875,13.9375
7.0625,0.69140625,14.0
7.09375,0.69140625,14.0
6.625,0.6875,13.5
6.625,0.6953125,13.5625
6.65625,0.6953125,13.625
6.65625,0.6953125,13.625
6.46875,0.703125,13.5
6.625,0.6953125,13.5625
7.34375,0.69140625,14.25
7.375,0.6875,14.25
7.5,0.6953125,14.4375
6.6875,0.69140625,13.625
6.75,0.6875,13.625
6.875,0.69140625,13.75
6.5625,0.6953125,13.5
7.1875,0.69921875,14.1875
6.4375,0.69921875,13.4375
7.03125,0.69140625,13.9375
6.8125,0.6953125,13.75
6.6875,0.6875,13.5625
6.375,0.6953125,13.3125
6.90625,0.69140625,13.8125
6.125,0.68359375,13.0
6.9375,0.6953125,13.875
6.90625,0.69140625,13.8125
7.09375,0.69140625,14.0
6.90625,0.68359375,13.75
7.125,0.6875,14.0
6.875,0.69140625,13.75
6.71875,0.6953125,13.625
6.75,0.6953125,13.6875
6.59375,0.69140625,13.5
6.8125,0.6875,13.6875
6.5625,0.69140625,13.5
6.15625,0.6875,13.0
6.59375,0.69140625,13.5
6.84375,0.6875,13.75
6.34375,0.6875,13.25
7.03125,0.69140625,13.9375
6.84375,0.68359375,13.6875
6.21875,0.6875,13.125
6.65625,0.703125,13.6875
7.21875,0.6875,14.125
6.625,0.703125,13.625
7.125,0.68359375,14.0
7.65625,0.6953125,14.625
7.09375,0.69140625,14.0
6.65625,0.6953125,13.625
6.3125,0.6953125,13.25
6.875,0.6953125,13.8125
6.90625,0.69140625,13.8125
7.34375,0.69921875,14.375
6.6875,0.69140625,13.625
6.78125,0.69140625,13.6875
6.5625,0.6953125,13.5
6.625,0.68359375,13.5
7.375,0.6953125,14.3125
6.75,0.69921875,13.75
6.34375,0.703125,13.375
6.5625,0.69921875,13.5625
6.34375,0.69140625,13.25
7.125,0.69140625,14.0
7.28125,0.69140625,14.1875
7.0625,0.6953125,14.0
6.875,0.69921875,13.875
7.21875,0.6953125,14.125
7.0625,0.69921875,14.0625
6.25,0.69140625,13.125
6.5,0.6953125,13.4375
7.25,0.6875,14.125
6.3125,0.6875,13.1875
