image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,benign,humor_score,humor
mcdonalds_switzerland_409,i am hungry.,1,1,0.9774694,0.52938616,0.0043745762456469,2.92012657387077e-310,2.92012657387077e-310,2.92012657387077e-310,-9.145065,0.7199438214302063,1
mcdonalds_switzerland_904,"it’ s time for you to celebrate the new year with us! so, let's exchange some hot food and enjoy your dinner party.",1,1,0.97312355,0.52938616,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.673818,0.1025421768426895,0
mcdonalds_switzerland_642,"you may not like it, but this is the best snapchat meme of 2018.",2,1,0.97235763,0.52938616,0.1428571428571428,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.630507,0.5907783508300781,0
mcdonalds_switzerland_737,i'm so excited to see you! i hope your day is as bright and fun as this post.,2,1,0.9713345,0.52938616,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.865774,0.1237889379262924,0
mcdonalds_switzerland_569,"yes, that's a great idea.",1,1,0.9557408,0.52938616,0.0007395727432965,8.2280198878687e-311,8.2280198878687e-311,8.2280198878687e-311,-8.478884,0.7566474080085754,1
mcdonalds_switzerland_1988,i'm here to give you a little taste of the new season with my signature coffee.,3,1,0.95078385,0.52938616,0.106834279637048,1.267808868335202e-308,1.267808868335202e-308,1.267808868335202e-308,-8.763878,0.1303827464580536,0
mcdonalds_switzerland_234,"when you're hungry, we can have a tasty and delicious lunch at our restaurant! just get in touch with us.",1,1,0.97343576,0.52938616,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.1431875,0.0138655267655849,0
mcdonalds_switzerland_117,i'm so sorry for the others who have not got a answer to this question.,0,1,0.9613105,0.52938616,0.0,0.0,0.0,0.0,-9.754857,0.9301749467849731,1
mcdonalds_switzerland_725,"a good, beautiful haircut with mcdonald s fries! we are here to help you get ready for your next meal.",0,1,0.96551526,0.52938616,0.0,0.0,0.0,0.0,-8.944741,0.0025818729773163,0
mcdonalds_switzerland_496,it's the perfect time to celebrate your birthday! and it is a big part of you.,4,1,0.97194046,0.52938616,0.2072572795451001,0.0552686078786933,1.844651018804537e-308,1.844651018804537e-308,-9.4044895,0.0785012170672416,0
mcdonalds_switzerland_16,"la, if you love the fried chicken with a spicy kick and have your own unique flavor combination.",0,1,0.74666023,0.52938616,0.0,0.0,0.0,0.0,-9.463534,0.8433365821838379,1
mcdonalds_switzerland_402,"when you're done with the first round, take a look at what’s left.",1,1,0.9785001,0.52938616,0.0523624921787219,1.5146353626711476e-308,1.5146353626711476e-308,1.5146353626711476e-308,-7.86428,0.2645088732242584,0
