image_id,caption,fluency,diversity,humor_score,humor
sonicdrivein_529,"if you’ re looking for a reason to get out of the house, this is it",0.9751595,0.4970937,0.7296894788742065,1
sonicdrivein_376,when you want to be the last person to see your crush at the mall before they leave,0.9683667,0.4970937,0.4784840941429138,0
sonicdrivein_196,when you know you’ re in the dog house you know you’ re in the dog house you,0.9135929,0.4970937,0.9567443132400512,1
sonicdrivein_80,you bought this for your son you will love it he will love it you can order it online,0.96546,0.4970937,0.4533196687698364,0
sonicdrivein_234,it’ s been a long time since we’ ve had a drink,0.9825727,0.4970937,0.9474286437034608,1
sonicdrivein_283,let’ s just say we’ re not the only ones getting ready for the new year �,0.97627175,0.4970937,0.3100152909755707,0
sonicdrivein_344,is this the first time you see a pop-up in a social media app? 🤔,0.96992344,0.4970937,0.3609208464622497,0
sonicdrivein_690,we all have that one person in our life who always knows when we’ ve run out of gas,0.92704993,0.4970937,0.7895872592926025,1
sonicdrivein_1077,let’ s see what you’ ve been cooking up for the new year 🙌,0.9597331,0.4970937,0.2558987736701965,0
sonicdrivein_339,we’ re bringing back the drive-thru for a limited time only 🔥,0.8763875,0.4970937,0.1855830997228622,0
sonicdrivein_454,it’ s the only way to get a drink at the drive-thru if you’ re,0.9073134,0.4970937,0.2072475850582122,0
sonicdrivein_470,"it ‘s the summer of sonic, and we ‘ re here to help you make the most of",0.95977324,0.4970937,0.0153855476528406,0
sonicdrivein_532,"check out our doggo drive-in, where you can take your pup for a drive-in movie",0.96524775,0.4970937,0.0134117323905229,0
sonicdrivein_556,let’ s take a closer look at the new cravings coming soon to the cravings menu �,0.67209023,0.4970937,0.0937984362244606,0
sonicdrivein_558,"so i 'm going to start off today 's show by saying, `` oh, i 'm so",0.9470098,0.4970937,0.6915608048439026,1
sonicdrivein_594,we’ ve all been there we’ ve all ordered the same thing 🤷‍�,0.7924786,0.4970937,0.3382306098937988,0
sonicdrivein_655,what’ s your go-to drive-thru drink? 🤔,0.93398595,0.4970937,0.4919970035552978,0
sonicdrivein_743,"siri, where are you? i told you i was going to drive you around, right? ''",0.92728645,0.4970937,0.8409453630447388,1
sonicdrivein_788,"now thru the end of the year, you can bring your dog to any wag shop and get a free",0.78702,0.4970937,0.032064288854599,0
sonicdrivein_830,"the next time i go to the store, i 'm going to try something different, i 'm going",0.95278966,0.4970937,0.6319349408149719,1
sonicdrivein_866,it 's been a long time since we 've all been like this,0.97469556,0.4970937,0.8425660729408264,1
sonicdrivein_952,we’ re still trying to figure out how we’ re going to eat all of these chicken tend,0.98299855,0.4970937,0.7863882780075073,1
sonicdrivein_1018,have you ever had a craving for a cheeseburger all day long?,0.97909594,0.4970937,0.1124595999717712,0
sonicdrivein_1084,it 's been a while since you 've had the chance to try the new frozen drink we 've,0.97021896,0.4970937,0.1573035269975662,0
sonicdrivein_1120,we ‘ re here to help you decide what to order for the game today 🤷‍�,0.96699476,0.4970937,0.0172171909362077,0
sonicdrivein_1163,what is this? what is this? what is this? what is this? what is this?,0.9425124,0.4970937,0.2896408140659332,0
sonicdrivein_1209,we hope you’ re ready for the new year’ s drive-in movie night 🎥,0.97398055,0.4970937,0.0054892227053642,0
sonicdrivein_1258,tastes like it’ s tuesdays all week long we’ re sharing some of our,0.5680711,0.4970937,0.0067668175324797,0
sonicdrivein_1307,this is the best gift you can give yourself this holiday season 🎄🎄🎄,0.9635175,0.4970937,0.0399442203342914,0
sonicdrivein_1333,what are you going to do with your ice bucket when you 're done with it? you 're going,0.9736126,0.4970937,0.1543780863285064,0
sonicdrivein_1376,can’ t wait to see what’ s on the menu this 4th of july ?,0.9736872,0.4970937,0.6733560562133789,1
sonicdrivein_1435,it’ s that time of the year again 🎉🎉🎉🎉,0.90876174,0.4970937,0.075500838458538,0
sonicdrivein_1452,"if you’ re looking for something to get you through the weekend, we’ ve got you covered",0.9689326,0.4970937,0.0875275209546089,0
sonicdrivein_1459,guess i’ m going to have to go get a sonic drive-in drink after all,0.9503349,0.4970937,0.3660657107830047,0
sonicdrivein_1471,we can’ t wait to see all the fans at the sonic drive-in this weekend 🤩,0.9722076,0.4970937,0.0081722261384129,0
sonicdrivein_1566,this man knows a thing or two when it comes to men 's haircuts 🙌🏼,0.9715433,0.4970937,0.3634493947029114,0
sonicdrivein_1567,it ‘s not a bad idea after all 🤷‍♀️🤷�,0.9284984,0.4970937,0.1038388460874557,0
sonicdrivein_1635,"if you’ re in the mood for a shake, we got you covered 🍕",0.9491299,0.4970937,0.0286036524921655,0
sonicdrivein_1664,"i said, `` no, no, no, no, no, no, no, no, no,",0.9439527,0.4970937,0.6607619524002075,1
sonicdrivein_1666,who’ s next? 🤔🤔🤔🤔🤔�,0.944193,0.4970937,0.1098945364356041,0
sonicdrivein_1712,what’ s the best way to start your day? 🤔,0.9618648,0.4970937,0.1366608887910843,0
sonicdrivein_1755,"it’ s halloween, and this is the corn dog you’ re looking for",0.9735246,0.4970937,0.3520632982254028,0
sonicdrivein_1765,if you’ re a fan of the slushies you’ re going to love this one �,0.96146137,0.4970937,0.3502086102962494,0
sonicdrivein_1809,"they’ ve got corn on the cob, we’ve got corn on the floor and they�",0.78629553,0.4970937,0.8352479934692383,1
sonicdrivein_1821,"when i was a little kid, i used to get a picture of my dad when he came home from work",0.9764605,0.4970937,0.5256127715110779,1
sonicdrivein_1866,what’ s your drink of choice? 🤔🤔🤔🤔�,0.9670811,0.4970937,0.2504080235958099,0
sonicdrivein_1919,🎄 this is sonic Christmas 🎄 🎄 🎄 🎄 🎄,0.9365183,0.4970937,0.1425339877605438,0
sonicdrivein_1996,please help us get this drink back in stock now! 💦💦💦,0.9335145,0.4970937,0.0093644764274358,0
sonicdrivein_2080,"i 'm sure you 're all excited to get to the end of the year, but i 'm",0.96752834,0.4970937,0.1620771288871765,0
sonicdrivein_2087,she says she wants to try out a new hairstyle but she doesn ‘ t want to wear a new,0.9360334,0.4970937,0.7150353789329529,1
sonicdrivein_2112,"oh no, i did n't make it in time, but at least i did n't look like a",0.68596685,0.4970937,0.6918642520904541,1
sonicdrivein_2168,what do you think of the new breakfast sandwiches at sonic? i’ m eating one right now,0.9766898,0.4970937,0.6328960657119751,1
sonicdrivein_2181,🚨🚨🚨🚨🚨🚨🚨�,0.86411864,0.4970937,0.068210445344448,0
sonicdrivein_2185,`` what 's this? '' `` what 's this? '' `` what 's this? '',0.94790196,0.4970937,0.3754964172840118,0
sonicdrivein_2201,"i do n't know if you 've been in a coma, but i do n't think you '",0.75366235,0.4970937,0.5075322389602661,1
sonicdrivein_1998,it’ s been a while since we’ ve had a cup of,0.9825586,0.4970937,0.3853161334991455,0
