image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_594,our food delivery is on it's up.,0,1,0.11328874,0.44630423,0.0,0.0,0.0,0.0,0.0732512846589088,0
sonicdrivein_1765,"w /t mom: i love you so much, but it’ s just not gonna happen.",0,1,0.9650244,0.44630423,0.0,0.0,0.0,0.0,0.4303830564022064,0
sonicdrivein_1666,you can eat this! we’ ll give you the inside scoop on how it works.,2,1,0.9754317,0.44630423,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0496272891759872,0
sonicdrivein_1778,and i just made a little change to my plan.,2,1,0.94155574,0.44630423,0.0493193927883213,5.486964580537266e-309,5.486964580537266e-309,5.486964580537266e-309,0.3514158725738525,0
sonicdrivein_316,there’ s a bunch of ‘ n/m but i love them.,0,1,0.87579006,0.44630423,0.0,0.0,0.0,0.0,0.8356877565383911,1
sonicdrivein_1737,"imagine a robot that can speak to you in the office, '' just kidding! we don't have one yet.",2,1,0.906452,0.44630423,0.0998662610543617,2.110993164779763e-308,2.110993164779763e-308,2.110993164779763e-308,0.2159429937601089,0
sonicdrivein_344,i love you too.,0,1,0.9498798,0.44630423,0.0,0.0,0.0,0.0,0.7341909408569336,1
sonicdrivein_1755,this is the best and most creative recipe i've ever seen for ice cream sundaes.,2,1,0.9655848,0.44630423,0.0782194959346709,1.305331167223885e-308,1.305331167223885e-308,1.305331167223885e-308,0.5894359946250916,1
sonicdrivein_952,the.,0,1,0.4811517,0.44630423,0.0,0.0,0.0,0.0,0.7669950723648071,1
sonicdrivein_80,the most addictive cat meme of all time.,1,1,0.95806366,0.44630423,0.1103121128230744,1.9636207881546135e-308,1.9636207881546135e-308,1.9636207881546135e-308,0.6595419049263,1
sonicdrivein_1254,"i'm not here to get you there, i just want a look at your feet.",2,1,0.96521765,0.44630423,0.1021237784486198,1.704247123185085e-308,1.704247123185085e-308,1.704247123185085e-308,0.4409847557544708,0
sonicdrivein_1197,it’ s the best part of this weekend! </s>️ 👆 🤣🎉🧡🥤🍦🤩#overlambungrubfest👏🔥 pic.,0,1,0.89894444,0.44630423,0.0,0.0,0.0,0.0,0.0847919434309005,0
sonicdrivein_1459,we're not a to make it.,0,1,0.08749252,0.44630423,0.0,0.0,0.0,0.0,0.2586612999439239,0
sonicdrivein_486,i love when you know what to do before a customer gets upset.,2,1,0.9771061,0.44630423,0.1538461538461538,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,0.5337814092636108,1
sonicdrivein_1102,"i know this one, too.",0,1,0.9735128,0.44630423,0.0,0.0,0.0,0.0,0.730378270149231,1
sonicdrivein_1367,"it's not just a song, it’ s the whole reason we love memeing.",3,1,0.5748108,0.44630423,0.1570874765361658,1.5146353626711476e-308,1.5146353626711476e-308,1.5146353626711476e-308,0.1930667161941528,0
sonicdrivein_877,we’ re not having a summer sale today.,0,1,0.9732293,0.44630423,0.0,0.0,0.0,0.0,0.3713561296463012,0
sonicdrivein_926,"you know, we don't have to make it this way.",0,1,0.9776718,0.44630423,0.0,0.0,0.0,0.0,0.6384963393211365,1
sonicdrivein_2095,the the one who's got you all done.,3,1,0.89706755,0.44630423,0.0632098989511866,5.625867750206837e-309,5.625867750206837e-309,5.625867750206837e-309,0.6497966051101685,1
sonicdrivein_1221,bill gates'holiday is coming up in a week! get ready for some extra booze and food.,7,1,0.9566232,0.44630423,0.0359121868979557,1.826451846136416e-309,1.826451846136416e-309,1.826451846136416e-309,0.0042056171223521,0
