train_G,train_D,test_G,test_D,save
3.4648828125,1.858564453125,2.653515625,1.9798046875,V
2.290419921875,1.7771875,2.1333203125,1.7579296875,V
1.9628515625,1.758232421875,1.8566015625,1.7581640625,V
1.8088232421875,1.757568359375,1.8052734375,1.7559765625,V
1.7183740234375,1.75650390625,1.6869921875,1.75484375,V
1.66255859375,1.755693359375,1.677109375,1.7559375,V
1.60802734375,1.754658203125,1.64798828125,1.7544921875,V
1.606279296875,1.755478515625,1.6313671875,1.755625,V
1.6006103515625,1.755224609375,1.6246875,1.7553125,V
1.57109375,1.75466796875,1.61375,1.7565625,V
1.575146484375,1.7550390625,1.58359375,1.7556640625, 
1.56109375,1.75533203125,1.56671875,1.7539453125,V
