image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
sonicdrivein_1750,the iss the than a?? the?.  it & bag  and! ,2,1,0.0743856,0.4641725,0.1481636441363436,1.6483752567447546e-308,1.6483752567447546e-308,1.6483752567447546e-308,4.53125
sonicdrivein_85,the time day a own special meaning.� --------aaaaaa------aa---aaa----a----------a##-----a,2,1,0.32818177,0.4641725,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,5.25
sonicdrivein_1736,a’ t be up date  i a.  the& day chicken and the’ aaaaaaaaaaaaa,0,1,0.113234654,0.4641725,0.0,0.0,0.0,0.0,5.90625
sonicdrivein_945,you�🏃� the  rush with to go go ,4,1,0.2049693,0.4641725,0.4953587998572467,0.14447964995836363,1.928867353251809e-308,1.928867353251809e-308,4.78125
sonicdrivein_960,"i’ s a a in summer,  to get your cool that cool out. ���# isotronghot ",3,1,0.19285095,0.4641725,0.13333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.40625
sonicdrivein_1188,"fish is the! we on out with your on, icago    day  of of fun and we up for your hashtag below your. # fun az   the the the the",10,1,0.09143424,0.4641725,0.20689655172413796,0.03571428571428572,2.2250738585072626e-308,2.2250738585072626e-308,4.53125
sonicdrivein_1848,"the ready your kids. and are s the and new again. the the new, potato cheese, and’ ll be the the nine9. in the a! it’re 302 off. 1-6 pm. 
  # school ams as #",10,1,0.039540928,0.4641725,0.11106661428948356,2.162399925073842e-308,2.162399925073842e-308,2.162399925073842e-308,3.96875
sonicdrivein_348,the for! you  m ever seen one. ,3,1,0.047591094,0.4641725,0.37151909989293497,0.2889592999167272,0.17337557995003636,1.928867353251809e-308,4.1875
sonicdrivein_1213,moke  here ready and and we’ to most to �  dogs# dogdogsdogday!#�🌮🌭�,0,1,0.11766221,0.4641725,0.0,0.0,0.0,0.0,4.28125
sonicdrivein_902,you i  in is  for you!. �💷🍃💸�eks,3,1,0.07559296,0.4641725,0.2791881675133095,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,4.4375
sonicdrivein_856,we first are coming up but2 i of are is iscom is the up a special special. �️️�,7,1,0.034346223,0.4641725,0.2222222222222222,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.25
sonicdrivein_1483,"we you’ a coffeey much, just� i 
. are iceumps are the� of of the long you get a. the app app.
",7,1,0.03269819,0.4641725,0.19830120292486902,1.941433220050148e-308,1.941433220050148e-308,1.941433220050148e-308,4.90625
sonicdrivein_820,i is the day� first day of� of the a tickets keys vibes!  swag!  to to sonicic...com# get up head ,8,1,0.080637604,0.4641725,0.2865557635772936,0.043091092267262196,1.8217363958297824e-308,1.8217363958297824e-308,4.15625
sonicdrivein_1039,"i you’,, we mean a. ��",2,1,0.3181352,0.4641725,0.2021768865708778,0.1213061319425267,1.3495755153097447e-308,1.3495755153097447e-308,3.59375
sonicdrivein_869,"i��@ you can the -  andcolored  salmon, would you be to try on the �� ",4,1,0.12216689,0.4641725,0.18710139700632356,0.06682192750225839,2.081572136844798e-308,2.081572136844798e-308,4.34375
sonicdrivein_1695,the is s your?? the corner?  ice is?  not!  me you! get it! ,2,1,0.106301196,0.4641725,0.05654934466089881,1.6357440907688813e-308,1.6357440907688813e-308,1.6357440907688813e-308,4.75
sonicdrivein_1509,we  new cheese is made best kick for our chicken chicken wings.  by the! try it new chicken chicken!  $.99.  ,7,1,0.06318105,0.4641725,0.18520455517042947,1.6483752567447546e-308,1.6483752567447546e-308,1.6483752567447546e-308,4.25
sonicdrivein_1821,you us@ ymom choolperclub get you  who your@ youracheriller.   be  to $ 0 to the schools. in ,2,1,0.03404506,0.4641725,0.0986145214615294,1.865109047072646e-308,1.865109047072646e-308,1.865109047072646e-308,4.75
sonicdrivein_262,you i little shower” a the”  “ !  day time!  matter what! doing!,1,1,0.061903585,0.4641725,0.05236249217872196,1.5146353626711476e-308,1.5146353626711476e-308,1.5146353626711476e-308,4.875
sonicdrivein_2187,"when your hand if you’ve ever been a least  of"" 0 biscuit this!! $ dogdogday!  dogs are sonicfcieok",4,1,0.0891549,0.4641725,0.188107049975692,0.09958608528124871,0.052905107805663376,1.8834843577582417e-308,4.375
sonicdrivein_1113,you***  up your eyes vibes with these favorite food screwdriver.  ,4,1,0.041820586,0.4641725,0.36193496721438384,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,5.125
sonicdrivein_1193,it is is s here off! and we are the! �� ��,2,1,0.0487641,0.4641725,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,3.703125
sonicdrivein_1055,"theess is is nuggets is� �  popcorn chicken fil® ���

 who eat  in of.  who are hungry. big the. chicken.. ",4,1,0.0936595,0.4641725,0.1721415952850116,0.04530041981184515,1.9151388181520816e-308,1.9151388181520816e-308,4.9375
sonicdrivein_1264,when a day mile trip? theiana. now.  of ideas?? ,0,1,0.051818516,0.4641725,0.0,0.0,0.0,0.0,6.21875
sonicdrivein_1238,the’ s the time2 levvent  ip day.  are to help! now! so please’re got $ 0 to the in students families,1,1,0.036531392,0.4641725,0.047619047619047616,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.1875
sonicdrivein_2125,"when much, the little on top. '' creamams media",1,1,0.094591655,0.4641725,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.5
sonicdrivein_594,"the know to? you got a soup, you",3,1,0.25956222,0.4641725,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,4.75
sonicdrivein_1128,it’ you you kids shopizes with us dog and and a. it��,1,1,0.054942414,0.4641725,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.28125
sonicdrivein_1719,"i you see get to the  of the day, you’’ t be to  of chili to just’ll need a ice creamcream margarita mint margarita., the the the the the the,,, the the, the the",19,1,0.04280129,0.4641725,0.2647058823529412,0.12121212121212123,0.03125,2.2250738585072626e-308,2.765625
sonicdrivein_2035,the best of here changing up new new to but you be them in? the store-thru? ’ place of are be,4,1,0.028526535,0.4641725,0.19047619047619047,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.3125
sonicdrivein_1992,iting! it</ ) it a buggy? </ cups  ap #hdool ,1,1,0.27658206,0.4641725,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.34375
sonicdrivein_362,it�️  the! we�️we is is s for you! ’ you everywhere the country. a discounts and the,3,1,0.041919876,0.4641725,0.11092625221822057,2.0979623842800395e-308,2.0979623842800395e-308,2.0979623842800395e-308,4.03125
sonicdrivein_930,"the’ a waves the mouth!. i� >
 �  @ it ",0,1,0.21916433,0.4641725,0.0,0.0,0.0,0.0,5.5
