g_fc_loss,g_con_loss,g_unc_loss,d_con_r2f_loss,d_con_f2r_loss,d_con_f_loss,d_con_m_loss,d_unc_r_loss,d_unc_f_loss,d_unc_m_loss
0.040283203125,1.5,0.357421875,0.84375,0.50390625,1.53125,0.73828125,0.6640625,0.2578125,0.66015625
0.1708984375,7.5,3.90625,236.0,25.75,752.0,0.69921875,0.69140625,180.0,0.71875
8.6875,13.3125,4.625,490.0,67.5,740.0,0.72265625,0.73046875,109.5,0.60546875
3.359375,17.25,2.609375,190.0,39.5,620.0,0.6484375,0.65625,13.5,0.671875
5.21875,18.0,1.828125,99.0,548.0,556.0,0.60546875,0.70703125,776.0,0.65625
1.828125,20.125,4.03125,116.5,84.5,432.0,0.65234375,0.65234375,145.0,0.609375
0.3125,21.25,1.7109375,2176.0,173.0,316.0,0.5625,0.6484375,354.0,0.640625
0.0169677734375,20.375,3.0625,1120.0,214.0,248.0,0.6015625,0.66796875,360.0,0.69140625
0.003265380859375,22.625,34.25,51.5,168.0,150.0,0.58984375,0.6328125,572.0,0.64453125
0.1357421875,27.0,1.90625,230.0,290.0,1440.0,0.640625,0.68359375,426.0,0.671875
0.419921875,16.625,4.875,138.0,214.0,340.0,0.494140625,0.61328125,438.0,0.66015625
0.026611328125,18.375,5.0625,80.0,140.0,222.0,0.515625,0.65234375,452.0,0.66796875
0.03759765625,23.75,9.25,256.0,2176.0,183.0,0.55859375,0.64453125,864.0,0.60546875
0.003631591796875,21.25,12.625,260.0,77.5,234.0,0.47265625,0.6953125,656.0,0.66796875
1.6796875,13.1875,6.625,336.0,266.0,168.0,0.46875,0.64453125,117.0,0.6953125
1.078125,14.375,0.640625,4864.0,190.0,182.0,0.44921875,0.6015625,14784.0,0.6171875
0.0250244140625,19.75,8.0,1384.0,253.0,133.0,0.392578125,0.6875,274.0,0.671875
0.169921875,21.25,10.125,288.0,290.0,175.0,0.46875,0.6328125,216.0,0.62109375
0.2021484375,20.25,9.0,266.0,328.0,117.0,0.470703125,0.671875,402.0,0.609375
0.09912109375,18.875,8.5625,484.0,92.0,54.5,0.419921875,0.625,98.0,0.61328125
0.04541015625,15.8125,8.125,480.0,48.0,6.90625,0.33984375,0.66796875,16.375,0.62890625
0.0198974609375,11.0,7.28125,300.0,664.0,24.0,0.37890625,0.62109375,66.0,0.65234375
0.0419921875,7.71875,4.21875,195.0,306.0,2192.0,0.3203125,0.58984375,116.0,0.61328125
0.010009765625,24.625,8.0,131.0,384.0,1224.0,0.306640625,0.66015625,1168.0,0.625
0.000240325927734375,12.0625,5.1875,380.0,588.0,83.0,0.26171875,0.6328125,460.0,0.61328125
0.00010204315185546875,15.8125,3.796875,368.0,608.0,182.0,0.296875,0.625,396.0,0.66015625
0.203125,10.25,1.765625,334.0,648.0,214.0,0.2578125,0.6171875,988.0,0.72265625
0.1591796875,10.875,2.046875,237.0,648.0,232.0,0.265625,0.6171875,213.0,0.64453125
0.0859375,10.375,2.484375,190.0,568.0,246.0,0.2734375,0.67578125,228.0,0.5703125
0.0208740234375,13.1875,2.015625,350.0,664.0,296.0,0.240234375,0.6171875,181.0,0.59375
1.5854835510253906e-05,11.0,1.9375,258.0,744.0,298.0,0.25,0.609375,164.0,0.59375
0.022705078125,10.125,24.5,15.0,804.0,190.0,0.2421875,0.625,158.0,0.640625
0.061767578125,15.0,4.0625,79.0,616.0,250.0,0.2421875,0.59765625,162.0,0.65625
0.072265625,16.75,2.15625,237.0,532.0,296.0,0.2470703125,0.6015625,148.0,0.60546875
0.062255859375,12.75,5.1875,482.0,668.0,227.0,0.263671875,0.578125,140.0,0.609375
0.041259765625,11.9375,8.875,1544.0,856.0,164.0,0.23828125,0.578125,189.0,0.59765625
0.0184326171875,12.3125,6.5,253.0,800.0,237.0,0.244140625,0.5390625,132.0,0.6171875
0.00311279296875,13.3125,6.65625,428.0,632.0,213.0,0.255859375,0.5625,111.0,0.56640625
0.00081634521484375,13.875,8.1875,436.0,528.0,187.0,0.25390625,0.5390625,116.0,0.58203125
0.004486083984375,10.875,8.5,438.0,512.0,182.0,0.251953125,0.57421875,97.0,0.6015625
0.0130615234375,50.5,9.875,474.0,720.0,157.0,0.263671875,0.62109375,468.0,0.6171875
0.020263671875,6.0,11.8125,432.0,644.0,178.0,0.251953125,0.578125,75.0,0.65625
0.025146484375,12.8125,13.0,648.0,852.0,251.0,0.244140625,0.65234375,66.5,0.58203125
0.0211181640625,8.875,13.5,684.0,760.0,256.0,0.2578125,0.5,92.0,0.59375
0.0174560546875,7.84375,10.6875,676.0,736.0,524.0,0.259765625,0.60546875,127.0,0.62890625
0.013427734375,23.125,9.125,428.0,412.0,198.0,0.255859375,0.61328125,215.0,0.53515625
0.00506591796875,9.8125,9.3125,398.0,376.0,98.0,0.240234375,0.5859375,212.0,0.5703125
0.002288818359375,10.125,7.9375,382.0,342.0,105.5,0.2421875,0.55859375,210.0,0.55859375
0.0003223419189453125,7.15625,5.21875,290.0,274.0,125.0,0.2353515625,0.546875,168.0,0.58984375
0.000522613525390625,13.625,4.84375,251.0,242.0,105.0,0.25,0.546875,166.0,0.63671875
0.00186920166015625,17.875,2.296875,224.0,221.0,110.5,0.23046875,0.56640625,176.0,0.6171875
0.005218505859375,4.6875,1.921875,178.0,164.0,116.0,0.236328125,0.5703125,172.0,0.57421875
0.00787353515625,8.0625,1.2421875,122.5,112.0,113.5,0.21875,0.5234375,125.5,0.53125
0.0081787109375,11.625,12.6875,77.0,69.0,109.0,0.240234375,0.58984375,132.0,0.578125
0.00726318359375,11.75,1.4453125,44.25,114.5,104.0,0.2265625,0.494140625,133.0,0.5859375
0.00469970703125,16.0,3.875,454.0,52.0,95.0,0.2216796875,0.53515625,101.0,0.578125
0.003631591796875,15.3125,4.6875,35.0,29.625,102.5,0.22265625,0.5703125,100.0,0.55859375
0.001922607421875,14.8125,5.65625,25.875,28.75,103.0,0.2236328125,0.515625,83.0,0.57421875
0.0008697509765625,16.5,11.9375,52.0,96.5,79.0,0.228515625,0.55078125,61.0,0.4921875
0.00011014938354492188,21.25,4.875,130.0,105.0,62.5,0.236328125,0.5078125,38.0,0.51171875
0.0002593994140625,20.875,5.9375,872.0,181.0,93.0,0.232421875,0.5234375,50.5,0.5546875
0.0012054443359375,24.75,6.0,178.0,167.0,56.5,0.224609375,0.5,100.0,0.57421875
0.00213623046875,22.25,6.1875,183.0,192.0,49.25,0.2265625,0.474609375,51.0,0.51953125
0.0023193359375,23.0,5.625,270.0,206.0,50.0,0.220703125,0.5078125,41.75,0.51171875
0.001708984375,20.875,5.375,444.0,210.0,38.5,0.2265625,0.5390625,38.0,0.5
0.0025787353515625,16.625,6.40625,474.0,242.0,56.75,0.21875,0.51953125,35.5,0.51171875
0.00159454345703125,15.6875,6.625,516.0,237.0,53.0,0.234375,0.482421875,27.375,0.490234375
0.0010986328125,14.375,5.09375,548.0,218.0,38.0,0.2255859375,0.4609375,26.25,0.490234375
0.00064849853515625,14.5,3.3125,552.0,211.0,28.625,0.216796875,0.53125,49.0,0.5625
0.0002880096435546875,12.4375,2.46875,524.0,218.0,32.0,0.2275390625,0.5703125,32.25,0.46484375
9.965896606445312e-05,11.0,2.921875,532.0,213.0,31.75,0.2421875,0.47265625,35.5,0.490234375
6.67572021484375e-05,9.3125,1.8125,524.0,201.0,25.75,0.2236328125,0.484375,26.5,0.458984375
0.00013065338134765625,4.5625,0.7421875,516.0,205.0,23.75,0.224609375,0.453125,22.375,0.53515625
0.0003070831298828125,2.578125,1.2109375,520.0,196.0,15.5,0.21484375,0.447265625,21.5,0.5078125
0.00115966796875,11.125,1.859375,516.0,183.0,9.9375,0.2275390625,0.470703125,11.625,0.47265625
0.00060272216796875,4.59375,2.46875,502.0,174.0,12.0625,0.212890625,0.44921875,84.5,0.46484375
0.00055694580078125,5.3125,3.296875,490.0,151.0,20.25,0.2265625,0.455078125,31.125,0.47265625
0.000568389892578125,6.21875,3.28125,484.0,125.5,34.75,0.212890625,0.455078125,60.0,0.4609375
0.000499725341796875,6.4375,4.03125,454.0,108.0,49.5,0.21484375,0.42578125,99.0,0.4140625
0.000423431396484375,5.90625,2.71875,444.0,86.5,59.25,0.2138671875,0.451171875,114.0,0.42578125
0.0002765655517578125,6.9375,3.640625,422.0,67.5,59.25,0.216796875,0.419921875,123.0,0.48828125
0.000125885009765625,5.21875,2.515625,388.0,54.0,71.0,0.234375,0.447265625,141.0,0.515625
5.435943603515625e-05,5.4375,4.40625,342.0,37.5,74.5,0.212890625,0.421875,142.0,0.48046875
1.4841556549072266e-05,3.671875,3.21875,294.0,18.375,86.5,0.216796875,0.423828125,136.0,0.44921875
0.0007476806640625,6.375,4.5,256.0,18.5,92.0,0.2080078125,0.3984375,178.0,0.46484375
