gemma_loss,fc_loss
29.23352813720703,0.002410888671875
28.735586166381836,8.625
28.312490463256836,2.234375
28.886669158935547,0.3046875
27.533645629882812,0.00110626220703125
29.265460968017578,0.140625
28.191740036010742,0.3046875
28.544479370117188,0.330078125
29.04121971130371,0.3046875
28.81138038635254,0.259765625
27.31576919555664,0.208984375
27.73255729675293,0.1640625
29.186349868774414,0.12451171875
28.112667083740234,0.08984375
28.077190399169922,0.0634765625
28.052730560302734,0.041748046875
28.187650680541992,0.026123046875
28.078142166137695,0.01708984375
28.094804763793945,0.00970458984375
28.975419998168945,0.00531005859375
27.678451538085938,0.002655029296875
28.49054718017578,0.001190185546875
28.49256706237793,0.0002956390380859375
27.677183151245117,4.112720489501953e-06
29.40337371826172,0.00011920928955078125
28.298269271850586,0.00046539306640625
28.294340133666992,0.00074005126953125
27.86374855041504,0.00109100341796875
28.6600341796875,0.00122833251953125
28.206634521484375,0.0015411376953125
29.063838958740234,0.0017547607421875
28.868093490600586,0.0018768310546875
28.54065704345703,0.0021514892578125
27.929407119750977,0.00213623046875
26.831214904785156,0.0022430419921875
28.26272201538086,0.0021820068359375
28.228334426879883,0.00225830078125
28.1818790435791,0.0022125244140625
28.848230361938477,0.002166748046875
28.55364418029785,0.002197265625
28.0541934967041,0.0021209716796875
29.36506462097168,0.0020599365234375
28.2227783203125,0.002105712890625
29.172481536865234,0.0020294189453125
28.140579223632812,0.0020294189453125
28.24078941345215,0.0020294189453125
28.321014404296875,0.0019073486328125
28.87038803100586,0.0019073486328125
28.551097869873047,0.00177764892578125
28.116100311279297,0.00177001953125
28.890283584594727,0.00171661376953125
29.403961181640625,0.00160980224609375
28.60732650756836,0.0015869140625
28.510366439819336,0.00145721435546875
28.885236740112305,0.00138092041015625
28.925004959106445,0.00136566162109375
28.346942901611328,0.00119781494140625
28.67567253112793,0.001190185546875
28.64842987060547,0.001129150390625
28.454748153686523,0.00107574462890625
28.538793563842773,0.00103759765625
27.528688430786133,0.00106048583984375
28.36299705505371,0.000972747802734375
27.64674949645996,0.00086212158203125
28.035295486450195,0.000865936279296875
29.070850372314453,0.000797271728515625
27.30308723449707,0.000743865966796875
28.962482452392578,0.00067138671875
28.066890716552734,0.000629425048828125
29.084293365478516,0.00060272216796875
28.69489288330078,0.00054168701171875
28.285715103149414,0.0004825592041015625
28.79749870300293,0.00042724609375
28.641895294189453,0.0003757476806640625
28.580053329467773,0.0003719329833984375
28.168079376220703,0.000324249267578125
27.709470748901367,0.0003376007080078125
28.284212112426758,0.0002956390380859375
28.695175170898438,0.000278472900390625
28.11956024169922,0.00028228759765625
28.763185501098633,0.000255584716796875
28.72946548461914,0.0002689361572265625
29.072200775146484,0.00022220611572265625
28.49637794494629,0.000194549560546875
28.490432739257812,0.00018978118896484375
28.028690338134766,0.00017452239990234375
28.060007095336914,0.00018024444580078125
27.781414031982422,0.00015926361083984375
27.962093353271484,0.0001430511474609375
28.091405868530273,0.00014209747314453125
29.025619506835938,0.00014400482177734375
28.354652404785156,0.00010776519775390625
28.62737274169922,0.00013256072998046875
27.729501724243164,0.00012874603271484375
28.98798370361328,0.00010156631469726562
28.663888931274414,0.00011205673217773438
28.35134506225586,0.00010251998901367188
28.756771087646484,0.0001087188720703125
27.91301727294922,8.535385131835938e-05
28.860883712768555,8.678436279296875e-05
28.551023483276367,7.200241088867188e-05
28.990358352661133,0.00010585784912109375
28.251556396484375,7.05718994140625e-05
28.622631072998047,8.58306884765625e-05
28.34665870666504,5.1975250244140625e-05
28.321556091308594,7.104873657226562e-05
28.24514389038086,5.91278076171875e-05
28.731273651123047,6.389617919921875e-05
27.737140655517578,5.435943603515625e-05
27.942031860351562,3.9577484130859375e-05
28.027393341064453,5.4836273193359375e-05
29.348215103149414,4.458427429199219e-05
28.087785720825195,4.1961669921875e-05
27.832120895385742,5.936622619628906e-05
28.644033432006836,4.100799560546875e-05
27.81332015991211,4.100799560546875e-05
27.655834197998047,4.0531158447265625e-05
29.232629776000977,3.933906555175781e-05
28.9390869140625,4.6253204345703125e-05
28.937198638916016,4.100799560546875e-05
28.44737434387207,3.4332275390625e-05
28.312652587890625,3.457069396972656e-05
27.084842681884766,2.6464462280273438e-05
28.43427085876465,3.504753112792969e-05
28.253183364868164,3.409385681152344e-05
28.579803466796875,3.528594970703125e-05
28.75423240661621,2.765655517578125e-05
28.316387176513672,2.6941299438476562e-05
28.130300521850586,3.266334533691406e-05
28.358497619628906,2.5391578674316406e-05
28.326000213623047,2.7179718017578125e-05
28.96399688720703,3.075599670410156e-05
27.99555206298828,2.7298927307128906e-05
28.33731460571289,1.5735626220703125e-05
28.622493743896484,2.6226043701171875e-05
28.16305160522461,1.7881393432617188e-05
28.505996704101562,2.4199485778808594e-05
28.087743759155273,2.2649765014648438e-05
