train_loss,train_bleu,test_loss,test_bleu,save
4.161690139668538,0.17834855737102318,4.025416337546077,0.12515550947867315,V
3.74963036287089,0.15409263482357696,3.953709189046867,0.1260519516850974,V
3.7111191860465116,0.149491383487036,3.9372202474986837,0.12639835110584532,V
3.6904717154504145,0.14776024959903775,3.9410709583991577,0.12647528304370728, 
3.67515579056402,0.14541106990109604,3.9412766587677726,0.12648104265402854, 
3.6632647520716386,0.14523470913525804,3.9293295813586098,0.12660199447077414,V
3.656045342154504,0.14407066543036606,3.9235206029489205,0.12686446814112715,V
3.6505383754343756,0.1439597742916333,3.9147413112164298,0.12678301079515522,V
3.645816626570436,0.14361592822774716,3.9103640073723014,0.12696731832543465,V
3.6432604918470997,0.14342651530339448,3.8993878357030014,0.1273050783307002,V
3.640121708767709,0.14339874031007763,3.896211822011585,0.1273704910479199,V
3.6370643711574444,0.14335039511494246,3.8918592022116902,0.12758565363349142,V
3.6365694333066023,0.14294640470462455,3.8876382306477093,0.1276136288836229,V
3.6348131348569903,0.14276774675888818,3.881969128488678,0.127960851105845,V
