train_G,train_D,test_G,test_D,save
1.9214713541666666,2.3421979166666667,1.2975625,2.309,V
1.2618151041666668,2.3051614583333335,1.2134322916666667,2.3010208333333333,V
1.2122682291666667,2.3006979166666666,1.1962708333333334,2.298604166666667,V
1.19924609375,2.2993333333333332,1.1764322916666667,2.296625,V
1.1919375,2.2978229166666666,1.174203125,2.2967291666666667,V
1.1741028645833333,2.297984375,1.167078125,2.2965833333333334,V
1.1773294270833334,2.298109375,1.1766302083333333,2.2956875, 
1.1697265625,2.2973385416666665,1.1566770833333333,2.2946666666666666,V
1.16613671875,2.297609375,1.1675,2.2946458333333335, 
1.1693385416666666,2.2969791666666666,1.1405520833333334,2.2961458333333336,V
1.15966796875,2.2980260416666667,1.1430364583333332,2.2963541666666667, 
1.1628203125,2.2973697916666667,1.1464739583333334,2.2955833333333335, 
1.1657630208333334,2.2964947916666665,1.1418229166666667,2.294625,V
1.1517083333333333,2.2975572916666667,1.1462864583333334,2.294583333333333, 
1.1553151041666667,2.29746875,1.1549947916666667,2.29425, 
1.1561692708333333,2.2975729166666667,1.1390989583333333,2.2970208333333333,V
1.15139453125,2.2964010416666665,1.1375052083333332,2.2958333333333334,V
1.1497239583333334,2.2961145833333334,1.1401458333333334,2.2950833333333334, 
1.148421875,2.2967916666666666,1.13903125,2.2950208333333335, 
1.15654296875,2.296046875,1.1399791666666668,2.2954583333333334, 
1.1510598958333333,2.296203125,1.1446770833333333,2.2948333333333335, 
1.148671875,2.2963541666666667,1.1417708333333334,2.2945625,V
