g_fc_loss,g_con_loss,g_unc_loss,d_con_r2f_loss,d_con_f2r_loss,d_con_f_loss,d_con_m_loss,d_unc_r_loss,d_unc_f_loss,d_unc_m_loss
0.087890625,0.73046875,0.7578125,0.71484375,0.828125,0.69140625,0.6875,0.703125,0.63671875,0.6875
0.053466796875,0.73828125,0.6796875,0.890625,0.83984375,0.6796875,0.671875,0.71484375,0.71484375,0.67578125
0.045654296875,0.703125,0.64453125,0.71875,0.74609375,0.72265625,0.7265625,0.671875,0.7734375,0.71875
0.060791015625,0.765625,0.70703125,0.89453125,0.99609375,0.6875,0.6875,0.671875,0.69140625,0.72265625
0.0693359375,0.6796875,0.6953125,0.78125,0.7578125,0.7421875,0.71875,0.6796875,0.703125,0.70703125
0.0576171875,0.74609375,0.72265625,0.76953125,0.7890625,0.67578125,0.6953125,0.73046875,0.671875,0.6640625
0.055908203125,0.703125,0.68359375,0.8359375,0.71875,0.71875,0.75390625,0.73828125,0.71484375,0.65625
0.027587890625,0.6640625,0.73828125,0.8984375,0.93359375,0.76171875,0.734375,0.6640625,0.66015625,0.7265625
0.053466796875,0.6953125,0.6875,0.875,0.796875,0.7265625,0.7421875,0.68359375,0.7109375,0.7109375
0.03955078125,0.73828125,0.71875,0.8515625,0.7890625,0.68359375,0.6640625,0.71484375,0.6875,0.6796875
0.04443359375,0.75390625,0.71875,0.71875,0.76953125,0.671875,0.6875,0.72265625,0.6796875,0.66796875
0.0654296875,0.7109375,0.71484375,0.82421875,0.76953125,0.72265625,0.7265625,0.71484375,0.6796875,0.67578125
0.0712890625,0.73046875,0.70703125,0.76171875,0.8125,0.6796875,0.6875,0.71875,0.6953125,0.671875
0.038818359375,0.73828125,0.70703125,0.7890625,0.79296875,0.6953125,0.67578125,0.7109375,0.69140625,0.68359375
0.0751953125,0.71875,0.75390625,0.703125,0.71875,0.6953125,0.7109375,0.71875,0.6484375,0.671875
0.039794921875,0.76171875,0.66015625,0.8125,0.79296875,0.6640625,0.6875,0.72265625,0.7421875,0.671875
0.04150390625,0.71875,0.69140625,0.8125,0.72265625,0.6953125,0.70703125,0.7109375,0.70703125,0.6796875
0.046142578125,0.71875,0.8046875,0.7578125,0.76953125,0.71875,0.671875,0.72265625,0.6171875,0.66796875
0.046142578125,0.69140625,0.65234375,0.8046875,0.8125,0.73828125,0.72265625,0.671875,0.765625,0.71875
0.044677734375,0.71875,0.6484375,0.65625,0.85546875,0.7109375,0.7109375,0.7109375,0.765625,0.6796875
0.072265625,0.703125,0.70703125,0.80078125,0.75,0.70703125,0.69140625,0.703125,0.69140625,0.69140625
0.046142578125,0.64453125,0.6953125,0.796875,0.85546875,0.765625,0.75,0.703125,0.6953125,0.6875
0.050048828125,0.66015625,0.69140625,0.76171875,0.75,0.76953125,0.7890625,0.703125,0.703125,0.69140625
0.061767578125,0.70703125,0.6875,0.8046875,0.83984375,0.72265625,0.7265625,0.72265625,0.703125,0.671875
0.0478515625,0.71875,0.765625,0.8046875,0.8515625,0.70703125,0.67578125,0.69921875,0.63671875,0.69140625
0.0537109375,0.69921875,0.7109375,0.7890625,0.88671875,0.7265625,0.74609375,0.6953125,0.68359375,0.6953125
0.04736328125,0.68359375,0.69921875,0.875,0.890625,0.74609375,0.74609375,0.71875,0.69140625,0.671875
0.036865234375,0.75390625,0.75390625,0.8359375,0.78515625,0.6875,0.68359375,0.7265625,0.65625,0.6640625
0.043212890625,0.68359375,0.6796875,0.88671875,0.86328125,0.7265625,0.71875,0.70703125,0.71484375,0.68359375
0.0546875,0.69140625,0.703125,0.81640625,0.8359375,0.73046875,0.7421875,0.7265625,0.69140625,0.66015625
0.05419921875,0.72265625,0.68359375,0.8515625,0.81640625,0.70703125,0.7265625,0.71875,0.7109375,0.671875
0.037841796875,0.69140625,0.7109375,0.7734375,0.796875,0.7265625,0.7265625,0.73046875,0.68359375,0.6640625
0.044921875,0.703125,0.67578125,0.8203125,0.796875,0.73046875,0.75390625,0.7421875,0.72265625,0.65625
0.0419921875,0.69921875,0.73828125,0.73828125,0.75,0.7265625,0.7109375,0.71875,0.65625,0.67578125
0.055419921875,0.703125,0.76171875,0.71875,0.7265625,0.71875,0.74609375,0.69921875,0.640625,0.69140625
0.052001953125,0.75,0.7265625,0.79296875,0.796875,0.6640625,0.66796875,0.73046875,0.66796875,0.6640625
0.05908203125,0.72265625,0.65234375,0.80859375,0.86328125,0.6953125,0.6796875,0.6796875,0.74609375,0.71484375
0.042724609375,0.71875,0.71875,0.796875,0.8203125,0.70703125,0.67578125,0.74609375,0.67578125,0.64453125
0.03271484375,0.70703125,0.6875,0.8359375,0.80859375,0.70703125,0.69140625,0.7109375,0.71484375,0.6796875
0.0341796875,0.7265625,0.77734375,0.81640625,0.83203125,0.6953125,0.703125,0.69921875,0.6328125,0.6875
0.039794921875,0.75,0.71875,0.90234375,0.83984375,0.6875,0.703125,0.69921875,0.6796875,0.69140625
0.045654296875,0.70703125,0.70703125,0.92578125,0.8203125,0.72265625,0.71484375,0.7109375,0.6875,0.6796875
0.044189453125,0.73046875,0.796875,0.76953125,0.8046875,0.6875,0.69140625,0.71875,0.61328125,0.671875
0.05419921875,0.6953125,0.68359375,0.77734375,0.86328125,0.71875,0.71484375,0.7109375,0.71875,0.6796875
0.0517578125,0.76171875,0.68359375,0.80859375,0.76171875,0.6640625,0.6875,0.69921875,0.70703125,0.6875
0.036865234375,0.71875,0.703125,0.78515625,0.828125,0.71484375,0.7421875,0.7265625,0.6953125,0.6640625
0.03955078125,0.71875,0.734375,0.79296875,0.74609375,0.70703125,0.69140625,0.7109375,0.671875,0.6796875
0.06787109375,0.71875,0.69140625,0.7890625,0.7890625,0.70703125,0.6953125,0.71875,0.703125,0.67578125
0.046630859375,0.79296875,0.7890625,0.7421875,0.77734375,0.66015625,0.66015625,0.71875,0.62109375,0.671875
0.059326171875,0.71875,0.6484375,0.8203125,0.796875,0.6953125,0.69921875,0.7109375,0.765625,0.6796875
0.054443359375,0.71875,0.84765625,0.71875,0.7578125,0.6953125,0.65625,0.6875,0.59375,0.703125
0.0498046875,0.64453125,0.68359375,0.7734375,0.83203125,0.78125,0.7578125,0.70703125,0.7109375,0.68359375
0.04736328125,0.74609375,0.62109375,0.80078125,0.79296875,0.6796875,0.703125,0.7265625,0.78125,0.6640625
