image_id,caption,humor_score,humor
sonicdrivein_1594,"our rainbow showers are always so beautiful, we had to share them with you all!# 🏆# showersarerainbow# 🏆# ☀️# 🙌# 🏆# 🏆# 🌈# 🌈# 🌈# 🌈# 🌈# 🌈# 🌈# 🌈# 🌈# 🌈#",0.00035219156416133046,0
sonicdrivein_103,i told you i was coming for a review! here we are! tag@ unclewalt for a chance to see more of this review! can't wait to see it! do it right here on twitter!# pushpinquest# drinkchallenge# drinkchallenge@ unclewalt# drinkchallenge@ imdude# drinkchallenge@ ufc# drinkchallenge,0.12686771154403687,0
sonicdrivein_1921,"nyu’ s new shape of the week, a fun and tasty new shape of the week, all you need is a simple snack to finish it off.",0.0008639560546725988,0
sonicdrivein_2115,no need to fly the flag — just keep america’ s national pastie day alive with a sonic® chicken sandwich.,0.0002574761165305972,0
sonicdrivein_333,1.,0.2005770355463028,0
sonicdrivein_964,looking for a new outfit for the day? grab sonic drinks and food to rock your day!# sonicfriday# food# drinks# apparel# dressdown# unique# unique# unique# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel# apparel#,0.002165513811632991,0
sonicdrivein_789,"it' s time for more than just a simple, simple snack.",0.022874904796481133,0
sonicdrivein_1502,you have to see it to believe it.,0.002211168874055147,0
sonicdrivein_37,guess i’ m done with my drive to sonic.,0.02268924191594124,0
sonicdrivein_1274,the drive-in# flyingcard# heartday is a# heartfest# flyingcard# heartbow# heartday# flyingcard# heartfest# heartbow# heartday# flyingcard# heartfest# heartbow# heartday# flyingcard# heartbow# heartfest# heartbow# heartfest# heartfest# heartfest# heartfest# heart,0.0018234825693070889,0
sonicdrivein_1347,a side of new? made with fresh cherries.,0.006941244006156921,0
sonicdrivein_649,a trip to the future where you can’ t even remember it.,0.0013854540884494781,0
sonicdrivein_505,the best sonic shake for two is 100% fresh mac 'n cheese.,0.00012535580026451498,0
sonicdrivein_163,team members on their way to being perfect.,0.4940435290336609,0
sonicdrivein_1039,"grab a few of our ice cream s, and get in the mood.",0.004366942681372166,0
sonicdrivein_1385,someone just made it! 🍦# handhelds# mac & cheese# sonic# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸# 📸,0.0003789686888922006,0
sonicdrivein_2171,"hey, you’ re coming to the sonic app! 😍 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸 📸",0.061122581362724304,0
sonicdrivein_408,i need to take a break from work.,0.7192736864089966,1
sonicdrivein_348,this is what your life would look like if you built your own country.,0.9232222437858582,1
sonicdrivein_189,"we’ ve all seen the cherry on top, but this is the real deal.",9.949141531251371e-05,0
sonicdrivein_1081,you can’ t miss a single bite of this blue line.,0.007623735349625349,0
sonicdrivein_864,"painting a masterpiece, but it’ s just a tiny part of the masterpiece - the whole thing! 🍊


















































",0.03898397088050842,0
sonicdrivein_1384,"a food for all the kids, yum! at sonic, you can order a sonic meal for a dollar and get a free side order of any of our small sides, too!# sonicapp# sonicapp# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic# sonic",0.002143286867067218,0
sonicdrivein_601,"about to get to the sonic scrapper ⏰ ⏰ ⏰ but we’ re not quite there yet! ⏰ ⏰ ⏰ enjoy your musical musical ride! ⏰ ⏰ ⏰ sonic scrapper is a registered trademark of sonic boom toys, llc.",0.0003727141011040658,0
sonicdrivein_570,going through the snow? did it snow at the hilton? great! we know.,0.00030353604233823717,0
sonicdrivein_376,tomorrow is a big day for the enola.,0.6925764083862305,1
sonicdrivein_645,you could be a & quot;little' al shaker of somethings.,0.0010040203342214227,0
sonicdrivein_567,moonglow is coming to your local sonic drive-in.,0.00017331758863292634,0
sonicdrivein_596,the future of the country is in your hands.,0.00010453152208356187,0
sonicdrivein_143,peeing at the drive-in and getting a free cone.,0.2886243462562561,0
sonicdrivein_1280,"it’ s a hot summer day, so pack your Bagels of the Gold and enjoy 1/2 price lemon juice on the half price bag.",0.0003503283660393208,0
sonicdrivein_51,"i’ ve got a feeling for you: our new bag is out soon! i’ m not saying it’ s hot, but it’ s definitely rocking! is it on? you’ ll have to see for yourself! # sonicbagshowdown! # bagshowdown# thisisaquoignon# mylittlebagon!!# #",0.650473415851593,1
sonicdrivein_753,getting ready for work? grab your guys and grab your daily dose of happiness.,0.006809927523136139,0
sonicdrivein_1946,goodness it’ s cherry blossom time! all of our sonic madness is happening today.,0.02549843117594719,0
sonicdrivein_1246,you can always bring your own food.,0.0013199149398133159,0
sonicdrivein_697,1 drink for all of us today.,5.01743852510117e-05,0
sonicdrivein_1960,"still can’ t get enough of the dough, </s> just like it.",0.0002103813603753224,0
sonicdrivein_981,1.,0.29079297184944153,0
sonicdrivein_1269,are you looking for a new new recipe? 🎵 create your perfect bar snack at our sonic! 🧑‍🍳# sonicmonday# cheeseburgers# cheeseburgersbetray# 🍔# 🍔# 🍔# 🍔# 🍔# 🍔# 🍔# 🍔# 🍔# 🍔# 🍔# 🍔,0.0007003566133789718,0
sonicdrivein_760,* saucun* a spicy summer story is just around the corner.,0.0008132929797284305,0
sonicdrivein_470,you’ ll have to text him to find out.,0.03738608956336975,0
sonicdrivein_1199,"this summer, we’ re keeping things simple.",0.9463997483253479,1
sonicdrivein_1206,the best drink at the party is the one you’ re holding.,0.09946811944246292,0
sonicdrivein_1115,"we have a 1/2 price sandwich, but only one - and it's only for 12/24/24.",0.10626453161239624,0
sonicdrivein_344,create your own $ 50 slush with a sweet deal at the first ever sonic math battle of the week.,0.12896546721458435,0
sonicdrivein_2070,"every day, a new group of friends.",0.9929502010345459,1
sonicdrivein_135,summer is in our sights! what’ s your sonic summer sippin’ cone? mine are all over the map!# sonicsummersting# summersting# summersting# summersting# summersting# summersting# summersting# summersting# summersting# summersting# summersting# summersting#,0.0021413653157651424,0
sonicdrivein_277,"we’ ve been thinking about your next tot and we’ ve got a few ideas for a fun little game to play with your kids at the drive-in!” he said when asked about his best tip for a fun night at the drive-in with his family! “ play the simple game of 2,000!’ he added.",0.0023343972861766815,0
sonicdrivein_901,buzzing through your summer with a cool ice-cream slush ☀️🥤😎👍congratulations to the 10% off ice-cream slush bucket bucket holders who were featured in the meme.,0.46467718482017517,0
sonicdrivein_955,"we’ re all about the simple, classic ice cream sandwich.",0.000903965556062758,0
sonicdrivein_196,"solve the riddle to get a free large with your first purchase in the bonanza store!** see the riddle and solution below!** note: multiple riddles apply!** tax not included!** single flavor only!** may not include toppings!** applicable to new customers only, not credit card holders, and not valid for use of any promotional offers",0.9837943911552429,1
sonicdrivein_531,there was a car on the road this morning.,0.15718550980091095,0
sonicdrivein_1289,thank you for your love.,9.893381502479315e-05,0
sonicdrivein_373,who is the worst cup of coffee?? 🤔 tag your friends and let the debate begin.,0.9698642492294312,1
sonicdrivein_522,summer is here! try our new b&b b&b boba.,0.01480969600379467,0
sonicdrivein_1606,that night of the falling ice cubes is over and the only thing left is a happy chilling at the new kimmy and the slinger plant! 📸:@ kristin_m_carr13# thisishowwesummerday# summer# nom# slinger# slingerplant# thisishowwesummerday# nom# slinger# sl,0.00018364531570114195,0
sonicdrivein_290,"by sharing this image, you are helping to fund lightning roblox games for all the games to come.",0.4259674549102783,0
sonicdrivein_496,swag your sonic app and swing by for a free straw! what are your thoughts on this deal? share your thoughts with us on the app!# hotdoghotdog# hostswag# swag# swag# straws# straws# straws# straws# straws# straws# straws# straws# straws# straws# straws# straws# straws# straws# straws#,0.868475079536438,1
sonicdrivein_44,time to head to the drive-in for some hots! 👋 we’ re heading to sonic for some ice cream and hot dogs! 🎤 what’ s your favorite drive-in food?# hotsilife  1st pic of the day? we’ re looking for you!# sonicdrivein# hotsilife pic.,0.0019111852161586285,0
sonicdrivein_558,what do you do with a blue snow day? drink a blue ice cream! 😉 # sonic A multi-sensory adventure awaits at the sonic concrete playground! grab your kiddo and enjoy a fun-filled afternoon of immersive experiences inspired by the art of sonic! mention your order when ordering to get a special deal on your ice cream cone! limit 5.,0.17877382040023804,0
sonicdrivein_2103,"crowds of "" ice cream money& treats! "" see you in the sonic summer slump.",0.001319507835432887,0
sonicdrivein_316,"tak e a chill drink, make it work.",0.8642091751098633,1
sonicdrivein_430,some games are just too good to miss.,0.007566093932837248,0
sonicdrivein_1268,shaun@ sonicdrivein’ 7th anniversary party is just around the corner.,0.0011224685003980994,0
sonicdrivein_529,this is a perfect day to be a  reddish-orange thing.,0.6584886312484741,1
sonicdrivein_1316,"so, sonic delight! we’ re so proud of our new & unique single, inspired by our new single, & inspired by our sonic delight.",0.01968270167708397,0
sonicdrivein_780,memorializing our amazing summer so far – 100 cent fry – 100 cent fry is back! 100 cent fry is back! 100 cent fry is back! 100 cent fry is back! 100 cent fry is back! 100 cent fry is back! 1,0.013418883085250854,0
sonicdrivein_491,🇺🇸 don’ t forget to bring your 🇿🇦 sonic drive time for a free meal at the end of the day.,0.28591829538345337,0
sonicdrivein_57,work is never done.,0.004298365209251642,0
sonicdrivein_1029,"at 100% price, what are you saving today on a new diet soda? - ✅ ✅ ✅ ✅ ✅ ✅ ✅ ✅ ✅ ✅ 🏆 - 10/15/19.",0.46374428272247314,0
sonicdrivein_850,in which we’ ll meet our new favorite ice cream in the air.,0.0010369690135121346,0
sonicdrivein_784,information is power! ”.,0.0016345513286069036,0
sonicdrivein_152,"this one ‘s up to you, are you getting your sonic small order or large order today? 😉 ” ­ — ­ 📲 — @ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­",0.2252454161643982,0
sonicdrivein_670,"it’ s a new week, and it’ s a new week for a new shake.",0.006799405440688133,0
sonicdrivein_1368,get your salt and pepper! we' re sending in the `` salt and pepper '' app at your next the sonic? try the `` salt and pepper '' app at your next the sonic?! get your salt and pepper! we' re sending in the `` salt and pepper '' app at your next the sonic?! try the `` salt and,0.008594134822487831,0
sonicdrivein_414," coming to you, a little social, and a, oh so, happy birthday, willie.",0.3118841052055359,0
sonicdrivein_788,"add a new twist to your drinks with a new, red velvet shake.",0.44392332434654236,0
sonicdrivein_411,keep an eye out for sonic’ s new herd of frozen treats.,0.9393322467803955,1
sonicdrivein_968,i’ m going to pass on the blue raspberry swirl.,0.027542078867554665,0
sonicdrivein_89,the amazing things we shared this week.,0.053047459572553635,0
sonicdrivein_1457,a 100 -cent slush in honor of a 100 -cent sonic drink! this slush is a sonic drink!! this is a 100 -cent slush! enjoy it at sonic!! this is a sonic drink!! this is a 100 -cent slush!! this,0.0024517506826668978,0
sonicdrivein_2031,the sonic logo is &quot;round&quot; and &quot;foxy&quot;! the sonic logo is &quot;round&quot; and &quot;foxy&quot;! the sonic logo is &quot;foxy&quot; and &quot;round&quot;! the sonic logo is ,0.0031427836511284113,0
sonicdrivein_1615,"first, you're not even sure you're drinking a ; second, you're not even sure you're drinking a ; third, you're not even sure you're drinking a ; fourth, you're not even sure you're drinking a ; fifth, you're",0.004550205077975988,0
sonicdrivein_2154,would you be our champion? 🏆 l.,0.3230803608894348,0
sonicdrivein_65,a new chip that's just too good to pass up.,0.0013529564021155238,0
sonicdrivein_486,lee’ s a big fan of the h& m drive-in and he’ s trying to get a new frozen yogurt cup for his next trip.,0.3068521022796631,0
sonicdrivein_1122,celebrating 50th birthday? bring back the old times with these bmw sonic 50th anniversary ice cream sticks.,0.015755046159029007,0
sonicdrivein_976,so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so,0.5305522680282593,1
sonicdrivein_524,some people just need a lil’ pep in their step! 👟 🥤 double tap to see a list of them!# sonic# happyhour# 👟# 👟# 👟# 👟# 👟# 👟# 👟# 👟# 👟# 👟# 👟# 👟# 👟# 👟#,0.6416665315628052,1
sonicdrivein_283,you’ ll be seeing this ↑ with the# rockyournight adventure.,0.2991982102394104,0
sonicdrivein_495,"we’ re hosting our annual giveaway today, so be on the lookout for our amazing merch! \n tag# your# #editpromo for your entry.",0.03619907423853874,0
sonicdrivein_499,"he said a half-dozen of the best flavors, then said he had no time to choose.",0.0002967773762065917,0
sonicdrivein_78,summer is coming and sonic is ready to give you a refreshing break.,0.9505615830421448,1
sonicdrivein_478,"chilled, spicy, and bursting with flavor, chilling your sonic ice cream cones at home is now possible!@ chocoicecream ice cream cones at home now available!"", ""chilled, spicy, and bursting with flavor, chilling your sonic ice cream cones at home is now possible!"", ""chilled, spicy, and bursting",0.08224573731422424,0
sonicdrivein_446,"when you’ re in the sonic mood, we’ re in the sonic mood too.",0.004390466492623091,0
sonicdrivein_1467,"so many possibilities, but only one choice.",0.007659044582396746,0
sonicdrivein_648,"our favorite athlete of the week is, the rock! 🥤🥤🥤 </mat> 😜 </mat> our favorite athlete of the week is, the rock! 🥤🥤🥤 </mat> 😜 </mat> our favorite athlete of the week is, the rock! 🥤�",0.0002008535957429558,0
sonicdrivein_973,it’ s 6 pm and we’ re happy to tell you that $ 199 airpods are available for purchase today! # sonicbagel 6pm # icanhaveit # icanhaveit# sonicbagel# # icanhaveit# # icanhaveit# # icanhaveit,0.0060654194094240665,0
sonicdrivein_877,"the's back, and we're all.",0.00045784018584527075,0
sonicdrivein_808,vee to the best u see in the app 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 🎮 �,0.0017153837252408266,0
