bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,52963,75,12.651623867069487,0.6681077110083083,11.291666666666666,0.8104166666666667,V
0.05,52963,75,11.271808912386707,0.715351503493201,11.145833333333334,0.8156250000000002,V
0.05,52963,75,10.831382175226587,0.7211757694486405,11.208333333333334,0.8153645833333334, 
0.05,52963,75,10.607675604229607,0.7182127431080073,11.291666666666666,0.7776041666666668, 
0.05,52963,75,10.46159837613293,0.7149024617635944,11.5625,0.7999999999999999, 
0.05,52963,75,10.358690521148036,0.7180333624433527,11.666666666666666,0.7848958333333332, 
0.05,52963,75,10.278087235649547,0.7179784861216003,11.583333333333334,0.7994791666666666, 
0.05,52963,75,10.217121412386707,0.7208780801548348,11.8125,0.7846354166666667, 
0.05,52963,75,10.165573074018127,0.72257541068731,11.8125,0.7729166666666667, 
0.05,52963,75,10.12301737160121,0.7246583506419939,11.8125,0.7999999999999999, 
0.05,52963,75,10.088746223564955,0.7259500094410894,11.8125,0.7921874999999999, 
0.05,52963,75,10.055867635951662,0.7281559785687319,11.958333333333334,0.7937500000000001, 
