image_id,caption,fluency,diversity
mcdonalds_switzerland_563,"so much love for our swiss original 🍔 🇨🇭, back this august. there’s nowhere else we would like to be right now! what",0.8016705,0.5576686
mcdonalds_switzerland_721,"cuz you know, you owe me 6 fries from last time",0.7553166,0.5576686
mcdonalds_switzerland_792,beware of the sun. not everyone enjoys frying as much as i do 😎,0.9803366,0.5576686
mcdonalds_switzerland_662,some nuggets are more precious than others. you decide which ones.,0.9679289,0.5576686
mcdonalds_switzerland_1429,what a perfect friesday! 🍟😍 #friday #friesday #funday #fries #frieslover #friesfan #love #snack #summer #mcdonalds #mcdo,0.8000035,0.5576686
mcdonalds_switzerland_1915,our fans of chicken are thrilled. the chicken tasty and chicken tasty bacon are back! #mcdonalds #switzerland #swissmcd,0.88469845,0.5576686
mcdonalds_switzerland_570,"⚠️ win movie tickets for space jam 🎥⚠️ tell us who your kid’s favorite looney tunes character is 🍀🏀. and as of the 22nd of july, discover ""space jam: a new legacy"" in the happy meal 🥰. conditions apply – link in bio.",0.68392015,0.5576686
mcdonalds_switzerland_1895,a lunar eclipse will take place during the night. what will you do to stay awake? #mcdonalds #mcdo #lunareclipse #moon,0.9456901,0.5576686
mcdonalds_switzerland_2012,#repost @mcdonalds ego ・・・ burger bells burger bells big mac all the way! #burger #christmas #yummy #imlovinit,0.6783803,0.5576686
mcdonalds_switzerland_824,"it’s mother’s day! time to spoil your mom. in case you forgot, here are some last-minute tips:
– buy her some flowers 🌻
– treat her to her favorite burger with mcdelivery 🍔🛵
– start using a calendar so you don't forget next year!",0.9309717,0.5576686
mcdonalds_switzerland_1967,thanks @djerem for encouraging the runners with amazing sounds! #mcdo #mcdonalds #live #music #djerem,0.9054108,0.5576686
mcdonalds_switzerland_180,y'all already know the game: this time it won't be easy!,0.9533512,0.5576686
mcdonalds_switzerland_545,so crispy – will only leave crumbles behind 🍔! if you’ve already tried our new spicy bbq homestyle crispy chicken,0.68471515,0.5576686
mcdonalds_switzerland_1132,"a big mac is soulfood, says @sina_samieian. do you agree?",0.53408957,0.5576686
mcdonalds_switzerland_496,merry christmas everyone! 🎄 may your day be full of small moments that make a big difference ⭐ 😊,0.9294571,0.5576686
mcdonalds_switzerland_1995,yesterday we won #gold at the swiss poster awards 2014 for our royals campaign and we're proud! do you remember it?,0.94831705,0.5576686
mcdonalds_switzerland_859,are you team a: ketchup-on-the-side or team b: ketchup-all-over? #ketchup #frieslover,0.75627124,0.5576686
mcdonalds_switzerland_1037,"friends that eat together, stay together. 😍 ",0.8800163,0.5576686
mcdonalds_switzerland_117,pov: you almost never get pick(l)ed…😢,0.7530206,0.5576686
mcdonalds_switzerland_1971,kitchens are open! we're already tasting the fr 1.- hamburgers and they're delicious! 😄 #mcdo #mcdonalds #hamburger,0.8755033,0.5576686
mcdonalds_switzerland_542,"⚠️ contest ⚠️ 
small moments make a big difference! what do you do to make a big difference for the people you love🥰 ? let us know in the comments and participate in the raffle to get 10x50 chf mcdonald's vouchers 💰. good luck! 🍀 
t&c's in bio.",0.33900404,0.5576686
mcdonalds_switzerland_625,always a smart first move: going to mcdonald’s. 💛,0.85997456,0.5576686
mcdonalds_switzerland_524,⚠️wanna win big? get ready for our comment contest today at 12:00 and try to win a 1000 chf in mcdonald's vouchers⚠️. ,0.62418103,0.5576686
mcdonalds_switzerland_1,"for me, it's a deal breaker.",0.9675442,0.5576686
mcdonalds_switzerland_502,🤔 for all the fries lovers out there: can you guess how many fries are in this pack? 🍟 ⁉️,0.86055875,0.5576686
mcdonalds_switzerland_16,"""je voudrais un menu big mac, s'il vous plaît."" ",0.8664835,0.5576686
mcdonalds_switzerland_163,my brain and i every night before falling asleep.,0.061714426,0.5576686
mcdonalds_switzerland_1138,"eyes on the prize, uhm, fries!! 😍",0.84904295,0.5576686
mcdonalds_switzerland_1023,"coffee in one hand, confidence in the other. ✊ new week, let's do this! ",0.85419637,0.5576686
mcdonalds_switzerland_616,it‘s about to get spicy: come and try our new spicy mcchicken jalapeño today and show us your #spiceface🌶,0.8810403,0.5576686
