image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
sonicdrivein_760,aing if the  got all one �  the the thea the the the theanan the the,0,1,0.20796141,0.42087713,0.0,0.0,0.0,0.0,8.0625
sonicdrivein_2004,"it, a, but it you all all! we</ chip#wheel #tilbread#tilcream #til� #to�,an the theanan,",0,1,0.116842255,0.42087713,0.0,0.0,0.0,0.0,6.15625
sonicdrivein_2233,# this this video thing in it see we to the bowl cool out your littleish.#,4,1,0.046918467,0.42087713,0.1875,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.0
sonicdrivein_2129,"#  better     for the pizza of a,  it it food is is a huge by   out the full one! foodcardog -drink      theanan, the your your theanananananan the thean the the",11,1,0.042098284,0.42087713,0.2,0.06896551724137931,2.2250738585072626e-308,2.2250738585072626e-308,7.53125
sonicdrivein_1300,"so you, is .  up the on   </  a rolling $",0,1,0.31052345,0.42087713,0.0,0.0,0.0,0.0,9.25
sonicdrivein_80,"sp like that’ here popular to this up and  the the the the,, the the the,,,,,, the the the, the the the,,, the the the the the,,,,,, the the the,,, the the the",1,1,0.17355525,0.42087713,0.030303030303030304,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.09375
sonicdrivein_1596,so that money if you want to. a. your. down the truck dog.� so the the thean the# the the theanan the thean the the,2,1,0.43414718,0.42087713,0.07999999999999999,0.041666666666666664,2.2250738585072626e-308,2.2250738585072626e-308,7.15625
sonicdrivein_1642,this of later i i' momake wouldkey  me meal meal  food’ it it was down work  plate food food sauceofing  to the menu  the,3,1,0.036282662,0.42087713,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.5625
sonicdrivein_1492,we the’ year of by theyu up we get the of my new year. the so us the memories we the  thetonstons than your the thean the the the the that the the the the the the the the the the the the the the the that that that that the the that the the the the,33,1,0.09912966,0.42087713,0.07017543859649124,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.3125
sonicdrivein_1631,my is: if is better better with a bite�. the. cho,5,1,0.3176679,0.42087713,0.36363636363636365,0.2,0.11111111111111109,2.2250738585072626e-308,5.21875
