caption_loss,fc_loss,loss
8.375,0.69921875,15.375
8.125,0.69921875,15.125
8.125,0.69140625,15.0
8.1875,0.69921875,15.1875
8.625,0.69921875,15.625
8.75,0.6953125,15.6875
8.125,0.6953125,15.0625
7.9375,0.6875,14.8125
8.5625,0.6875,15.4375
8.375,0.6953125,15.3125
8.3125,0.69921875,15.3125
8.3125,0.69921875,15.3125
8.3125,0.6953125,15.25
8.25,0.69140625,15.125
8.8125,0.6953125,15.75
8.4375,0.6875,15.3125
7.9375,0.69140625,14.875
8.25,0.6953125,15.1875
8.3125,0.6953125,15.25
7.875,0.69140625,14.75
8.1875,0.6953125,15.125
9.0625,0.69140625,16.0
8.1875,0.69140625,15.125
8.375,0.69140625,15.25
7.78125,0.69921875,14.75
7.65625,0.6875,14.5
7.65625,0.69921875,14.625
8.8125,0.69140625,15.75
8.4375,0.69921875,15.4375
8.5625,0.6953125,15.5
8.25,0.6875,15.125
8.0,0.703125,15.0
8.3125,0.69140625,15.25
7.8125,0.69140625,14.75
8.3125,0.69921875,15.3125
8.75,0.69140625,15.625
8.5625,0.69140625,15.5
8.0,0.6953125,14.9375
8.1875,0.69140625,15.125
8.3125,0.69140625,15.25
7.46875,0.6953125,14.375
8.75,0.69140625,15.625
7.6875,0.69140625,14.625
8.0,0.69921875,15.0
8.0,0.6953125,14.9375
7.96875,0.6875,14.875
7.9375,0.6953125,14.875
8.4375,0.69921875,15.4375
8.5,0.703125,15.5
7.84375,0.6953125,14.75
7.84375,0.68359375,14.6875
8.0,0.6875,14.875
8.625,0.703125,15.625
8.3125,0.69140625,15.25
8.875,0.69921875,15.875
8.0625,0.69140625,15.0
7.09375,0.6796875,13.875
8.3125,0.6875,15.1875
8.75,0.6953125,15.6875
8.3125,0.6953125,15.25
7.5625,0.6875,14.4375
8.25,0.69140625,15.125
7.9375,0.69140625,14.875
9.3125,0.6875,16.25
8.375,0.69140625,15.25
8.5625,0.69140625,15.5
7.84375,0.69140625,14.75
8.5625,0.69921875,15.5625
8.8125,0.6875,15.6875
8.0625,0.69140625,15.0
8.625,0.6953125,15.5625
8.1875,0.69140625,15.125
8.3125,0.69921875,15.3125
8.5,0.69921875,15.5
8.125,0.6953125,15.0625
8.375,0.70703125,15.4375
8.4375,0.6953125,15.375
8.0,0.6875,14.875
8.5,0.6953125,15.4375
8.1875,0.69140625,15.125
7.84375,0.68359375,14.6875
7.90625,0.6796875,14.75
7.78125,0.6953125,14.75
8.4375,0.6875,15.3125
8.25,0.69921875,15.25
7.71875,0.6953125,14.625
8.3125,0.703125,15.375
8.8125,0.6953125,15.75
8.6875,0.69140625,15.625
8.125,0.69921875,15.125
8.375,0.6953125,15.3125
8.4375,0.6953125,15.375
8.1875,0.6953125,15.125
7.90625,0.69140625,14.8125
7.875,0.6875,14.75
8.375,0.6953125,15.3125
7.46875,0.69140625,14.375
8.375,0.6953125,15.3125
8.625,0.69140625,15.5
7.6875,0.6953125,14.625
7.9375,0.69140625,14.875
8.6875,0.69921875,15.6875
8.25,0.6875,15.125
8.0625,0.6953125,15.0
8.4375,0.6953125,15.375
8.625,0.6953125,15.5625
7.96875,0.6875,14.875
7.9375,0.69921875,14.9375
8.375,0.6875,15.25
7.5625,0.6875,14.4375
7.71875,0.6953125,14.625
8.0,0.69140625,14.875
7.9375,0.6953125,14.875
8.0625,0.68359375,14.875
8.5,0.703125,15.5
7.96875,0.69140625,14.875
7.5625,0.69140625,14.5
8.4375,0.6953125,15.375
8.1875,0.69140625,15.125
8.25,0.6953125,15.1875
8.125,0.69921875,15.125
8.125,0.6875,15.0
8.0,0.6875,14.875
7.75,0.6875,14.625
8.0625,0.6953125,15.0
8.4375,0.70703125,15.5
8.125,0.69921875,15.125
8.375,0.70703125,15.4375
