bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,413480,103380,3.3017773683128566,0.1623155896294868,3.1790345690655832,0.05570407719094609,V
0.05,413480,103380,3.159627203855084,0.12298524112411792,3.133796430644225,0.05886897852582699,V
0.05,413480,103380,3.119974061623295,0.12824044542662283,3.1122073902108727,0.057363458841168447,V
0.05,413480,103380,3.0955007648495694,0.1285664134299126,3.0995568533565487,0.05897190583284977,V
0.05,413480,103380,3.0783706285672827,0.1279765647673402,3.092232540143161,0.05942956205262138,V
0.05,413480,103380,3.0637595077150044,0.12890470065057513,3.0882560093828593,0.05901875967305092,V
0.05,413480,103380,3.0523419361275033,0.1280513492188265,3.086867019733024,0.05923655445927656,V
0.05,413480,103380,3.0423788635484184,0.12645642624794468,3.0821710558135034,0.05893941042754887,V
0.05,413480,103380,3.032631188328335,0.12553448776240697,3.083631081930741,0.05922461428709613, 
0.05,413480,103380,3.022663581068008,0.12343466582422437,3.0828391008899207,0.06414502321532198, 
