train_loss,train_bleu,test_loss,test_bleu,save
3.7766404412999663,0.05070093022266391,3.806537760847963,0.03771215970990087,V
3.7527161362109505,0.05191961672273519,3.795658744617423,0.038599943386956895,V
3.7428973694155188,0.05271966494230112,3.794696091421,0.03894568177927595,V
3.738113295683574,0.053202123236709704,3.792858769460086,0.039464677837858196,V
3.7349798979677526,0.05343140254591991,3.795570760185492,0.039667200251935854, 
3.7335194827007054,0.05363349925661535,3.7969992133156674,0.039913490297700166, 
3.7317139737991267,0.05388726916786901,3.7969060533289167,0.03979487742602811, 
3.731483036614041,0.05346495401413487,3.797785897648228,0.04001552844494632, 
3.7300764192139737,0.053273953581576924,3.7972372888373633,0.039766389618421286, 
3.728879744709439,0.05363579730238367,3.800968863862206,0.03997668143457336, 
3.7296683427107826,0.05375161880909807,3.7994317240808213,0.040181016709135105, 
3.728845628988915,0.05411924047355022,3.8053059788009276,0.040085194083548464, 
3.727512491602284,0.054478589173236856,3.8049385144087444,0.040388200764457344, 
3.727597780903594,0.05416480743821009,3.805171414375621,0.04032112492654668, 
3.7274442601612363,0.05429074034630408,3.8042191122888376,0.04008648898389426, 
3.727646330198186,0.054158504226960114,3.808897813845644,0.04048169256942156, 
