train_loss,test_loss,save
3.996975806451613,3.9799107142857144,V
3.9798387096774195,3.9754464285714284,V
3.969758064516129,3.966517857142857,V
3.9682459677419355,3.9620535714285716,V
3.9596774193548385,3.953125,V
3.951108870967742,3.939732142857143,V
3.943548387096774,3.9419642857142856, 
3.9410282258064515,3.935267857142857,V
3.938508064516129,3.9285714285714284,V
3.934475806451613,3.9308035714285716, 
3.9329637096774195,3.924107142857143,V
3.9294354838709675,3.9151785714285716,V
3.9264112903225805,3.9129464285714284,V
3.9213709677419355,3.908482142857143,V
3.9128024193548385,3.9129464285714284, 
3.9128024193548385,3.90625,V
3.911290322580645,3.904017857142857,V
3.910282258064516,3.8995535714285716,V
3.90625,3.904017857142857, 
3.9067540322580645,3.904017857142857, 
3.905241935483871,3.892857142857143,V
3.9037298387096775,3.8950892857142856, 
3.903225806451613,3.8995535714285716, 
3.9037298387096775,3.890625,V
3.900201612903226,3.8839285714285716,V
3.9007056451612905,3.888392857142857, 
3.8941532258064515,3.888392857142857, 
3.8951612903225805,3.8950892857142856, 
3.895665322580645,3.8861607142857144, 
3.8921370967741935,3.888392857142857, 
3.8921370967741935,3.8839285714285716, 
3.8901209677419355,3.8839285714285716, 
3.888608870967742,3.8794642857142856,V
3.8891129032258065,3.8794642857142856, 
3.887600806451613,3.877232142857143,V
3.884576612903226,3.877232142857143, 
3.884576612903226,3.877232142857143, 
3.8825604838709675,3.877232142857143, 
3.884576612903226,3.877232142857143, 
3.884576612903226,3.8794642857142856, 
3.883568548387097,3.875,V
3.8815524193548385,3.875, 
3.8830645161290325,3.872767857142857,V
3.880040322580645,3.875, 
3.880040322580645,3.875, 
3.8795362903225805,3.872767857142857, 
3.8795362903225805,3.875, 
3.8775201612903225,3.8705357142857144,V
3.8765120967741935,3.872767857142857, 
3.876008064516129,3.875, 
3.8785282258064515,3.8794642857142856, 
3.876008064516129,3.8683035714285716,V
3.8755040322580645,3.875, 
3.8775201612903225,3.8705357142857144, 
3.8765120967741935,3.875, 
3.8744959677419355,3.8683035714285716, 
3.876008064516129,3.872767857142857, 
3.8755040322580645,3.872767857142857, 
3.8765120967741935,3.8660714285714284, 
3.8744959677419355,3.872767857142857, 
3.876008064516129,3.8660714285714284, 
3.875,3.872767857142857, 
3.8734879032258065,3.872767857142857, 
3.871975806451613,3.8638392857142856,V
3.873991935483871,3.8660714285714284, 
3.877016129032258,3.861607142857143, 
3.8704637096774195,3.8638392857142856, 
3.875,3.8683035714285716, 
3.873991935483871,3.8660714285714284, 
3.872983870967742,3.8705357142857144, 
3.8704637096774195,3.8683035714285716, 
3.871975806451613,3.861607142857143, 
3.872983870967742,3.8638392857142856, 
3.873991935483871,3.8683035714285716, 
3.8724798387096775,3.8683035714285716, 
3.8724798387096775,3.8638392857142856, 
3.8734879032258065,3.8638392857142856, 
3.870967741935484,3.861607142857143,V
3.8714717741935485,3.8638392857142856, 
3.870967741935484,3.8660714285714284, 
3.870967741935484,3.8638392857142856, 
3.871975806451613,3.8638392857142856, 
3.866431451612903,3.857142857142857,V
3.8704637096774195,3.8660714285714284, 
3.8724798387096775,3.859375, 
3.870967741935484,3.8660714285714284, 
3.8704637096774195,3.8660714285714284, 
3.8704637096774195,3.8638392857142856, 
3.868951612903226,3.8660714285714284, 
3.868951612903226,3.8683035714285716, 
3.8704637096774195,3.8683035714285716, 
3.869959677419355,3.8660714285714284, 
3.8724798387096775,3.861607142857143, 
3.8684475806451615,3.857142857142857, 
3.868951612903226,3.8660714285714284, 
3.8669354838709675,3.8638392857142856, 
3.8669354838709675,3.8638392857142856, 
3.867943548387097,3.8660714285714284, 
3.869959677419355,3.8638392857142856, 
3.870967741935484,3.859375, 
