image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
imgflip_506,"`` you,winning guy, you, that you  part of a man.. you you look. not.,",2,1,0.10038075,0.32716557,0.09306272250443651,0.05011069673315812,1.4495000173229606e-308,1.4495000173229606e-308,7.4375
bokete_21971,"`` well  i, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no",29,1,0.7912052,0.32716557,0.5749603737813411,0.5724820963081456,0.5698439299657119,0.5670298858671158,0.41015625
imgflip_1965,"iary obama  pass a and she  n fly a to the  who she, she007 hurricane who and",0,1,0.058264036,0.32716557,0.0,0.0,0.0,0.0,5.96875
bokete_31150,"`` s alright good good thing,,  s got lot good thing to do.  s going lot good thing to do, --",5,1,0.46453342,0.32716557,0.23809523809523808,0.15,0.05263157894736841,2.2250738585072626e-308,2.90625
bokete_55780,"i ifs wrong with this??? i's a that, by night, i you  a? i",3,1,0.08939877,0.32716557,0.17295380292972626,0.06208598053887611,1.7958965995989704e-308,1.7958965995989704e-308,5.15625
bokete_97912,"``, `` i, i, i, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no",26,1,0.82954884,0.32716557,0.08044839429560886,0.07984952287405346,0.07921072669106105,0.07852787559889672,0.703125
bokete_43024,"``, that, that, that m a, that s a here this m a the the leopard, the game  want m out the the!,,,,,,,,,",3,1,0.29261854,0.32716557,0.13043478260869565,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.78125
bokete_106270,"i m going, re in, the   a, and sister  and sister, and sister, i",0,1,0.2742393,0.32716557,0.0,0.0,0.0,0.0,5.90625
bokete_21697,"s i was up the the old of the night, i girlfriend, to fall, to them pants, i thought she friends  there about it. i to.....  was to the was was the,,, the the,",15,1,0.040021714,0.32716557,0.2962058740635355,0.05548760175294881,2.0371562001738447e-308,2.0371562001738447e-308,4.9375
bokete_74230,"i, my, i, oh, oh, i, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh,",28,1,0.85174793,0.32716557,0.5307143272485543,0.5087031339525313,0.4852245277701068,0.48104155770312307,0.69921875
bokete_13596,"so  one i   look a, you ve been,!!! you you!!! ",2,1,0.09061094,0.32716557,0.03678794411714424,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,5.3125
bokete_53924,"`` if the s  world, i i can are not done in i re not one one who can opent do in  that",6,1,0.10646779,0.32716557,0.17391304347826086,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.8125
bokete_57861,"`` s like little sign that re so love first of that, but't it?'s like sword thing you re going the flesh of a.  than than than the the the to to to to that to the the the the the his his the to the the the the the the",19,1,0.069225214,0.32716557,0.09803921568627452,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2.4375
bokete_93722,"``  said said his eyes and me fact and and my guy and him and and he he says says at me back., the the the, the the the the the the,, the the my my,,, the the the the, the",22,1,0.17884837,0.32716557,0.19512195121951223,0.025,2.2250738585072626e-308,2.2250738585072626e-308,6.78125
bokete_13537,"the m so it by the new ore. but i m not to get it stone. it. what is  is sad.  you m going to go you!  the the the the the the the the the the the the, the",23,1,0.042549573,0.32716557,0.225,0.025641025641025644,2.2250738585072626e-308,2.2250738585072626e-308,4.75
bokete_38388,"you, well,,, me, it hand,, you you n? me go? ",3,1,0.091267586,0.32716557,0.10976232721880529,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,6.25
bokete_109244,"`` the, is is that was this  be the  go home the store  the country  i",4,1,0.05030987,0.32716557,0.22062422564614886,1.9636207881546135e-308,1.9636207881546135e-308,1.9636207881546135e-308,5.125
imgflip_230,the  a   you s: the energy    of  i    to catch   myself   which    is be  of them .. .... :  it 't have much  ).   a. me.,10,1,0.040462416,0.32716557,0.10110040050856642,6.49872479406874e-309,6.49872479406874e-309,6.49872479406874e-309,5.75
bokete_61894,"you m going to buy you you on your store  buy i  in to buy it.. i it buy about stone. re been to buy. aa, the the theaa",8,1,0.030703835,0.32716557,0.2413793103448276,0.03571428571428572,2.2250738585072626e-308,2.2250738585072626e-308,5.03125
bokete_81442,"i, i go i,  eat, `` i s eat to the grill  eat them for she",3,1,0.08110291,0.32716557,0.1875,0.06666666666666667,2.2250738585072626e-308,2.2250738585072626e-308,4.875
bokete_30871,"``  way, you  a  ,  but`` i  to know much. but i  t know it. die it.. aaaaa",6,1,0.106809355,0.32716557,0.2259365260018168,0.03987115164737943,1.508176373065767e-308,1.508176373065767e-308,4.21875
bokete_30418,"when m not  who the,, the pen, i can, the,, iaaaaaaaaaaa",1,1,0.09870961,0.32716557,0.057703310812752893,1.412335412826535e-308,1.412335412826535e-308,1.412335412826535e-308,4.90625
imgflip_178,"if  if the job in, you me look like surprised,,, i to go a the, job, the heights. i you  a swing, i",10,1,0.024301464,0.32716557,0.2391435527023008,2.039762925602366e-308,2.039762925602366e-308,2.039762925602366e-308,7.1875
bokete_20523,"you you s time late, you  you i  up and law  and i your ",4,1,0.053254634,0.32716557,0.13300896852914612,2.0716834517485276e-308,2.0716834517485276e-308,2.0716834517485276e-308,6.46875
bokete_35479,"a i a time, i  room is going to and i i   in a water and ",5,1,0.03423169,0.32716557,0.17613994927752671,0.06262753752089839,2.090263448406506e-308,2.090263448406506e-308,4.9375
imgflip_137,"``  my other got the the ice stone,, the time, i, you, got nt get the the.",4,1,0.14206144,0.32716557,0.15688407624754866,1.9781123889553905e-308,1.9781123889553905e-308,1.9781123889553905e-308,8.0625
bokete_35417,`` why  door is   you re come to i m like to talk my a at my?  aaaaaaaaaaaa,5,1,0.082693376,0.32716557,0.2222222222222222,0.0588235294117647,2.2250738585072626e-308,2.2250738585072626e-308,4.875
