image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
bokete_20218,i m going going to tell home and i'm going to tell home and i'm going to with i'm going to give home.  aaaaa,12,1,0.12172982,0.32316464,0.4166666666666667,0.2608695652173913,0.0909090909090909,2.2250738585072626e-308,2.015625
imgflip_27,when  t know you remember you the kid you of the the kid kid but i i you see n you likes't know any you of.. the the the the the the the the the the the the the the the the the the the the,3,1,0.201401,0.32316464,0.06521739130434781,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.0625
bokete_108491,"`` 't have have it, but i   a hair  hair    her  and me   ",5,1,0.044167753,0.32316464,0.16628707584201047,0.0450360830405445,1.2025033327569346e-308,1.2025033327569346e-308,5.125
bokete_19325,"i m been to seconds here the  of the day, and  the guy of the day, and i i i i that that that that that that the the that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that",8,1,0.099422835,0.32316464,0.10169491525423731,0.034482758620689655,2.2250738585072626e-308,2.2250738585072626e-308,4.5625
bokete_94340,"it that, i,  t know  i' re  to see   the door! 's see  nightday! me! ",2,1,0.0595079,0.32316464,0.08361187803640749,1.395319530596309e-308,1.395319530596309e-308,1.395319530596309e-308,5.09375
bokete_35061,i m trying to try the. i'm going going to do it the the the  i'm going to do the fan father. ,8,1,0.048305646,0.32316464,0.36363636363636365,0.19047619047619047,0.05000000000000001,2.2250738585072626e-308,4.125
bokete_96735,"the said,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,1,0.5760966,0.32316464,0.0,0.0,0.0,0.0,2.515625
bokete_17578,"ii  i cave the late late dog you the bed  i' i was late hard guy,;aaaaaa",5,1,0.15831208,0.32316464,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.25
bokete_105626,"i my is i guy is  to be my, it this this to the gate  but he  s the my laziness. but this and this this own.. ",7,1,0.032941125,0.32316464,0.2063562013095956,0.035715496380506924,2.066210050836795e-308,2.066210050836795e-308,6.15625
bokete_35883,"i s like, ``i, i, i, i, i, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no. no. no. no, no",24,1,0.69754547,0.32316464,0.5975224246556474,0.5286834356400198,0.515955871448686,0.5023505442096741,0.71484375
bokete_111308,"i a,, i,  n to and i  to get me girl, but the the",2,1,0.066550225,0.32316464,0.06191984998215582,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,5.53125
bokete_95692,``  she `` i up and you down and you you touch out   she,4,1,0.27684766,0.32316464,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.0625
bokete_19416,"i  girl   and , and   the and man mood  but, but i friend  be in and",0,1,0.034371227,0.32316464,0.0,0.0,0.0,0.0,8.3125
bokete_105732,"it re been a job of words, say, and i're got a good of words to say, and i're got a family of money to say, and i're got a good of money to do. and we're got a lot of money to do.  and the and and",28,1,0.49730712,0.32316464,0.5,0.14893617021276595,0.043478260869565216,0.022222222222222227,1.9453125
bokete_106467,i s it that. it has the way. the room. are nott fly. fly. fly right. it,2,1,0.07764466,0.32316464,0.11092625221822057,2.0979623842800395e-308,2.0979623842800395e-308,2.0979623842800395e-308,4.46875
bokete_64225,"i   going it question, the city, it city,, but he he rans going to one. the of me city. too he's going to one. the of the world.  he he he he he he he the the the and he he he he he the the the and he he",15,1,0.043950614,0.32316464,0.18000000000000002,0.020408163265306117,2.2250738585072626e-308,2.2250738585072626e-308,4.53125
bokete_52282,`` the i i was to get on ferryian game  but then was heading by the spanish spaceship  !! who can the the ferry! get she i m going! it cars! ,13,1,0.030142156,0.32316464,0.25806451612903225,0.03333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,5.125
bokete_42459,"`` guys i kids, i i ask a food the food juice  the face? and the",6,1,0.0438729,0.32316464,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.84375
bokete_48195,"it, i it to the different  i willll going you hair, a, night, i'll going going change any. you. i",1,1,0.03397389,0.32316464,0.0430353988212529,1.9151388181520816e-308,1.9151388181520816e-308,1.9151388181520816e-308,4.75
bokete_50915,"`` s it! i ive you boy i to the boy of my of me me child! i the the,an thean,,,",5,1,0.2524691,0.32316464,0.19047619047619047,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.8125
bokete_61129,`` was a to day to he he wasm going to school of a as a can to but,5,1,0.054003976,0.32316464,0.15789473684210523,0.05555555555555554,2.2250738585072626e-308,2.2250738585072626e-308,4.53125
bokete_95747,"when to, i, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, wait, wait, wait, wait, wait, wait",29,1,0.57269067,0.32316464,0.0008979255243817988,0.0008874029596429495,0.0008762015197596584,0.0008642533172174812,1.203125
bokete_83225,"the  a  of the meeting meeting, i  outside see with,, butan",5,1,0.06557909,0.32316464,0.252779610326865,1.54674658298039e-308,1.54674658298039e-308,1.54674658298039e-308,5.5
bokete_31458,"he, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,   my the,,",26,1,0.44325817,0.32316464,0.896551724137931,0.8928571428571429,0.8888888888888888,0.8846153846153846,0.294921875
bokete_8873,"oh i re not to come, the dream  and..., ""i  to come in  so  aaaaaaaaaaaaaaaaaa",4,1,0.08836881,0.32316464,0.26666666666666666,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.25
bokete_14445,"a guy of a life who he was he doing job  a work,,, but to a word of the. ison.. and was it stop. times.. the is to to is my to to to to to to the the the the is to to to to to the the the the to the",18,1,0.06799408,0.32316464,0.1509433962264151,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,7.28125
