image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_1175,it’ s time to get out of the way and make a decision.,0,1,1,2,2,1,0.9782299,0.42766252,0.0660095386066321,9.546946419773297e-309,9.546946419773297e-309,9.546946419773297e-309,0.5635542273521423,1
sonicdrivein_1927,i know this is the best food ever but it’ s also my mom.,1,1,1,2,1,1,0.75376934,0.42766252,0.0303123461197821,9.44260925176118e-309,9.44260925176118e-309,9.44260925176118e-309,0.5081730484962463,1
sonicdrivein_1678,we’ re not going to get a free steak at the burger joint.,0,0,0,-1,2,1,0.9805712,0.42766252,0.0660095386066321,9.546946419773297e-309,9.546946419773297e-309,9.546946419773297e-309,0.4487408995628357,0
sonicdrivein_1572,a cat with a voice! i love you so much.,0,0,0,-1,2,1,0.9650989,0.42766252,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5740139484405518,1
sonicdrivein_2185,the # nexttime i buy a new toy is to make it with my friends.,0,1,1,0,1,1,0.4428172,0.42766252,0.0446880030690426,1.491511611267286e-308,1.491511611267286e-308,1.491511611267286e-308,0.3669468462467193,0
sonicdrivein_788,the dog in the corner is calling for a snack! and it’ s time to get hungry.,0,0,1,0,1,1,0.9784801,0.42766252,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.12080068141222,0
sonicdrivein_1282,"i love you, i'm not going to say it but we do.",1,1,1,2,0,1,0.90171367,0.42766252,0.0,0.0,0.0,0.0,0.3023582398891449,0
sonicdrivein_945,a lot of people say they’ re going to be “ happy with the delivery.,1,1,1,2,1,1,0.9846752,0.42766252,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5939064025878906,1
sonicdrivein_376,"we're not going to make you eat this, but we are.",1,1,1,2,1,1,0.9672642,0.42766252,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9079363346099854,1
sonicdrivein_163,"the mic, i’ m going to be the new mom@ buzzfeed.",0,0,0,-1,2,1,0.91638714,0.42766252,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9070088267326356,1
