image_id,caption,humor_score,humor
sonicdrivein_1930,"no matter what the menu says, `` chicken# yum# ultimate# cheeseburger# teamtots# teamfries# boomboxes# teamfries# dogs# 🍬# 😍# 😍# 😍# teamtots# teamfries# boomboxes# 🍬",0.0001962801325134933,0
sonicdrivein_78,the new summer slush at sonic: delicious new drinks and slushes all day today at sonic.# sonic# slush# summer# slush# yum# 🍬# 🏖# 🏖# 🏖# 🏖# 🏖# 🏖# 🏖# �,0.04577931389212608,0
sonicdrivein_903,we’ ve got a deal for you: 100% beef cheddar cheeseburgers made with the freshest ingredients.,4.0538167267456515e-10,0
sonicdrivein_228,workin’ s always better with a clean drink in the back of your mouth than with a clean drink in the air.,5.6658246982976834e-09,0
sonicdrivein_408,confession: we’ ve been obsessed with blue raspberry slushes for a very long time.,0.03391262888908386,0
sonicdrivein_691,the blue button is so good it will wear you to the drive-in 🥤# slush# march5 📷:@ tia_lorraine# bridesmaiddebate# march5 📷:@ katrina_maris.,2.63739613481917e-10,0
sonicdrivein_706,there 's no such thing as too many corn dogs at the drive-in.,4.1724130817044625e-09,0
sonicdrivein_283,"i don’ t know about you, but i do know that there is a reason i got a red bull slush 🥳🥳🥳🥳 📸:@ nicoasmictalentree 📸:@ nicoasmictalentreemusic 📸:@",0.5004671216011047,1
sonicdrivein_1983,# nationaldiy# yum# icecreamwar ! what’ s better than a cone of vanilla ice cream? a cone of real ice cream.# sonic# yum# 🍦# 🍦# icecreamconeday# 🍦# 🍦# nationaldiy# yum# icecream,1.4890655375410233e-09,0
sonicdrivein_373,"honestly, we’ ve never had a craving for a sonic cinnasnacks before.",8.502724813297391e-05,0
sonicdrivein_277,"here’ s to a new year, a new car, and a new job 👀 📸@ annalee15.",8.552188432986441e-07,0
sonicdrivein_1002,"don’ t get me wrong, sonic has great ice cream.",1.4705751993915328e-07,0
sonicdrivein_402,get a free drink with purchase when you use the link in bio.,0.0014946898445487022,0
sonicdrivein_789,"the mozz sticks are back, and this time they’ re seasoned with oreo goodness.",0.0017584587913006544,0
sonicdrivein_1960,you know what 's more delicious than a slush with your name on it? 1/2 price drinks from 2-4 pm.# sonic# slush# yum# 🍦# 🍦# 😍�# 😍�# 😍�# nationaldiy# 😍�# 😍�,2.7379749578670953e-09,0
sonicdrivein_1280,"when corn dogs are 50¢, it’ s almost like corn dogs are 50¢.# happy# nationalmustardday# corndogs# march5 📷:@ maddiee_the_goat# somethingscookin# march5 📷:@ kimchi_the_goat",8.583826343055989e-07,0
sonicdrivein_1921,bengaluru boneless wings.,4.926047569853154e-09,0
sonicdrivein_414,not me telling you to go to the drive-in and order a chicken sandwich# nom# bts# somethingscookin# somethingscookin# 🍬# 🇺🇸🇸🇸🇸🇸🇸# mysonicswagshop.,0.004160325508564711,0
sonicdrivein_1081,what’ s your sonic drink of choice? ☀️ 📸:@ slush& sonicdrivein 📸:@ jnrphotography ☀️ 📸:@ juliarmartin 📸:@ juliarmartinphotography@ crewoffour 📸:@,8.032789082790259e-07,0
sonicdrivein_1272,"no matter how you stack it, sonic’ s always got your back.",5.853578472631016e-12,0
sonicdrivein_645,"seasons may change, but sonic’ s always the one who wins.",0.0019752606749534607,0
sonicdrivein_1029,our wacky pack’ s got a new deal: 50¢ corn dogs all day today.,0.11743662506341934,0
sonicdrivein_1594,dog-whipping etiquette is always the first thing that comes to mind.,2.5709874762469553e-07,0
sonicdrivein_2115,wr hooray for 50¢ corn dogs all day tomorrow at sonic.,1.24099557297086e-07,0
sonicdrivein_1615,"our sonic drive-in just got a whole lot cooler 😀 📲mark your calendars for our next drive-in,@ oxfordrichards.",7.012233993464179e-08,0
sonicdrivein_964,"we’ ve seen this one before, and it’ s almost as good as it looks.# hungryforswag# slush# yum# 📲# 📸:@ britnyphotography# sonicdrivein# 📸:@ neffyphotography# 📸:@",1.173157670564251e-06,0
sonicdrivein_2125,1/2 price shakes after 8pm at sonic today.,9.314886639799624e-10,0
sonicdrivein_905,which 2 will you choose? 👀 which 2 you’ re most excited about? 👀 which 2 you’ re most excited about? 👀 which 2 you’ re most excited about? 👀 which 2 you’ re most excited about? 👀 which 2 you’ re most excited about? �,0.3245394825935364,0
sonicdrivein_404,the easiest way to tell a friend you’ ve been 👀 is to try our new blue raspberry slush 🥤🥤 tag# thisishowisonic and you could be featured like@ brookee_allen.,0.23123779892921448,0
