image_id,caption,fluency,diversity
imgflip_514,my mom says you have to leave this group; because you are a big cry-baby,0.8837403,0.5322635
imgflip_591,"teacher ""what is the answer?""; 249; 10+33+3+54+10*10+7^2; use the⬆️button",0.8569894,0.5322635
imgflip_155,i shopped at hot topic for bondage pants; you shop at hot topic for funko dolls; we are not the same,0.7636369,0.5322635
imgflip_427,dora there's a river right next to you. you don't need a map!,0.92696655,0.5322635
imgflip_425,when your parents open you report card,0.772957,0.5322635
imgflip_471,i don't know who you are... ...but are you black?,0.9577856,0.5322635
imgflip_872,school today; essay is due tomorrow; teacher isn't here; no one's here. it's senior skip day,0.9311146,0.5322635
imgflip_722,did you know that school stands for six cruel hours of our lives?,0.955794,0.5322635
imgflip_327,when you submitted a meme and it take hella long for it to get the results,0.6690622,0.5322635
imgflip_400,people  who think fotnite is better than minecraft,0.8637854,0.5322635
imgflip_659,when you have to do a whole bunch of things before opening the presents:,0.94568455,0.5322635
imgflip_135,when you afk but still looking at the screen,0.13416184,0.5322635
imgflip_240,remember when i was looking for you and you told me you were in the closet playing with your woody? not this again... you were playing with,0.90045834,0.5322635
imgflip_1031,"me: *chokes on my own saliva in public

everybody:; wouldn't that make you; covid positive?",0.43722332,0.5322635
imgflip_650,youtubers who talk about the sponsor after the video is over,0.9366137,0.5322635
imgflip_349,well boys im a single pringle; can we get a f in the chat,0.2021397,0.5322635
imgflip_714,"we make memes; we make gifs, charts, and demotivationals; which is stupid i know; i broke the 4th wall; well i don't give a shit",0.733538,0.5322635
imgflip_395,your uncles has skeletons in his house; he does not celebrate halloween,0.96887916,0.5322635
imgflip_341,professor is 15 minutes late to class; and it's friday,0.9531387,0.5322635
imgflip_532,looks like inflation affects even tooth fairies so they have raised their price too. once upon a time a wish used to cost only a tooth,0.78590363,0.5322635
imgflip_1774,ziggy? i used to love quantum leap,0.9605771,0.5322635
imgflip_380,mulled wine; so hot right now !,0.9063814,0.5322635
imgflip_262,yes; did you gain sympathy? what did it cost? 25 crores,0.86660266,0.5322635
imgflip_133,old rich guys; gold diggers,0.94845873,0.5322635
imgflip_288,youtubers; youtubers; youtubers,0.7521082,0.5322635
imgflip_460,what do you call an alligator that wears a vest? what? an investigator,0.96429485,0.5322635
imgflip_312,u want some ice cream; my little siblings b like,0.92015594,0.5322635
