train_loss,train_bleu,test_loss,test_bleu,save
3.6209360799251535,0.14091997878241078,3.676137111637704,0.13190330437072145,V
3.573190239909115,0.140634815223202,3.6249094918378093,0.13278781595576633,V
3.5511769914461375,0.14251672764635123,3.6046850315955767,0.13291205897840944,V
3.5402841820368884,0.14478477512697155,3.5899980252764614,0.13323048314902586,V
3.534188301924619,0.14489858994921134,3.589422064244339,0.1333588401790414,V
3.5295417334937182,0.1455811656308469,3.5808896129541865,0.13343083530805683,V
3.52661387329591,0.14572839397888276,3.576043312269616,0.13362666205897863,V
3.5244106689387866,0.14689034933841222,3.572587546076883,0.1336340672722485,V
3.5220926055867414,0.14722615527265484,3.5714273959978935,0.1337554304897316,V
3.521292769313018,0.1471527499331729,3.5747186018957344,0.13365669431279625, 
3.520064822240043,0.1469205259288957,3.5706621906266456,0.13366656793048992,V
3.518277198609997,0.1472914160652234,3.571213467614534,0.13375337348604535, 
3.51871575113606,0.14678927342288145,3.5681937862032647,0.13364476369141642,V
3.5181665163058007,0.14757720612804057,3.569304568193786,0.13378793114797274, 
3.5174209770114944,0.14738852412456574,3.5694033043707214,0.13369865718799379, 
3.5166712610264637,0.14711881432103696,3.5703495260663507,0.13382989402316992, 
3.516758971531676,0.14766992866212228,3.5683089784096893,0.13377846893101641, 
3.51661069901096,0.1477325790229881,3.5700780015797786,0.13381343799368084, 
3.5160196972734563,0.14774385608794433,3.568646327014218,0.13376448130595042, 
3.5164770449077785,0.1474387488305266,3.5701931937862033,0.13377888033175342, 
3.51529295308741,0.14805742114407955,3.5699628093733544,0.13379122235387067, 
