bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,43468,56,10.684724459272894,0.6631108346755639,15.78125,0.8359375,V
0.05,43468,56,6.508089335020709,0.7463741802807199,19.375,0.85625, 
0.05,43468,56,2.419214507593189,0.8943378250115058,19.8125,0.85390625, 
0.05,43468,56,1.7470123389323515,0.9053749137137599,20.4375,0.853515625, 
0.05,43468,56,1.4465780315232397,0.9103834704325825,20.9375,0.85078125, 
0.05,43468,56,1.2821829699723883,0.9128142257248028,22.0,0.846875, 
0.05,43468,56,1.1735018551541647,0.9147121634836648,22.0625,0.855859375, 
0.05,43468,56,1.092923090197883,0.9173237603543485,23.5625,0.83828125, 
0.05,43468,56,1.0316310975609757,0.9180791244822829,23.9375,0.838671875, 
0.05,43468,56,0.9800391164289002,0.9195880551081456,24.75,0.84609375, 
0.05,43468,56,0.9382550046019328,0.9217585135757016,24.9375,0.841015625, 
0.05,43468,56,0.9038483663138518,0.9219537361942015,22.875,0.8402343750000001, 
