gemma_loss,fc_loss
24.565881729125977,0.00025177001953125
24.217435836791992,99.5
25.016719818115234,22.875
25.046775817871094,0.60546875
24.614635467529297,1.8515625
24.912166595458984,5.28125
23.551162719726562,6.5
24.176546096801758,5.15625
24.211009979248047,3.65625
24.33311653137207,2.46875
23.939876556396484,1.59375
24.804405212402344,0.94140625
24.559036254882812,0.53515625
24.029296875,0.27734375
24.71271514892578,0.123046875
24.384809494018555,0.045166015625
24.805418014526367,0.0084228515625
24.493162155151367,0.0002994537353515625
24.54060173034668,0.004913330078125
24.190994262695312,0.01708984375
24.148456573486328,0.028564453125
24.30200958251953,0.043701171875
24.680927276611328,0.055419921875
24.649906158447266,0.0654296875
23.538787841796875,0.07177734375
23.390169143676758,0.07763671875
23.952938079833984,0.080078125
24.41857147216797,0.08349609375
25.14104461669922,0.08642578125
23.790002822875977,0.09033203125
24.295692443847656,0.087890625
24.44011688232422,0.087890625
24.100149154663086,0.0849609375
24.79289436340332,0.08251953125
24.451200485229492,0.08056640625
24.25423812866211,0.08251953125
24.071094512939453,0.080078125
25.016965866088867,0.07470703125
25.015825271606445,0.07470703125
25.004947662353516,0.07177734375
24.767929077148438,0.0673828125
24.2490291595459,0.06640625
24.593399047851562,0.0615234375
24.74596405029297,0.0546875
24.793081283569336,0.0537109375
25.076101303100586,0.0458984375
24.484500885009766,0.049072265625
24.088897705078125,0.042724609375
24.30725860595703,0.040283203125
24.544294357299805,0.0361328125
25.080183029174805,0.033935546875
24.942880630493164,0.0291748046875
24.815584182739258,0.027099609375
24.748384475708008,0.0263671875
25.019306182861328,0.0234375
23.5892333984375,0.0201416015625
24.553070068359375,0.019287109375
23.953311920166016,0.018310546875
24.417795181274414,0.015869140625
24.673627853393555,0.01483154296875
24.42021369934082,0.01361083984375
24.389493942260742,0.0128173828125
24.60273551940918,0.01068115234375
24.378292083740234,0.0101318359375
24.133607864379883,0.00921630859375
24.058666229248047,0.00823974609375
23.786052703857422,0.007232666015625
23.846025466918945,0.00628662109375
24.47411346435547,0.005859375
24.495948791503906,0.006103515625
24.556745529174805,0.005157470703125
23.763919830322266,0.004119873046875
24.010988235473633,0.0040283203125
24.348161697387695,0.0035247802734375
24.59157943725586,0.004486083984375
24.618717193603516,0.00396728515625
24.325300216674805,0.0030975341796875
24.609207153320312,0.002899169921875
24.187780380249023,0.002532958984375
24.441829681396484,0.0030364990234375
24.476091384887695,0.002838134765625
24.01761817932129,0.00194549560546875
24.24302864074707,0.0032806396484375
24.695756912231445,0.0038299560546875
24.184240341186523,0.0018157958984375
24.51671028137207,0.00194549560546875
24.340843200683594,0.001495361328125
23.912883758544922,0.00130462646484375
24.17412757873535,0.001007080078125
25.026132583618164,0.00147247314453125
23.920866012573242,0.00104522705078125
24.602487564086914,0.00131988525390625
25.009952545166016,0.0009307861328125
