train_loss,test_loss,save
0.683647454938483,1.1500075817108155,V
0.4942172932919273,1.1796478986740113, 
0.4907395413867809,1.170068335533142, 
0.4883155438291046,1.2037201642990112, 
0.48398488907222686,1.1599151611328125, 
0.48207171548557304,1.166637372970581, 
0.4821858300502773,1.2512072324752808, 
0.4815575412387061,1.258888840675354, 
0.48212273043623277,1.2027366161346436, 
0.5068117883070632,1.3341755867004395, 
0.48669795132272264,1.1697774529457092, 
0.48807402968649527,1.2082368373870849, 
0.48313909553528317,1.2286611795425415, 
