image_id,caption,fitCount,gtNum,fluency,diversity,humor_score,humor,benign
mcdonalds_switzerland_360,i'm the one with m and i live in my lodge.,2,1,0.9173811,0.53607863,0.8062058091163635,1,-0.07626578
mcdonalds_switzerland_584,deal with this now? then you 'll get a hot breakfast or lunch.,1,1,0.96329767,0.53607863,0.2517168223857879,0,-8.239488
mcdonalds_switzerland_616,"yes, it is a.",0,1,0.93001914,0.53607863,0.1214856728911399,0,-8.908705
mcdonalds_switzerland_769,"you can't eat everything you ""re thinking about.",0,1,0.94568086,0.53607863,0.9762305021286012,1,-9.431074
mcdonalds_switzerland_1988,"over the next few weeks, we will be delivering these packages to those who have signed up for our reward system.",2,1,0.98031956,0.53607863,0.4862652122974396,0,-9.111626
mcdonalds_switzerland_586,i'm telling you all about the shortage of internet in some partsof asia and aroundthe world.,0,1,0.8845958,0.53607863,0.1700600236654281,0,-0.00012981049
mcdonalds_switzerland_1899,"this is a game for the internet, but if you've found your way to this site then congratulations! my life has been significantly shortened by these comments and comics.",4,1,0.9400279,0.53607863,0.1028980314731597,0,-0.0001802282
mcdonalds_switzerland_2014,your local 'coffee house’ is not just a place to eat coffee.,0,1,0.9472352,0.53607863,0.0566843673586845,0,-8.80195
mcdonalds_switzerland_242,and it’ s time for the bacon burger! 🇺🇲 # mcdonalds official logo.,1,1,0.9258323,0.53607863,0.0924754813313484,0,-8.276415
mcdonalds_switzerland_402,"as a big kid, you should see this beautiful place.",0,1,0.9598661,0.53607863,0.8089978694915771,1,-9.306985
mcdonalds_switzerland_1888,dear@ ludwig_w.,0,1,0.7313005,0.53607863,0.3261247873306274,0,-7.211458
mcdonalds_switzerland_409,it's great that you enjoy this game.,0,1,0.9791356,0.53607863,0.6707518100738525,1,-9.103633
mcdonalds_switzerland_568,"when you see a really big and delicious macdonald's, don’t forget to check out part of your restaurant.",3,1,0.9675395,0.53607863,0.0776103511452674,0,-9.150641
mcdonalds_switzerland_566,did you eat at a bbq in the hot summer or did they bring fried pasta from an italian restaurant? enjoy your meal with our agency! 🍴🇺🇲🍔🌮 # tehlo 🙏🏽👩‍🦰.,3,1,0.92360336,0.53607863,0.0372352935373783,0,-9.026985
mcdonalds_switzerland_1985,"this month, whenever you see something that's so good at mcdonald& amp; company and they tell a story.",0,1,0.87830806,0.53607863,0.2736299037933349,0,-9.30101
mcdonalds_switzerland_203,"for you: i'm here! for the rest of your day, just open up my phone and see who/what.",2,1,0.88259137,0.53607863,0.1041081845760345,0,-8.820069
mcdonalds_switzerland_1612,"you can take a look at the, but you have to wait for them.",0,1,0.748664,0.53607863,0.2606793940067291,0,-8.493968
mcdonalds_switzerland_605,so you want to see the world from a top-spin restaurant? then hit # gomoniwintu.,2,1,0.89982146,0.53607863,0.0300983730703592,0,-7.3783307
mcdonalds_switzerland_598,we're waiting for you at the station.,2,1,0.9824163,0.53607863,0.6317696571350098,1,-0.0064633377
mcdonalds_switzerland_1904,"the next hero, the people of inyang.",0,1,0.87887836,0.53607863,0.7426367402076721,1,-0.0038379596
mcdonalds_switzerland_2065,"this is a new, special version of the sicilian beef sauce called ""meatballs"". once you add some extra meat to it and make them into meatballs instead.",1,1,0.9486109,0.53607863,0.0065706763416528,0,-9.101703
mcdonalds_switzerland_655,"from the kid's birthday party to your parent festival, we give you a dinau- random gift.",2,1,0.8076904,0.53607863,0.0302682295441627,0,-6.8295717
mcdonalds_switzerland_1919,"you're probably not ready to talk about it, but we sure can help you.",1,1,0.97334844,0.53607863,0.30321004986763,0,-9.257086
mcdonalds_switzerland_762,we're ready for your burger.,1,1,0.9661184,0.53607863,0.399914413690567,0,-9.6746235
mcdonalds_switzerland_716,"this is a really big deal, but don't worry - we have got you covered! even if it means using one of our whisks.",0,1,0.968323,0.53607863,0.0262806192040443,0,-8.087494
mcdonalds_switzerland_1940,"s for the at-lot, but i'm happy to be your gallette!@ boniandy international institute on behalf of l’tondine# billyboycottone(@billy_boys) and good job exploring.",1,1,0.2679208,0.53607863,0.0081780450418591,0,-0.00120579
mcdonalds_switzerland_558,"it's not about the restaurant, it is a simple concept.",1,1,0.9496141,0.53607863,0.8517419695854187,1,-0.181621
mcdonalds_switzerland_461,"thank you so much for all the extra food on your plates! i hope it's not a big resona in my home, is that right? 👍
### Questions and Answers Related to the Extract:
1.",7,1,0.75846267,0.53607863,0.0286383870989084,0,-1.4713807
mcdonalds_switzerland_429,"do you know what's in your muscle? if you don’t use it, the body will remember.",3,1,0.97250724,0.53607863,0.2381689548492431,0,-3.9355152
mcdonalds_switzerland_608,"oh, sorry.",0,1,0.95991844,0.53607863,0.8319329023361206,1,-8.5598955
mcdonalds_switzerland_672,"yes, you are right! `` i know.",0,1,0.95441717,0.53607863,0.7159312963485718,1,-8.615261
mcdonalds_switzerland_453,my@ # experiences-try-mango.,0,1,0.5119017,0.53607863,0.2157946079969406,0,-6.412111
mcdonalds_switzerland_358,how many times have you used the restaurant? if it’ s … then try this app and see what your best result is! so why not share with us how much you enjoy michelin ⭐️# meatlessmonday 👏🍅.,4,1,0.9218162,0.53607863,0.0094156973063945,0,-0.00063172885
mcdonalds_switzerland_248,"it's not about the talent, it is you.",0,1,0.9145642,0.53607863,0.7574873566627502,1,-9.3980255
mcdonalds_switzerland_1895,edge-toe.,0,1,0.6011141,0.53607863,0.4420556128025055,0,-8.205454
mcdonalds_switzerland_629,"zs time, you'll have to see who can run the most without seeing a clock.",1,1,0.91432697,0.53607863,0.3588068187236786,0,-8.552329
mcdonalds_switzerland_16,"what do you get when u order a fridge with the dfa card? it’s vishing! 🦅 says, “dvd for everyone!” 📺
People also askWhat does fa mean in food delivery apps?
- fast and friendly.",0,1,0.8215611,0.53607863,0.8858039975166321,1,-7.3958693
mcdonalds_switzerland_841,what's the worst thing you can do in order to not feel bad? it happens every day when we forget our love for a big hammer.,1,1,0.9761596,0.53607863,0.6526470184326172,1,-8.07473
mcdonalds_switzerland_481,"it's your turn! they love you a lot, especially the smell of roasting coffee.",1,1,0.9780016,0.53607863,0.3892484009265899,0,-9.704117
mcdonalds_switzerland_1942,you are now eligible for a free flight! switch to another network channel# thelostiamuffinwant!!! https://t.,3,1,0.89260906,0.53607863,0.8219321966171265,1,-0.0004851833
mcdonalds_switzerland_1962,this is the app you're most excited about! choose your flavor here and we can start playing games together in this new facebook group called cum grub.,2,1,0.9617692,0.53607863,0.0395360626280307,0,-8.833716
mcdonalds_switzerland_902,you wanna? this is how you do:.,1,1,0.8423803,0.53607863,0.4392511248588562,0,-8.625328
mcdonalds_switzerland_31,"for those who want to get rich and fast, here are some offers you can choose from the virtual assistant.",1,1,0.9671053,0.53607863,0.2169031053781509,0,-9.580417
mcdonalds_switzerland_478,this is a snap of our words that's changing with the times.,1,1,0.8102211,0.53607863,0.5222686529159546,1,-8.718463
mcdonalds_switzerland_1995,"i’m so hungry today : mcdonald's has the biggest food festival in london, and it looks like there are lots of people celebrating with you!{:^0_} welcome to your perfect lunch.",2,1,0.9571819,0.53607863,0.0049665155820548,0,-8.852337
mcdonalds_switzerland_367,we're not going to miss you so much if we can get a photo of your holiday in rome this year.,3,1,0.97405,0.53607863,0.0311551932245492,0,-8.476379
mcdonalds_switzerland_80, mysteries are always on the menu at shania's restaurant! try a la mcdonald - aslo.,2,1,0.82227147,0.53607863,0.1557656377553939,0,-0.0038123087
mcdonalds_switzerland_2052,"i’ m not the only one who misses these computer scenes, so i have filmed some more of this story.",0,1,0.9652196,0.53607863,0.0748821943998336,0,-8.036635
mcdonalds_switzerland_1912,"the apple of your eye, you also get all the 'fudge pop’ we make in this movie.",4,1,0.85823977,0.53607863,0.0375238731503486,0,-7.6149807
mcdonalds_switzerland_13,did you get your money in a different flavor this year? check out our amazing ice cream flavors for 2018! the lady at disneyland has been named after us.,0,1,0.96700615,0.53607863,0.1061209887266159,0,-0.028394012
mcdonalds_switzerland_631,"""o'm going to have a big bite of my gannet steak, let us be hungry at the table.",1,1,0.4901606,0.53607863,0.7313433885574341,1,-9.240214
mcdonalds_switzerland_736,it just came out 2019-3.,0,1,0.6725613,0.53607863,0.1677130311727523,0,-7.406371
mcdonalds_switzerland_693,it's time to get back into the kitchen for a delicious lunch! play with your coins in one of our many carcasses this coming weekend.,2,1,0.9741812,0.53607863,0.0130790984258055,0,-1.8595815
mcdonalds_switzerland_725,i've got a question for you.,0,1,0.9811435,0.53607863,0.7334016561508179,1,-8.729472
mcdonalds_switzerland_700,"c'm the one who invented call-and-it, and i have won a competition on all of it! you can tell your friends that because me their to.",2,1,0.09986901,0.53607863,0.0576752834022045,0,-8.439437
mcdonalds_switzerland_646,"in the beginning, you get hungry! and then... there is no food.",0,1,0.97565633,0.53607863,0.0303461179137229,0,-1.0362835
