train_loss,test_loss,save
25.412693113650917,25.04421776991624,V
24.530600331864267,24.271715604341946,V
23.766662579662395,23.553457186772274,V
23.045255858943147,22.90964251298171,V
22.456829340952748,22.40588349562425,V
21.973683447208046,21.99876770606408,V
21.586096205801333,21.66499321277325,V
21.28270471320962,21.39778129871075,V
21.0657860557988,21.243748371417706,V
20.897829901497317,21.058151905353252,V
20.778158889626557,20.990680107703575,V
20.678878388314878,20.887865726764385,V
20.600495320446086,20.78320026397705,V
20.521268394758117,20.74152007469764,V
20.462609165119677,20.688020192659817,V
20.424313419270067,20.64859859759991,V
20.37085991985393,20.584368999187763,V
20.336164150597913,20.561506638160118,V
20.313778211485666,20.567916723398064, 
20.26728835195865,20.529098950899563,V
20.262989512029684,20.505448928246132,V
20.238131847021716,20.517347262455868, 
20.22513864625175,20.480691322913536,V
20.210318853270334,20.46525397667518,V
20.185403338018453,20.4099393257728,V
20.176847727793568,20.408829248868503,V
20.165313612739993,20.428561797508827, 
20.152175561437065,20.385761481065018,V
20.147190327914256,20.409101266127365, 
20.13897755460919,20.41479858985314, 
20.116463013415068,20.417029967674843, 
20.117329255589897,20.357799456669735,V
20.12575934068212,20.361877808204063, 
20.105663101628142,20.348636553837704,V
20.108739636979013,20.35564606006329, 
20.105558557330436,20.389359400822567, 
20.095959159563172,20.370732160714958, 
20.086278663491303,20.333984375,V
20.078798240085817,20.346751286433292, 
20.087430558114683,20.36037489084097, 
20.084674889186644,20.318673574007473,V
20.068757992870403,20.34063830742469, 
20.06601018725701,20.30251385615422,V
20.06251898351705,20.314601604755108, 
20.057789316717184,20.384738335242638, 
20.06184068715797,20.271973243126503,V
20.057028698471356,20.342343623821552, 
20.058680660319776,20.31511380122258, 
20.057432390608877,20.347330240102913, 
20.05873253660382,20.31789493560791, 
20.06221337588328,20.345662923959587, 
