image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss,caption_loss,fc_loss
mcdonalds_switzerland_691,the to you have’ t see the in doesn’t mean it’’t exist.aahow-howaa----aaaaaaa----aa---aaa---aa,4,1,0.1396779,0.41717798,0.3333333333333333,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,19.875,1.59375,1.8203125
mcdonalds_switzerland_735,the: a healthy night? the... i’ of the day-””  acdonias. ,3,1,0.3133068,0.41717798,0.27145122541078787,0.10053749089288437,2.0133300850710214e-308,2.0133300850710214e-308,23.75,5.1875,1.84375
mcdonalds_switzerland_625,"the remember little guy.: if to thecdonald  s, � ",1,1,0.0553592,0.41717798,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.6875,3.875,0.181640625
mcdonalds_switzerland_662,the of of out delicious than others. but can what one you Here,3,1,0.028294638,0.41717798,0.23076923076923078,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,21.0,3.8125,1.71875
mcdonalds_switzerland_645,the do s the favorite food food theory?  � ##,1,1,0.6782408,0.41717798,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.8125,4.0,0.1826171875
mcdonalds_switzerland_237,the are the favorite favorite? line?  ,1,1,0.13503496,0.41717798,0.10108844328543891,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,22.0,3.8125,1.828125
mcdonalds_switzerland_81,the are so things you you can can to know with � Here--aaaaa-----a--,4,1,0.21974562,0.41717798,0.23076923076923078,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.8125,4.0,0.181640625
mcdonalds_switzerland_90,the like the# ids_   how to find the best delicious ines in aa,5,1,0.10900658,0.41717798,0.30769230769230765,0.16666666666666669,0.0909090909090909,2.2250738585072626e-308,6.875,5.15625,0.169921875
mcdonalds_switzerland_769,"the,, but we is not than the!. Hereaa--aaaa-",2,1,0.16333187,0.41717798,0.22062422564614886,1.9636207881546135e-308,1.9636207881546135e-308,1.9636207881546135e-308,22.5,5.46875,1.703125
mcdonalds_switzerland_242,what know for a? you got it!... ,2,1,0.29448166,0.41717798,0.24767939992862334,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,4.4375,2.765625,0.16796875
mcdonalds_switzerland_293,"the your first  of the m like it""  micurry   ",2,1,0.05825798,0.41717798,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,7.1875,5.3125,0.1865234375
mcdonalds_switzerland_122,the  i day day. day. i------------aa-a----------------aaa----a--,0,1,0.3865971,0.41717798,0.0,0.0,0.0,0.0,21.5,3.8125,1.765625
mcdonalds_switzerland_637,"when mmm up, your a iciao   are ready ready,  ��aaa--a-",1,1,0.057733323,0.41717798,0.09048374180359597,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,23.25,5.15625,1.8125
mcdonalds_switzerland_419,the favorite is the in theays!  dos your? #  # day #########aa,0,1,0.22169414,0.41717798,0.0,0.0,0.0,0.0,21.875,3.84375,1.796875
mcdonalds_switzerland_364,"the you know that delicious? i if people know.
.",1,1,0.053927828,0.41717798,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.21875,4.46875,0.17578125
mcdonalds_switzerland_232,we bestlei  back good that’ in our mind. but,2,1,0.08398467,0.41717798,0.19885318151430437,1.991083571408152e-308,1.991083571408152e-308,1.991083571408152e-308,6.375,4.53125,0.1826171875
mcdonalds_switzerland_737,"you a you can,  can going for how you are. you------HereHere------a------------------------------",4,1,0.17388535,0.41717798,0.36363636363636365,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,22.125,3.578125,1.84375
