g_fc_loss,g_con_loss,g_unc_loss,d_con_r2f_loss,d_con_f2r_loss,d_con_f_loss,d_con_m_loss,d_unc_r_loss,d_unc_f_loss,d_unc_m_loss
0.0595703125,0.71875,0.6171875,0.64453125,0.89453125,0.77734375,0.6875,0.703125,0.78515625,0.6875
0.038818359375,4.78125,28.25,0.326171875,0.37890625,0.318359375,0.69140625,0.7578125,1.46875,0.640625
0.042724609375,7.3125,47.25,0.49609375,0.65234375,0.419921875,0.69921875,0.75390625,2.546875,0.64453125
0.060302734375,8.5,55.25,0.5859375,0.875,0.494140625,0.73828125,0.71484375,3.015625,0.6796875
0.048583984375,9.25,58.0,0.5703125,0.9609375,0.58984375,0.72265625,0.734375,3.21875,0.66015625
0.06396484375,9.8125,65.0,0.57421875,1.0234375,0.53515625,0.703125,0.75,3.125,0.64453125
0.048583984375,9.3125,63.0,0.5546875,1.0625,0.5,0.64453125,0.734375,3.75,0.6640625
0.032958984375,9.125,60.75,0.53125,1.1171875,0.5390625,0.72265625,0.734375,3.171875,0.6640625
0.041015625,9.3125,62.25,0.451171875,1.0859375,0.4921875,0.671875,0.73828125,2.796875,0.66015625
0.0390625,10.4375,61.0,0.392578125,1.1171875,0.5625,0.6875,0.73046875,2.953125,0.66796875
0.040771484375,9.625,55.5,0.349609375,1.1640625,0.5390625,0.6875,0.70703125,2.96875,0.68359375
0.044189453125,8.4375,54.25,0.322265625,1.1171875,0.447265625,0.69921875,0.75390625,3.03125,0.64453125
0.0390625,7.59375,55.0,0.32421875,1.09375,0.455078125,0.66015625,0.73828125,3.34375,0.66015625
0.046630859375,7.9375,48.0,0.3125,1.078125,0.42578125,0.73046875,0.734375,2.609375,0.65625
0.0400390625,6.75,41.75,0.302734375,1.046875,0.470703125,0.80078125,0.73828125,2.40625,0.65625
0.0235595703125,6.90625,34.5,0.310546875,0.9375,0.484375,0.71875,0.73046875,1.8359375,0.6640625
0.03564453125,7.875,28.0,0.30859375,0.88671875,0.416015625,0.63671875,0.73046875,1.5078125,0.66796875
0.047607421875,7.84375,18.75,0.3203125,0.8359375,0.416015625,0.73046875,0.70703125,1.15625,0.68359375
0.02587890625,8.75,10.9375,0.28125,0.7890625,0.46484375,0.69921875,0.74609375,0.63671875,0.64453125
0.06298828125,8.25,7.0625,0.25390625,0.6328125,0.4375,0.69921875,0.73828125,0.99609375,0.65625
0.042236328125,7.53125,5.3125,0.3125,0.462890625,0.3984375,0.71484375,0.73828125,0.76171875,0.66015625
0.038330078125,5.96875,6.53125,0.2890625,0.310546875,0.365234375,0.72265625,0.70703125,0.349609375,0.6875
0.0400390625,4.09375,6.5625,0.2197265625,0.23046875,0.4765625,0.6484375,0.73046875,0.53125,0.6640625
0.03466796875,4.21875,8.25,0.216796875,0.46484375,0.419921875,0.6796875,0.6953125,0.59765625,0.6953125
0.045166015625,3.90625,7.1875,0.234375,0.6484375,0.369140625,0.7265625,0.734375,0.63671875,0.66015625
0.029541015625,4.1875,6.09375,0.353515625,0.2216796875,0.283203125,0.7265625,0.7421875,0.4140625,0.65234375
0.033935546875,4.84375,7.03125,0.2275390625,0.29296875,0.27734375,0.6171875,0.69140625,0.578125,0.69921875
0.036865234375,4.59375,6.84375,0.21484375,0.36328125,0.259765625,0.69140625,0.73046875,0.357421875,0.6640625
0.04296875,4.5,5.21875,0.2275390625,0.35546875,0.3046875,0.7109375,0.71484375,0.373046875,0.6796875
0.0284423828125,4.4375,6.3125,0.248046875,0.41796875,0.28125,0.72265625,0.7421875,0.421875,0.65234375
0.0240478515625,4.625,6.0,0.255859375,0.36328125,0.283203125,0.6953125,0.71875,0.3125,0.6796875
