bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,179200,63000,3.9897677569897874,0.15612556853061016,4.1292373511904765,0.13889806547619074,V
0.05,179200,63000,3.5298714004687763,0.18293850103242412,4.104527529761905,0.16471478174603216,V
0.05,179200,63000,3.448551031726101,0.18127903691612204,4.089769345238095,0.1598224206349211,V
0.05,179200,63000,3.4067849594006363,0.18042981611697123,4.0884375,0.15450793650793665,V
0.05,179200,63000,3.375875031391261,0.17849306253139205,4.080580357142857,0.15889930555555565,V
0.05,179200,63000,3.3537036455717395,0.17993235183324977,4.070528273809524,0.1555163690476193,V
0.05,179200,63000,3.335229888665662,0.17862037153300966,4.069813988095238,0.1583990575396819,V
0.05,179200,63000,3.3205897894692784,0.17940053155868085,4.059512648809524,0.15695386904761882,V
0.05,179200,63000,3.307691905240248,0.17939913639153982,4.0710081845238095,0.15446130952380985, 
0.05,179200,63000,3.2962013958647245,0.17870294798816902,4.0575,0.1543591269841269,V
0.05,179200,63000,3.286463565210112,0.17809116719683063,4.065282738095238,0.1546584821428569, 
0.05,179200,63000,3.277404570567554,0.17862612659746654,4.068009672619048,0.1534218749999997, 
0.05,179200,63000,3.2697163276410515,0.17844754520341488,4.062552083333333,0.15189880952380955, 
0.05,179200,63000,3.2620790955131427,0.17797685068921235,4.072589285714286,0.15534747023809536, 
0.05,179200,63000,3.254989902477817,0.17831727147162285,4.070576636904762,0.15496403769841247, 
