train_loss,train_bleu,test_loss,test_bleu,save
3.85154764330345,0.11324347154305907,4.113598424145299,0.0933042868589744,V
3.8225940641130127,0.11002572330888336,3.970836672008547,0.09527076655982908,V
3.786530494430861,0.10959848716381443,3.885967548076923,0.09604450454059821,V
3.764292142080956,0.10942848410757942,3.86585202991453,0.09654363648504262,V
3.7514686905732137,0.11112872690844883,3.859692174145299,0.0963524973290599,V
3.7414510323281718,0.11186285995653346,3.8449853098290596,0.09652276976495715,V
3.735724837000815,0.1119846848682425,3.8374232104700856,0.09692925347222217,V
3.730117495245857,0.11043258455582727,3.827907986111111,0.09719801682692314,V
3.7263269152404237,0.11223809766367847,3.8311965811965814,0.09689169337606848, 
3.723296149144254,0.11238411776691096,3.824919871794872,0.09736661992521366,V
3.7197050733496333,0.11245755229557189,3.8261217948717947,0.09722138755341868, 
3.7169799307253464,0.11283300224123899,3.821063701923077,0.09721971821581195,V
3.7163559494702527,0.11232405426514566,3.822933360042735,0.09733991052350424, 
3.7141316897582177,0.11275765756587891,3.8149038461538463,0.09730568910256408,V
3.712811566150503,0.11223767318663394,3.8168569711538463,0.09734658787393172, 
3.7114405052974737,0.11245861348818255,3.8171407585470085,0.09723724626068374, 
3.711567848410758,0.11240767624286867,3.815621661324786,0.0973607772435898, 
3.7101585846237435,0.11275871875848954,3.8136852297008548,0.09743088942307683,V
3.710196787557729,0.11253247249388752,3.812767094017094,0.09739666800213678, 
3.7083333333333335,0.11292405256723716,3.810146233974359,0.09735493456196578,V
3.707972527845694,0.11325089989133363,3.8121327457264957,0.09748764690170947, 
3.7081677872860634,0.11265535859820727,3.8128338675213675,0.09727814503205139, 
3.707081126052703,0.11247156003803331,3.8114817040598292,0.09741002270299164, 
3.7070726365118176,0.11240534161912512,3.8103465544871793,0.09732989449786335, 
3.707267895952187,0.11306964819342558,3.8105301816239314,0.09744758279914532, 
3.7073782599837,0.11339946685683239,3.8135182959401708,0.0974834735576923, 
