id,proba,label
sonicdrivein_877,-7.955354,0
sonicdrivein_497,-0.0006185049,1
sonicdrivein_964,-7.317245,0
sonicdrivein_1280,-8.391471,0
sonicdrivein_790,-6.691907,0
sonicdrivein_726,-8.053713,0
sonicdrivein_57,-8.520773,0
sonicdrivein_903,-5.9794755,0
sonicdrivein_864,-0.0016999093,1
sonicdrivein_786,-0.82133704,0
sonicdrivein_2107,-8.853567,0
sonicdrivein_976,-0.025663005,1
sonicdrivein_644,-6.836724,0
sonicdrivein_283,-8.241081,0
sonicdrivein_571,-9.49061,0
sonicdrivein_572,-7.125326,0
sonicdrivein_558,-8.898496,0
sonicdrivein_901,-3.1315753,0
sonicdrivein_457,-8.923857,0
sonicdrivein_1992,-8.466483,0
sonicdrivein_1039,-9.477864,0
sonicdrivein_2103,-9.107257,0
sonicdrivein_780,-9.797359,0
sonicdrivein_791,-8.120573,0
sonicdrivein_1983,-7.9517965,0
sonicdrivein_1384,-9.857228,0
sonicdrivein_41,-7.1450744,0
sonicdrivein_1960,-9.108324,0
sonicdrivein_1337,-9.157892,0
sonicdrivein_135,-9.306956,0
sonicdrivein_2125,-9.567182,0
sonicdrivein_1349,-8.210534,0
sonicdrivein_409,-9.303863,0
sonicdrivein_98,-8.622834,0
sonicdrivein_103,-9.259701,0
sonicdrivein_51,-4.630791,0
sonicdrivein_590,-9.144863,0
sonicdrivein_2070,-7.456922,0
sonicdrivein_486,-9.366106,0
sonicdrivein_1289,-8.828088,0
sonicdrivein_585,-8.62696,0
sonicdrivein_594,-6.4872065,0
sonicdrivein_2180,-8.615854,0
sonicdrivein_691,-7.914933,0
sonicdrivein_430,-3.7396913,0
sonicdrivein_1274,-7.5740075,0
sonicdrivein_414,-9.604566,0
sonicdrivein_411,-0.0009457168,1
sonicdrivein_690,-8.604969,0
sonicdrivein_1317,-8.579471,0
sonicdrivein_408,-8.584309,0
sonicdrivein_524,-8.871264,0
sonicdrivein_37,-7.0249176,0
sonicdrivein_649,-7.3778224,0
sonicdrivein_290,-2.7872279,0
sonicdrivein_2203,-8.247437,0
sonicdrivein_280,-0.005639239,1
sonicdrivein_906,-8.900428,0
sonicdrivein_1115,-9.280806,0
sonicdrivein_670,-9.649113,0
sonicdrivein_373,-8.561168,0
sonicdrivein_601,-0.0006411404,1
sonicdrivein_189,-8.878233,0
sonicdrivein_44,-0.000544519,1
