image_id,caption,fitCount,gtNum,fluency,diversity,humor_score,humor,benign
sonicdrivein_80,"now this with the newest trending topic of all time is a and, you got me to like it!
@tomdannyc i think its just awesome that we’ ve been following along wth everything lately.",3,1,0.23364723,0.4935038,0.365917831659317,0,-6.30345
sonicdrivein_1197,"a right about this month, please remember that our's not a little crunch food.",2,1,0.16734809,0.4935038,0.1743867993354797,0,-9.031534
sonicdrivein_1755,"</s>, this is the best way to get into it.",1,1,0.930622,0.4935038,0.7261366248130798,1,-9.051449
sonicdrivein_1854,"looking into the future, i’ d like to get a little bit of this year.",0,1,0.9462582,0.4935038,0.917405366897583,1,-9.199253
sonicdrivein_1635,i'm not just feeling hungry.,1,1,0.9745573,0.4935038,0.323912113904953,0,-9.365612
sonicdrivein_614,"i'm not sure if i’ m going to get this on the out, but we do it.",1,1,0.9137533,0.4935038,0.7934392690658569,1,-8.633679
sonicdrivein_470,the you's the only guy who drive to school and will be off course this weekend.,2,1,0.21248117,0.4935038,0.3102545440196991,0,-0.01064527
sonicdrivein_1459,"the people who, you don’ t like the microwave but we get a taste of your bluejokie in this room.",3,1,0.19700813,0.4935038,0.1134942173957824,0,-7.523793
sonicdrivein_1737,"there’ s something else waiting for you at the doctor's appointment, toddin tanaka.",2,1,0.96670115,0.4935038,0.500734269618988,1,-2.96978
sonicdrivein_543,"a, you know what they are for my friends of the sky.",2,1,0.7791203,0.4935038,0.7167639136314392,1,-8.434233
sonicdrivein_1221,we’ re the one who will your for this binge-fit.# museandme # us and our friends too! 😀   ​ — melissa savourberke.,5,1,0.5510359,0.4935038,0.0165393408387899,0,-7.2714396
sonicdrivein_135,i m the'to buy all of them.,0,1,0.070088424,0.4935038,0.5337490439414978,1,-8.902484
sonicdrivein_316,"there’ s a new, in the freezer at this time 👍🏽# fannyfranzoi<|endoftext|>This is an old revision of our page.",1,1,0.920772,0.4935038,0.2875166535377502,0,-0.00072012236
sonicdrivein_486,his shirt is just like my.,0,1,0.9110398,0.4935038,0.6011014580726624,1,-8.986997
sonicdrivein_1566,i'm not you to the summer season.,1,1,0.07804732,0.4935038,0.6571942567825317,1,-9.315586
sonicdrivein_478,"what if the you who to this, i know how bad an ip can be# smilingdepressant.",1,1,0.072259374,0.4935038,0.3168408274650574,0,-6.683277
sonicdrivein_344,she's got a ton of tricks to get you in sneakers 🙁 → �� imagine walking into your boot leg training program.,2,1,0.9013181,0.4935038,0.292794793844223,0,-6.6151276
sonicdrivein_1367,it's time for the summer holiday.,1,1,0.9782396,0.4935038,0.2924697399139404,0,-9.125022
sonicdrivein_1778,"im'm not sure about the rest of this summer, but i can hear it from a guy who’ s broke.",1,1,0.9337975,0.4935038,0.2778798937797546,0,-7.9374185
sonicdrivein_1138,i'm making some of for you.,1,1,0.17635503,0.4935038,0.2430199384689331,0,-9.256384
sonicdrivein_204,"we’ re here to eat it, not our icu.",0,1,0.95259154,0.4935038,0.3803532719612121,0,-7.184723
sonicdrivein_2181,is the best dog food available now? it’ s us.,0,1,0.8207512,0.4935038,0.2673630714416504,0,-0.0021896213
sonicdrivein_1623,"no one i could have a little bit of pie on your muffin but mom and dad, they always make it better.",3,1,0.40611932,0.4935038,0.0918112844228744,0,-9.254665
sonicdrivein_791,"we, we need to eat all the uin.",0,1,0.48347571,0.4935038,0.6426950097084045,1,-9.24494
sonicdrivein_1471,# winterkill 2013.,0,1,0.72356665,0.4935038,0.4361860156059265,0,-7.9209485
sonicdrivein_655,"the day after the milk and my burger, that was a big thing for me.",1,1,0.88410765,0.4935038,0.969334840774536,1,-8.698861
sonicdrivein_1765,"Q: what do you want?, the editorial team at strip club called it every season??# yourfuturecuz.",2,1,0.2927556,0.4935038,0.2306572645902633,0,-6.997847
sonicdrivein_1084,would you get a? we need to work out some of the snacks.,1,1,0.97116244,0.4935038,0.3218552768230438,0,-8.563145
sonicdrivein_556,"the best way to enjoy your bacon, is by making use of the here( but it s cheap and good)# betteroutwithit.",4,1,0.5948528,0.4935038,0.0488071180880069,0,-9.637778
sonicdrivein_780,the's this day is your menu for the restaurant# foodcontests always good to try out new things from you.,0,1,0.13008623,0.4935038,0.2477806508541107,0,-8.8616295
sonicdrivein_789,the new season is about a burger.,0,1,0.9293851,0.4935038,0.1361661255359649,0,-9.516655
sonicdrivein_89,the </s> day is no for the friends.,1,1,0.56406724,0.4935038,0.8494981527328491,1,-8.7945595
sonicdrivein_2189,"it's like the season they want to get, but if you can make it yourself.",1,1,0.5419615,0.4935038,0.5160514116287231,1,-9.368772
sonicdrivein_2052,the you of your burger is a.,1,1,0.17676894,0.4935038,0.418037086725235,0,-7.813796
sonicdrivein_1666,"we, are the same size as a chowing down.",0,1,0.27927113,0.4935038,0.3684438169002533,0,-9.212501
sonicdrivein_532,</s>.,0,1,0.90856373,0.4935038,0.5498704314231873,1,-4.9207854
sonicdrivein_1102,"# soulfood, ice cream and my best friend to try this sonic chill out with me! 🤩 thank you@ st.",1,1,0.6253363,0.4935038,0.0709763914346695,0,-9.902479
sonicdrivein_877,it’ s like the may day of your life : you re always my size martini cap.,1,1,0.30806798,0.4935038,0.1066566556692123,0,-9.028884
sonicdrivein_339,# </s> for you to try out this new app and we’ re proud of it.,3,1,0.9182163,0.4935038,0.2232449650764465,0,-8.681314
sonicdrivein_743,"you know what a, you' ve had to an it the who just want your family vacation?* drinking watermelon cake and mushpi...@ mwongestoke?!# weedstorytime@ mickeydohole.",3,1,0.21282579,0.4935038,0.2059774100780487,0,-5.247799
sonicdrivein_2078,"for the new sports score, do not have to be a! on this week.",3,1,0.15072908,0.4935038,0.3176990449428558,0,-7.9985046
sonicdrivein_311,# vdayofthecow.,0,1,0.8412893,0.4935038,0.3194274306297302,0,-5.151049
sonicdrivein_842,"rolling your head up and it’ s a, to taste the milk# happy holidays ahead of us.",1,1,0.7883012,0.4935038,0.0519013777375221,0,-8.690664
sonicdrivein_1254,i'm not just about the dogbone but i’ m out to get it too.,1,1,0.8815907,0.4935038,0.4792279303073883,0,-6.9470835
sonicdrivein_1729,"spicy, new things that you order.",0,1,0.8885444,0.4935038,0.4847545623779297,0,-9.494313
sonicdrivein_1996,# 't movies that you watch every day are worth the effort.,0,1,0.83699316,0.4935038,0.536520779132843,1,-7.1782393
sonicdrivein_69,# 30 words you need to say.,0,1,0.95719606,0.4935038,0.7026275992393494,1,-8.804408
sonicdrivein_196,"a, with your eyes and a to get you the best in town.",1,1,0.27970684,0.4935038,0.9584455490112304,1,-9.253029
sonicdrivein_2095,i'm not sure what to do with the dinner but i’ m trying and eat my delivery& me.,2,1,0.07006277,0.4935038,0.7098215222358704,1,-8.26491
sonicdrivein_491,"a note to buy the pump pack, but it was only for summer.",0,1,0.91701835,0.4935038,0.7530242204666138,1,-8.979757
sonicdrivein_1849,the only thing i want is you know what people are calling for their in- take.,1,1,0.93633914,0.4935038,0.6246790885925293,1,-9.307452
sonicdrivein_952,"the next big thing is when we get you and your to shop for! ❤ �￾￼""
It seems like the extract provided contains a mix of promotional content, personal messages or reviews about food items.",5,1,0.33935115,0.4935038,0.4121724665164947,0,-9.441098
sonicdrivein_2185,show me your wonder this time and i’ ll get the bite-size of all.,1,1,0.6117221,0.4935038,0.4488443732261657,0,-8.040429
sonicdrivein_594,we're here for your first bite of the winter-sized menu.,0,1,0.96074986,0.4935038,0.1994498521089553,0,-9.956245
sonicdrivein_926,it' s only 4 minutes to get this hot stew.,0,1,0.88616765,0.4935038,0.0905730575323104,0,-6.9277024
sonicdrivein_414,there’ s a… you can get some of us for your drink.,3,1,0.90734386,0.4935038,0.919955313205719,1,-8.584326
