gemma_loss,fc_loss
30.5,0.061767578125
30.0,85.5
30.5,27.875
30.25,5.5625
30.25,0.1884765625
30.5,0.58984375
29.0,2.125
30.25,3.015625
29.875,2.78125
30.5,2.421875
29.75,1.9921875
30.75,1.546875
30.125,1.125
30.125,0.79296875
29.125,0.52734375
30.125,0.345703125
29.625,0.2158203125
31.0,0.125
29.5,0.06982421875
30.75,0.0361328125
30.25,0.01544189453125
30.125,0.00494384765625
29.875,0.000644683837890625
29.5,0.00017070770263671875
29.625,0.00189208984375
30.75,0.00482177734375
29.5,0.007781982421875
30.375,0.01068115234375
31.25,0.01324462890625
30.125,0.01544189453125
28.375,0.0177001953125
30.5,0.01904296875
28.125,0.020263671875
29.375,0.0208740234375
30.125,0.021240234375
30.25,0.0216064453125
30.375,0.0216064453125
29.875,0.0216064453125
29.625,0.0216064453125
30.25,0.021484375
30.75,0.021484375
30.125,0.0211181640625
30.25,0.0211181640625
30.875,0.0205078125
30.25,0.020263671875
31.0,0.019775390625
29.875,0.0194091796875
30.625,0.018798828125
29.625,0.018310546875
31.5,0.0177001953125
30.625,0.0169677734375
30.625,0.016357421875
30.25,0.0159912109375
30.875,0.01531982421875
29.625,0.01470947265625
30.625,0.013916015625
29.875,0.0133056640625
31.0,0.01275634765625
31.0,0.01214599609375
29.75,0.0115966796875
30.625,0.010986328125
29.75,0.01031494140625
30.25,0.00982666015625
30.5,0.00921630859375
29.375,0.008544921875
30.0,0.0081787109375
30.625,0.0076904296875
30.25,0.00738525390625
29.875,0.00689697265625
29.25,0.006622314453125
30.625,0.00616455078125
31.125,0.00592041015625
29.375,0.00537109375
30.25,0.005157470703125
31.375,0.0048828125
30.125,0.004486083984375
30.625,0.00421142578125
30.125,0.00390625
30.125,0.0036468505859375
29.0,0.0034942626953125
30.75,0.0032501220703125
30.5,0.00311279296875
29.625,0.0029296875
30.375,0.002716064453125
30.625,0.0026702880859375
30.5,0.0025634765625
29.25,0.0023956298828125
29.25,0.00225830078125
29.0,0.0021209716796875
30.25,0.0020294189453125
30.875,0.00188446044921875
30.125,0.00176239013671875
30.625,0.00164794921875
30.125,0.00164794921875
29.75,0.0015411376953125
30.5,0.00144195556640625
29.875,0.0013427734375
29.75,0.00133514404296875
30.875,0.00128936767578125
30.625,0.00122833251953125
30.375,0.00118255615234375
30.625,0.00109100341796875
30.625,0.0010833740234375
29.875,0.00102996826171875
30.875,0.0010528564453125
30.125,0.0009765625
30.625,0.00087738037109375
30.75,0.0009002685546875
30.75,0.000804901123046875
29.75,0.000797271728515625
30.5,0.000762939453125
30.75,0.00074005126953125
30.125,0.000720977783203125
30.375,0.000675201416015625
29.625,0.000629425048828125
30.75,0.000644683837890625
30.875,0.0006256103515625
30.25,0.000591278076171875
30.125,0.00054931640625
28.75,0.00054168701171875
29.125,0.000537872314453125
30.5,0.000537872314453125
30.75,0.00048828125
31.0,0.000499725341796875
29.875,0.0004482269287109375
30.375,0.000492095947265625
30.25,0.0004444122314453125
30.625,0.0004444122314453125
30.25,0.000423431396484375
30.125,0.000400543212890625
30.25,0.0003871917724609375
30.125,0.0003871917724609375
