image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_743,one of the few people in the office that doesn’ t have to drive to the drive-in to get to the drive-in to get to the drive-in to get to the drive-in to get to the drive-in to get to the drive-in to get to the drive-in to get to the,19,1,0.7991867,0.46322626,0.0784313725490195,0.02,2.2250738585072617e-308,2.2250738585072617e-308,0.5211060047149658,1
sonicdrivein_655,they’ re going to have a blast with our new limeade ️‍♀️ and we’ ve got somethin’ coming.,1,1,0.9614758,0.46322626,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5033919811248779,1
sonicdrivein_866,it’ s all about the snacks.,0,1,0.9720948,0.46322626,0.0,0.0,0.0,0.0,0.6140595078468323,1
sonicdrivein_786,got something you’ re looking forward to this summer 😎# getawaywithit# somethingscookin# march5 📷:@ jnr.,0,1,0.7561638,0.46322626,0.0,0.0,0.0,0.0,0.3931419551372528,0
sonicdrivein_497,nothing says motivation better than having a good time 🤣‍♀️ </s> </s> </p> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div,1,1,0.923759,0.46322626,0.037037037037037,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.487128734588623,0
sonicdrivein_1809,this is what you’ re looking for when you’ re hungry for a sonic treat.,4,1,0.97062254,0.46322626,0.0169734557940034,1.88835963878829e-309,1.88835963878829e-309,1.88835963878829e-309,0.4798159003257751,0
sonicdrivein_376,not sure if this is a good thing or a bad thing.,1,1,0.97655576,0.46322626,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9796580076217652,1
sonicdrivein_98,i’ m the weather is starting to get a little cold so i’ m going to need a lil somethin’ to do 😎 i’ m going to need a lil somethin’ to do this anyways so i’ m going to need a lil somethin’ to do this anyways so,0,1,0.49205792,0.46322626,0.0,0.0,0.0,0.0,0.906001091003418,1
sonicdrivein_404,@ kelseaballerini’ s birthday present is yours🥤# kelseaballerini# kelseaballerini# kelseaballerini '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '',0,1,0.80976176,0.46322626,0.0,0.0,0.0,0.0,0.6071797013282776,1
sonicdrivein_594,"we don’ t have to tell you what to do to get what we want , but we do want to hear from you.",5,1,0.9763594,0.46322626,0.125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.397268682718277,0
sonicdrivein_952,we’ ve got a new trick or treat for you this time of year.,1,1,0.9737862,0.46322626,0.0067635986441816,2.106930914564517e-309,2.106930914564517e-309,2.106930914564517e-309,0.371312528848648,0
sonicdrivein_91,when you’ re the only one who can’ t decide between a snow leopard or a buffalo pox 😏 we’ ve got something you’ ll love.,1,1,0.9622247,0.46322626,0.0384615384615384,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1398514211177826,0
sonicdrivein_1077,sometimes it 's hard to tell the difference between good and bad vibes.,2,1,0.982969,0.46322626,0.0831435379210052,1.2025033327569346e-308,1.2025033327569346e-308,1.2025033327569346e-308,0.9323435425758362,1
sonicdrivein_454,"not sure if it’ s spicy enough for all of us🥤# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalahideen

# getawaywithit# somethingscookin# march5 📷:@ t",0,1,0.65479094,0.46322626,0.0,0.0,0.0,0.0,0.022688154131174,0
sonicdrivein_759,we know what you do when you don’ t want your neighbors to know you live in a solar system.,1,1,0.96927905,0.46322626,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1542062312364578,0
sonicdrivein_470,"if you don’ t like it, you can always get a free sonic drink at sonicdrinkremix.",0,1,0.9754946,0.46322626,0.0,0.0,0.0,0.0,0.0187050551176071,0
sonicdrivein_2112,��‍💕‍♀️‍♀️‍♀️‍♀️‍♀️‍♀️‍♀️‍♀️‍♀️‍♀️‍♀️‍♀️,0,1,0.86411864,0.46322626,0.0,0.0,0.0,0.0,0.929615557193756,1
sonicdrivein_2052,the tree that inspired us to create this piece of art.,0,1,0.95455354,0.46322626,0.0,0.0,0.0,0.0,0.6655752658843994,1
sonicdrivein_344,did you know that you can get a free tumbler when you buy a drink? 🥤# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalley 📷:@ thewilliamsfamilton 📷:@ sonicwag,2,1,0.8004739,0.46322626,0.04,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1113496869802475,0
sonicdrivein_2091,it’ s all you need to know to get you out of bed.,2,1,0.97015506,0.46322626,0.0565493446608988,1.6357440907688813e-308,1.6357440907688813e-308,1.6357440907688813e-308,0.7937644720077515,1
sonicdrivein_788,"we know what you’ re thinking, but we’ ve got something new under the hood 🙃# getawaywithit# somethingscookin# march5 📷:@ thewilliamsfamilton 📷:@ thewilliamsfamilton sound off in the comments section below.",0,1,0.8469252,0.46322626,0.0,0.0,0.0,0.0,0.0429700314998626,0
sonicdrivein_528,"just kidding, i’ m hungry for chicken tenders too 🤩# getawaywithit# somethingscookin# march5 📷:@ leilahhuey 📷:@ thewilliamsfamilton 👨# getawaywithit# somethingscookin# march",0,1,0.6884871,0.46322626,0.0,0.0,0.0,0.0,0.1317029744386673,0
sonicdrivein_2185,it’ s a sad day when you don’ t have to dress up to be a@ msnbc.,2,1,0.9706787,0.46322626,0.0464904919400881,1.7585612308455557e-308,1.7585612308455557e-308,1.7585612308455557e-308,0.4428070783615112,0
sonicdrivein_234,not sure if this is what you mean when you say happy hour is happy hour but it is 🤷‍♀️ </s> </li> </ul> </li> </table> </td> </tr> </tbody> </table> </td> </tr> </tbody> </table,2,1,0.901321,0.46322626,0.0303030303030303,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5525045990943909,1
sonicdrivein_1737,what do you do when you don’ t even know what you’ re doing?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!,0,1,0.9064215,0.46322626,0.0,0.0,0.0,0.0,0.806900680065155,1
sonicdrivein_2208,we thought this would be a great opportunity to share some of our thoughts with you.,0,1,0.972728,0.46322626,0.0,0.0,0.0,0.0,0.9062293171882628,1
sonicdrivein_41,still not sure if this is what we mean when we say we don’ t like it when we don’ t like it when we don’ t like it when we don’ t like it when we don’ t like it when we don’ t like it when we don’ t like it,0,1,0.8258472,0.46322626,0.0,0.0,0.0,0.0,0.8981379270553589,1
sonicdrivein_78,"pov: pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, pov, p",0,1,0.88321495,0.46322626,0.0,0.0,0.0,0.0,0.9834144711494446,1
sonicdrivein_1138,it’ s a trick or treat win a sonic double cheeseburger too 👌# getawaywithit# somethingscookin# march5 📷:@ sonicwagner 📷:@ sonicwagner 📷:@ sonicwagner# march5 📷:@,3,1,0.756698,0.46322626,0.1058102156113267,0.0736071065122273,0.0384764420404824,1.8834843577582417e-308,0.098935529589653,0
sonicdrivein_2168,"it’ s all you’ ve got to eat’ s good breakfast , right?# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalley# march5 📷:@ thewilliamsfamilton# march5 📷",2,1,0.57680106,0.46322626,0.0869565217391304,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0742429569363594,0
sonicdrivein_491,"it’ s all about the bacon 💅🏼️ we’ ve got something you’ ll love 💅🏼️ we’ ve got something you’ ll love 💅🏼️ we’ ve got something you’ ll love, click the link in",0,1,0.947197,0.46322626,0.0,0.0,0.0,0.0,0.2682794332504272,0
sonicdrivein_1566,this one is for you 😌# getawaywithit# somethingscookin# march5 📷:@ thewilliamsfamilton 📷:@ thewilliamsfamilton# march5 📷:@ thewilliamsfamilton 📷:@ thewilliamsfam,0,1,0.7931062,0.46322626,0.0,0.0,0.0,0.0,0.4177790582180023,0
sonicdrivein_690,we’ ve got something we’ ve been waiting for so we’ ve got something we’ ve been waiting for.,0,1,0.9662498,0.46322626,0.0,0.0,0.0,0.0,0.890464186668396,1
sonicdrivein_532,"if this isn't your thing, you can always get it at your local store.# summerswingsday# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalley 📷:@ thewilliamsfamilton 📷:@ thewilliam",2,1,0.7451804,0.46322626,0.0416666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0399067550897598,0
sonicdrivein_283,i’ m the only one who doesn’ t drink chili cheese 🤩# getawaywithit# somethingscookin# march5 📷:@ jessica_sillitna 🤩# getawaywithit# somethingscookin# march5 📷:@,0,1,0.88195664,0.46322626,0.0,0.0,0.0,0.0,0.0260034445673227,0
