bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,39244,56,12.724165392456676,0.718720533893987,10.3125,0.83515625,V
0.05,39244,56,10.733913098878695,0.753244855377166,9.96875,0.8453125,V
0.05,39244,56,10.300809123343527,0.7610561608053021,9.78125,0.840234375,V
0.05,39244,56,10.133664627930683,0.7646781027013264,9.96875,0.839453125, 
0.05,39244,56,10.03558231396534,0.7665280963302775,9.84375,0.8421875000000001, 
0.05,39244,56,9.956326452599388,0.7680388315494381,9.90625,0.827734375, 
0.05,39244,56,9.895833333333334,0.7688897649082556,9.875,0.8433593749999999, 
0.05,39244,56,9.84585244648318,0.7697219833078491,10.0,0.825390625, 
0.05,39244,56,9.80472731906218,0.7710073426350649,10.0,0.82734375, 
0.05,39244,56,9.767329255861366,0.7718582759938845,10.0,0.847265625, 
0.05,39244,56,9.735633282364933,0.7728059696738019,10.03125,0.841796875, 
0.05,39244,56,9.704383282364933,0.7738014462283412,10.0625,0.846484375, 
0.05,39244,56,9.67749745158002,0.774240252293576,9.9375,0.8550781249999999, 
0.05,39244,56,9.65335117227319,0.7749235474006103,9.9375,0.83984375, 
