image_id,caption,fluency,diversity
sonicdrivein_204,gotta try it before someone catches the mistake!!,0.894321,0.51055896
sonicdrivein_408,the most important messages are quick to type.,0.971387,0.51055896
sonicdrivein_786,“i’m gonna walk the dog.”,0.92365164,0.51055896
sonicdrivein_496,how would you define it? #mmmsonic,0.8388971,0.51055896
sonicdrivein_44,"top 5 things to drive into, sorry neighbor carl",0.53612244,0.51055896
sonicdrivein_499,you’re going to have to do better than that.,0.97552454,0.51055896
sonicdrivein_1017,bonus points if you find all the items. ✅,0.886333,0.51055896
sonicdrivein_864,spooky (sonic) szn. this is the post. 👻,0.75997686,0.51055896
sonicdrivein_1502,"you: “mom, can we go to sonic?”",0.8735439,0.51055896
sonicdrivein_234,what’s my skincare routine you ask? small classic shakes,0.6924204,0.51055896
sonicdrivein_791,"each future’s different, but equally delicious. 🔮",0.8677554,0.51055896
sonicdrivein_91,"the best day of the year, lads",0.892658,0.51055896
sonicdrivein_529,"she’s not a regular mom, she’s a cool mom.",0.8860147,0.51055896
sonicdrivein_65,we're just two single moms who work one job!,0.9607161,0.51055896
sonicdrivein_78,the fourth is strong with this one 😮‍💨,0.35629883,0.51055896
sonicdrivein_333,not me getting my content in at the drive-in,0.50400084,0.51055896
sonicdrivein_348,box office hit if i’ve ever seen one.,0.9008851,0.51055896
sonicdrivein_51,the r&d lab really went off with this one,0.9546835,0.51055896
sonicdrivein_375,my sign is caffeine with caffeine rising. #drinkflights #drinks,0.7916024,0.51055896
sonicdrivein_103,smart choice. yeah. yeah. 🛼,0.9111009,0.51055896
sonicdrivein_491,"ahhh yes, gold, my favorite color.",0.8886177,0.51055896
sonicdrivein_363,we’ve got a taste for travel.,0.965684,0.51055896
sonicdrivein_571,life is good. cheese makes it better,0.97901183,0.51055896
sonicdrivein_1346,"we love this friend, be this friend. 🤙",0.84940827,0.51055896
sonicdrivein_780,eating a corn dog in outer space? 👀,0.9261232,0.51055896
sonicdrivein_531,where do you fall on the scale?,0.9670505,0.51055896
sonicdrivein_505,test your circle. bring up steak butter bacon cheeseburgers.,0.93176186,0.51055896
sonicdrivein_430,ok now what if we put them together………..,0.5020349,0.51055896
sonicdrivein_470,our drop before the ball drops. stay tuned 👀,0.8200602,0.51055896
sonicdrivein_808,a sprinkle of color for your feed. 😍,0.8160928,0.51055896
sonicdrivein_478,"no surprise here. 2022, you were delicious as always.",0.8948614,0.51055896
sonicdrivein_742,just starting our weekend off with a slush. 🤩,0.91710246,0.51055896
sonicdrivein_344,here’s a hint: it might have strawberries in it,0.93366027,0.51055896
sonicdrivein_414,when you first move out of your parents’ house:,0.87979394,0.51055896
sonicdrivein_1029,eating a corn dog's an emotional roller coaster. 🎢,0.7777296,0.51055896
sonicdrivein_560,what should we name our fantasy team?,0.933624,0.51055896
sonicdrivein_634,which type of person are you?🍦🍨 #nationalicecreamday,0.8869078,0.51055896
sonicdrivein_495,sharing’s only fun when it’s not your stuff,0.866602,0.51055896
sonicdrivein_446,it’s never too cold for ice cream.,0.96062636,0.51055896
sonicdrivein_54,"it's about efficiency ppl, really not that complicated !!",0.52737504,0.51055896
sonicdrivein_705,sometimes you just need to do the most,0.9416612,0.51055896
sonicdrivein_1368,a totty pack! would you cop?,0.36739525,0.51055896
sonicdrivein_411,what happens if you’re all of them? #generationaldifferences #genzvsmillenial,0.74374026,0.51055896
sonicdrivein_369,her friends better stay away from her tots 🫣,0.6154088,0.51055896
sonicdrivein_457,might as well just @ me.,0.70460385,0.51055896
sonicdrivein_152,i’ll stop ordering kids meals when i’m ready (never),0.78982306,0.51055896
sonicdrivein_585,we didn’t even try to understand the assignment 🌭,0.91306335,0.51055896
sonicdrivein_1337,"dice on the mirror, but make them tots. 🎲🎲",0.62043566,0.51055896
sonicdrivein_566,i’ve had some time on my hands 😂,0.93245804,0.51055896
