image_id,caption,fitCount,gtNum,fluency,diversity,humor_score,humor,benign
sonicdrivein_204,"we’ re not talking about the best food in town, we are going to be having a party!
# @ dennysweettuesday.",1,1,0.8895991,0.50355107,0.029303602874279,0,-6.2202826
sonicdrivein_196,"for the 2017 halloween, i made a little pumpkin pie with some extra whipped cream and sprinkles.",1,1,0.9628249,0.50355107,0.9184000492095948,1,-0.0070322864
sonicdrivein_1221,@ # checkin: the dog who always comes home before you do.,1,1,0.9273501,0.50355107,0.0267078299075365,0,-0.0004179796
sonicdrivein_594,i'm not going to be able to do this in a few days.,0,1,0.9812929,0.50355107,0.2758867740631103,0,-8.558163
sonicdrivein_614,i love this meme! # isd has a very good vibe.,3,1,0.9697398,0.50355107,0.5024214386940002,1,-8.119064
sonicdrivein_1755,"this is a video i made for you, and it’ s the best way to start your day.",4,1,0.9735745,0.50355107,0.3551572859287262,0,-8.97559
sonicdrivein_470,the day i was in the middle of a long hike and my phone died.,2,1,0.9499067,0.50355107,0.1884911805391311,0,-8.636618
sonicdrivein_556,"it's not just about the monkeys, it’ s also all about your mom.",2,1,0.9701534,0.50355107,0.3261152803897857,0,-6.972406
sonicdrivein_1566,"this is the emoji you should be using this summer: </s>
@bruceymccollins i love your pics and how much fun it looks like to go out with a friend.",3,1,0.95685554,0.50355107,0.1306715309619903,0,-5.0126834
sonicdrivein_1623,this is the most delicious and best-tasting ice cream i’ve ever had.,1,1,0.97609836,0.50355107,0.1311540305614471,0,-9.465268
sonicdrivein_842,"what are you making? just a sandwich and some cookies for the dogs! </s> i know it’ s not your first thought, but we were thinking about this too.",3,1,0.97623175,0.50355107,0.064084991812706,0,-4.4568324
sonicdrivein_1367,"i love you, i’ m going to be on the job for a few days.",2,1,0.96819514,0.50355107,0.6976268887519836,1,-8.7443495
sonicdrivein_2095,"and i’ m not going to say it, but my dog is the most important thing in your life.",1,1,0.96105874,0.50355107,0.6206942200660706,1,-8.365923
sonicdrivein_2181,i’m so excited for this new album! it has a lot of extra flavors and more than i thought.,1,1,0.95188755,0.50355107,0.0210545398294925,0,-9.234862
sonicdrivein_339,this is the first time i've ever tried to eat a taco in my mouth.,4,1,0.96566385,0.50355107,0.7668862342834473,1,-7.425529
sonicdrivein_1138,"in the end, mom and me were cooking up a storm.",3,1,0.9800827,0.50355107,0.3649135828018188,0,-9.4186735
sonicdrivein_344,"i am so excited to be back on the site! # mybestfriend is here now, and i’m just going to have a blast with you.",2,1,0.9699847,0.50355107,0.2701368331909179,0,-9.890811
sonicdrivein_311,"if you can't find your perfect jeans in the whole world, just click on this link and we guarantee they exist.",2,1,0.96078587,0.50355107,0.1072610989212989,0,-0.0003842569
sonicdrivein_952,"this is the sound of a great, but not for you.",1,1,0.83374023,0.50355107,0.7710937857627869,1,-8.903782
sonicdrivein_69,c : y don't like this.,0,1,0.97746927,0.50355107,0.6570613384246826,1,-8.437514
sonicdrivein_655,i'm not sure if i like this or the other but my mom says it’s got a good smell.,2,1,0.93242717,0.50355107,0.8828601837158203,1,-4.6815586
sonicdrivein_491,"a, you know what i love most about a car? the smell of burning rubber.",0,1,0.98008955,0.50355107,0.6301248669624329,1,-0.03900814
sonicdrivein_414,and then i got to thinking: what if we could make the best of a crappy day?'re your answer.,2,1,0.7792079,0.50355107,0.8451623320579529,1,-9.373009
sonicdrivein_1849,"just because you cann't see them, they still like it.",0,1,0.96221834,0.50355107,0.7926093339920044,1,-8.440724
sonicdrivein_2189,.,0,1,0.74200356,0.50355107,0.8371822237968445,1,-8.156404
sonicdrivein_1471,"@ the-a: "" i love you! if we had a baby, it would be named vicky” t.",0,1,0.7646805,0.50355107,0.285239428281784,0,-1.3254354
sonicdrivein_2078,an it's going to be a lot of food and drinks for the next few days.,3,1,0.9579901,0.50355107,0.6401786804199219,1,-8.324266
sonicdrivein_478,"when you’ re not sure what to eat for dinner, just say “i love that ice cream truck!# i-loveicecreamtruck@ is the best way of all time.",0,1,0.81991285,0.50355107,0.0408547185361385,0,-8.043949
sonicdrivein_1854,"i just found out my dog is a unicorn!
why are you so happy? :D#myunicornfriends!!!!! i love u too much to be rude.",0,1,0.91430545,0.50355107,0.4182368218898773,0,-0.0001386308
sonicdrivein_1778,"all the time i’ ve been told by my friend who is in san francisco, that this guy.",2,1,0.9151958,0.50355107,0.1953012347221374,0,-6.431637
sonicdrivein_135,i have a new idea for the rest of summer.,1,1,0.9765276,0.50355107,0.6484925746917725,1,-9.073202
sonicdrivein_2185,"for the first time, i'm going to give you a big hug and say thank u for your help.",1,1,0.97788185,0.50355107,0.4246176183223724,0,-8.843917
sonicdrivein_1197,what’s the time for this? # you are so happy to see your dinner table full of food! i love it.,2,1,0.97127694,0.50355107,0.0357766561210155,0,-8.549173
sonicdrivein_789,i am so excited to be here for the spring season! i’m going out of my mind with all these dishes that are coming up and will have a good time.,0,1,0.92471904,0.50355107,0.0176454801112413,0,-9.7096
sonicdrivein_743,"i’ m just gonna say, “ i can do this.",0,1,0.9548791,0.50355107,0.7069181799888611,1,-7.339527
sonicdrivein_877,the best way to make your friends happy is by making them feel like they’re a part of the party.,1,1,0.9804857,0.50355107,0.0890222862362861,0,-9.703774
sonicdrivein_1729,"i'm not going to say this, but i do n’t know if it was the first time we heard that song on our way home from work.",1,1,0.9592463,0.50355107,0.5656038522720337,1,-0.64537245
sonicdrivein_926,"the best, and i am here to tell you about the most popular hot topic of this week.",0,1,0.96857184,0.50355107,0.0716680809855461,0,-9.395154
sonicdrivein_1254,"when i was just 16, my first job as a cashier at the post office felt like an ache in your heart.",1,1,0.96989125,0.50355107,0.2553339898586273,0,-8.686717
sonicdrivein_89,"@ the_dude, i was looking forward to your summer.",0,1,0.9489655,0.50355107,0.8486655354499817,1,-9.465455
sonicdrivein_1996,i am so excited to do a ton of christmas decorations this year! i'm going make some awesome memories with you.,0,1,0.9678687,0.50355107,0.1389988213777542,0,-3.9434881
sonicdrivein_532,i heard about the dog-eat-dog world.,1,1,0.98058313,0.50355107,0.4553340375423431,0,-9.324262
sonicdrivein_316,"this is a, and we’re going to be talking about this.",0,1,0.96886986,0.50355107,0.6855940818786621,1,-7.901227
sonicdrivein_1666,"i'm not sure if you know it, but this is the best thing i’ve ever seen.",2,1,0.9676559,0.50355107,0.4305436909198761,0,-9.13506
sonicdrivein_780,when you eat your first bite of this pizza and then realize that it was all just a meme.,1,1,0.96983284,0.50355107,0.7604352831840515,1,-8.249392
sonicdrivein_1459,"you guys, we can do it.",1,1,0.97022927,0.50355107,0.4030640721321106,0,-8.495445
sonicdrivein_1635,"a, who has been waiting for a good time in your life to get their hands on this delicious and addictive flavor.",5,1,0.9628848,0.50355107,0.0313964486122131,0,-9.639082
sonicdrivein_80,"we’ re all just, so we need to close this store and start selling virtual coffee.",2,1,0.8848671,0.50355107,0.5067567229270935,1,-0.11842815
sonicdrivein_1765,"b, just go get a drink and see what you can do with your dad!#qwillpower@wanda90z
Sent from my i-pad using the web to his iphone for about half an hour.",3,1,0.44447315,0.50355107,0.0632152408361435,0,-7.8034005
sonicdrivein_791,"i know what you’ re thinking “ i don’ t wanna be a vet, but this is so much better! u can do it all by yourself.",1,1,0.9691003,0.50355107,0.074494831264019,0,-1.4764576
sonicdrivein_1102,@ daveholladay i'm going to be the best ice cream flavor in history! just wait till you try it.,2,1,0.8986871,0.50355107,0.1148246452212333,0,-9.927034
sonicdrivein_2052,"and i said, "" no! we are not going to go into the tunnel with you.",0,1,0.9075868,0.50355107,0.5239958763122559,1,-7.3723726
sonicdrivein_1084,we're not the only ones who get excited when we see a video of our favorite brand.,1,1,0.9809647,0.50355107,0.3513698875904083,0,-9.109826
sonicdrivein_543,"what a, i’m so glad you have such an amazing day! my favorite snack is the u-shroom drink.",4,1,0.94892865,0.50355107,0.2002294361591339,0,-9.026859
sonicdrivein_486,"i got this idea for a, so i went to the store and bought some ice cream.",3,1,0.96564406,0.50355107,0.2706378400325775,0,-9.300334
sonicdrivein_1737,imagine if you could have a taste of the 2018 sonic silverton with me.,1,1,0.9480045,0.50355107,0.291173905134201,0,-8.561019
