image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_1943,"she’ s a drinker, and she’ s a girl.",1,1,0.9438799,0.47601494,0.0327305364789008,6.55450749847085e-309,6.55450749847085e-309,6.55450749847085e-309,0.452749490737915,0
sonicdrivein_2192,"it’ s fallin for a cheeseburger , and it’ s all for a limited edition tumbler ! 🍔# getawaywithit# somethingscookin# march5 📷:@ sonicwagner 📷:@ sonicwagner 📷:@ sonic",0,1,0.70800304,0.47601494,0.0,0.0,0.0,0.0,0.0110227623954415,0
sonicdrivein_1473,# summertime# summertime# moody# moodycookbook# dinnertime# dinnertime# sonicbreakfast# sonicdrivein# sonicdrivein# sonicdrivein# sonicdrivein# sonicdrivein# sonicdrivein# sonicdrivein# sonicdrivein# sonicdrivein# sonicdrivein# sonicdrive,0,1,0.8639748,0.47601494,0.0,0.0,0.0,0.0,0.0778552964329719,0
sonicdrivein_1570,it’ s a birthday present for me.,0,1,0.97508174,0.47601494,0.0,0.0,0.0,0.0,0.2835233807563782,0
sonicdrivein_999,"when you told your friends you were afraid to eat chips, you probably weren't afraid to tell them.",2,1,0.97692674,0.47601494,0.0182884993226614,7.32478711575271e-309,7.32478711575271e-309,7.32478711575271e-309,0.1388142704963684,0
sonicdrivein_1770,we’ ve got a thing going.,0,1,0.97459817,0.47601494,0.0,0.0,0.0,0.0,0.1999722719192505,0
sonicdrivein_1252,we need to get the app on our calendars so we can get the# skiapp# snowshoes# getawaywithit# somethingscookin# march5 📷:@ nicolerichie 📷:@ jnr.,4,1,0.8029401,0.47601494,0.1304347826086956,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.0153061663731932,0
sonicdrivein_2191,and they’ re the same person.,0,1,0.9425633,0.47601494,0.0,0.0,0.0,0.0,0.1132945790886879,0
sonicdrivein_1816,you’ re the one who says you’ re the one who says you’ ll never be afraid to use your sonic weapon.,2,1,0.97785884,0.47601494,0.0909090909090909,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.2683682143688202,0
sonicdrivein_1109,"chases the smell of coke and i’ ve got no need for a good stick of coke 😌# getawaywithit# somethingscookin# march5 📷:@ frankie__sandy

# getawaywithit# somethingscookin# march5 📷",3,1,0.7428531,0.47601494,0.1071428571428571,0.037037037037037,2.225073858507262e-308,2.225073858507262e-308,0.0216393563896417,0
