image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_1943,she’ s the one who’ s afraid of the dark.,0,1,0.9771063,0.46322626,0.0,0.0,0.0,0.0,0.23679880797863,0
sonicdrivein_2192,"it’ s fall in love with sonic cheeseburgers , and we’ ve got somethin’ coming . 🍔# getawaywithit# somethingscookin# march5 📷:@ soniccheeseburger 📷:@ thewilliamsfamilton 📷",1,1,0.62888145,0.46322626,0.04,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.0002197146241087,0
sonicdrivein_1473,# summertime# summertime# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging# seasonschanging#,0,1,0.9420493,0.46322626,0.0,0.0,0.0,0.0,0.1796669065952301,0
sonicdrivein_1570,it’ s a birthday present for me and my friends😅😂😂# annalee15 📷:@ annalee15 🍔:@ annalee15 🍔:@ annalee15 🍔:@ annalee15 🍔:@ annalee,0,1,0.7903547,0.46322626,0.0,0.0,0.0,0.0,0.1930226981639862,0
sonicdrivein_999,the rules say you can only order one drink at a time 👌 stay tuned for our new 50 Shades of blue margarita grilled cheese grilled cheese burger topped with tots and salsa verde chips </s> </s> </t> </t> </t> </table> </div> </div> </div>,6,1,0.94416845,0.46322626,0.1363636363636363,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.0017024112166836,0
sonicdrivein_1770,we’ ve got somethin’ coming that we’ ve been waiting for.,0,1,0.97851497,0.46322626,0.0,0.0,0.0,0.0,0.1313134580850601,0
sonicdrivein_1252,"not sure if it’ s possible for me to use it on my phone? 🤔# getawaywithit# somethingscookin# march5 📷:@ nswilliamsaballerina

@ jessica_saballerina on Twitter.",1,1,0.86414605,0.46322626,0.0416666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.0040363748557865,0
sonicdrivein_2191,"who’ s going to tell? 🥤# getawaywithit# somethingscookin# march5 📷:@ seansauce .

# getawaywithit# somethingscookin# march5 📷:@ tahrithebengal .

#",0,1,0.8031511,0.46322626,0.0,0.0,0.0,0.0,0.0038866158574819,0
sonicdrivein_1816,you’ re the one who says you’ re the one who says you’ re the one who says you’ re the one who says you’ re the one who says you’ re the one who says you’ re the one who says you’ re the one who says you’,0,1,0.92306274,0.46322626,0.0,0.0,0.0,0.0,0.5517735481262207,1
sonicdrivein_1109,"the smell of coke is a part of me😌😌# getawaywithit# somethingscookin# march5 📷:@ frankie__sillypi

# getawaywithit# somethingscookin# march5 📷:@ frankie__sillyp",2,1,0.89591473,0.46322626,0.0778800783071405,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,0.0131690250709652,0
sonicdrivein_1745,pickle slinger with thy bacon slinger topped with tots and a scoop of tots.,1,1,0.46052495,0.46322626,0.0433236185509023,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,0.0061471536755561,0
sonicdrivein_782,"honestly, it’ s hard to believe this happened to us.",0,1,0.9783109,0.46322626,0.0,0.0,0.0,0.0,0.7400417923927307,1
sonicdrivein_968,"we don’ t want you to mess it up, we’ re going to give you a free drink 🥤🍔# annalee15 📷:@ annalee15 📷:@ annalee15 🍔:@ annalee15 🍔:@ ann",1,1,0.8716433,0.46322626,0.0357142857142857,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.0872262716293335,0
sonicdrivein_1623,"a new breed of halloween, this halloween is for you.",0,1,0.7777803,0.46322626,0.0,0.0,0.0,0.0,0.349274218082428,0
