bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,43468,56,2.6463621474093504,0.7564101181437511,6.116071428571429,0.8200334821428571,V
0.05,43468,56,0.649907286777563,0.8894052405438984,6.169642857142857,0.8194754464285714, 
0.05,43468,56,0.6149978286628014,0.8873899232698325,6.142857142857143,0.8069196428571429, 
0.05,43468,56,0.5709775618903,0.8788217691652862,6.0625,0.8161272321428571,V
0.05,43468,56,0.5476302946116326,0.8811369035293576,6.035714285714286,0.7940848214285714,V
0.05,43468,56,0.5306174722183876,0.871029400768452,6.290178571428571,0.8044084821428571, 
0.05,43468,56,0.513915790941929,0.8796561522179275,6.223214285714286,0.7960379464285714, 
0.05,43468,56,0.5018461758581815,0.8627161271397018,6.080357142857143,0.7963169642857143, 
0.05,43468,56,0.49125767157877787,0.8670742597321922,6.200892857142857,0.77734375, 
0.05,43468,56,0.4807185975750046,0.8534361770660777,6.223214285714286,0.771484375, 
