bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,179200,16800,3.7859116022099446,0.3493009340644016,3.9331333705357143,0.326943824404762,V
0.05,179200,16800,3.4094584484346226,0.3185404633350067,3.8852957589285713,0.2945572916666667,V
0.05,179200,16800,3.3441554704503598,0.343882279284559,3.8665876116071427,0.3976236979166665,V
0.05,179200,16800,3.3037614578101455,0.37196490108264857,3.867410714285714,0.30979724702380973, 
0.05,179200,16800,3.2742092018248785,0.3558770543836127,3.8681082589285714,0.402987351190476, 
0.05,179200,16800,3.250711535241922,0.3568991015123623,3.8719168526785714,0.3686077008928572, 
0.05,179200,16800,3.231497467771639,0.36195954712874556,3.862876674107143,0.38174479166666736,V
0.05,179200,16800,3.2153558199397287,0.36847811680339215,3.8577845982142858,0.38790736607142895,V
0.05,179200,16800,3.200796814833417,0.3645720847982597,3.841099330357143,0.311064918154762,V
0.05,179200,16800,3.1883946509291814,0.3578447632401374,3.846177455357143,0.20358816964285706, 
0.05,179200,16800,3.1760788129917965,0.3489563277805689,3.8498465401785715,0.3174655877976191, 
0.05,179200,16800,3.1658714213962833,0.3497360518165074,3.8589146205357143,0.3546261160714286, 
0.05,179200,16800,3.1561257429265024,0.360667447960264,3.8396902901785714,0.3665690104166672,V
0.05,179200,16800,3.147316570400134,0.3611521813438242,3.84833984375,0.4143136160714282, 
0.05,179200,16800,3.1388540097103634,0.36205502887996094,3.8463448660714286,0.345034412202381, 
0.05,179200,16800,3.130318202745689,0.35695360022880546,3.8482561383928573,0.32165271577380966, 
0.05,179200,16800,3.1234304369663484,0.35346690314749796,3.861732700892857,0.3159551711309526, 
0.05,179200,16800,3.1161358927674536,0.34269298649478286,3.8473353794642855,0.2673911830357139, 
0.05,179200,16800,3.109531956303365,0.3393096189798547,3.8551339285714286,0.3820293898809521, 
0.05,179200,16800,3.1033707674116857,0.3533178818572474,3.8578543526785714,0.3457719494047615, 
0.05,179200,16800,3.097468556420559,0.3492470457335792,3.8625418526785715,0.28284505208333344, 
