train_loss,train_bleu,test_loss,test_bleu,save
4.130602589641434,0.1779777947035388,4.018103100507147,0.1266089643845091,V
3.7544198207171315,0.15553566982071637,3.963116643614569,0.12727351313969604,V
3.721249194398875,0.15221576927583774,3.9559344744121714,0.12744208160442602,V
3.7025262918912585,0.14969341384462223,3.9639810972798526,0.12759264061779593, 
3.687038610264823,0.14851778547574362,3.960220723835869,0.12758039419087125, 
3.6763717190063274,0.14736531813920772,3.954839499769479,0.12770393902720167,V
3.6699159245371455,0.14684305059175082,3.9459428307976028,0.12790996715076083,V
3.6641027800562456,0.1458942721760019,3.935727869986169,0.12806989107883804,V
3.661036003046637,0.14542034069603926,3.931657733978792,0.1281386871830336,V
3.656793780759316,0.14525354464494958,3.9117825034578146,0.1284718620331949,V
3.6554004569955474,0.14473649519568732,3.906430094513601,0.12884393729829402,V
3.652990977267401,0.14464266097375192,3.9067398570769942,0.12888067657906863, 
3.6514694896883055,0.14482712532224057,3.904571519133241,0.12906221184877847,V
3.6489190297632996,0.14457674815444113,3.891885661595205,0.12928805036883362,V
3.649523230606984,0.14461812675767527,3.892296277086215,0.12932154794836348, 
3.6475366914694165,0.14448410402507592,3.903116355463347,0.12906725449515888, 
3.6471723400515583,0.14454910138856344,3.8866341055786076,0.1294195193637622,V
3.6465589846496367,0.14424700096672077,3.889674100968188,0.12942672314430637, 
3.645577616006562,0.14391633832317757,3.8853878515444906,0.12946778469340692,V
3.64543114307476,0.1441257946156549,3.8875778008298756,0.12954342438911945, 
3.6444278034919146,0.14438047442582622,3.880179518211157,0.12968173697556473,V
3.644407663463792,0.14438312924771515,3.8713837021668973,0.12986111111111137,V
