image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
imgflip_912,"when on; when; satan devil and created for ,,i




--

 the--
,-

----



- the",1,1,0.15837932,0.41228428,0.06666666666666667,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.0
imgflip_161,"i is easy to china 10 century bc;so were the1th century bc werely; was;; was was-,,###- is;;; is,- is; the, the is is;-,, the,,,

 is-,,###, is ",5,1,0.11384914,0.41228428,0.19230769230769232,0.04000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,2.5
imgflip_460,"i' to a date;; i did it? i was, i was a own and downs,;;;;;;; the, the;;; the
 theman;; the the and;;;;,

 thean themanman the the
 ",8,1,0.21525127,0.41228428,0.23076923076923078,0.04000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,3.0625
imgflip_827,"me know what i& mom; said me;;;;;;;;; the-; the
 the the

;;;- the
 the;;


 the;;;



 the the the the  ",1,1,0.3024574,0.41228428,0.05263157894736841,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.5625
imgflip_357,when you realize on on momie; for the the money from tohouse to to to to to to to to to to to to to is the to to to to to to to to to tomanmanman to to tomanmanmanmanmanman tomanmanmanmanmanmanman to to to to,4,1,0.067944296,0.41228428,0.04444444444444445,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.625
imgflip_659,"when you' getting up same meme; time minutes;;
 the 

































 the",5,1,0.06168173,0.41228428,0.4,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,3.21875
imgflip_788,"me i things; you do? i didn your  memecdonalald's logoies cream flavor. , the the-- the--;;,, the the----,man; the,;",7,1,0.05031694,0.41228428,0.2631578947368421,0.11111111111111109,0.0588235294117647,2.2250738585072626e-308,4.15625
imgflip_776,"i you' a people; the;
###############
#########


--################################# the",0,1,0.4849617,0.41228428,0.0,0.0,0.0,0.0,3.421875
imgflip_221,"when; a scenes me mom; 























",0,1,0.334547,0.41228428,0.0,0.0,0.0,0.0,4.84375
imgflip_573,wheniceka; for to a drinkjon-;;icarime;; i said a lot of di and ###--- the--- the,5,1,0.15075164,0.41228428,0.3333333333333333,0.14285714285714285,0.07692307692307693,2.2250738585072626e-308,5.34375
imgflip_740,"when when ""getsidentally**; my mom:  did you get that?? man? me, me; tv people; and; school; the are me;::::::::;:::::::::;::::::::;",6,1,0.3705451,0.41228428,0.26966515756532683,0.09488218506928166,1.9000788267213607e-308,1.9000788267213607e-308,3.3125
imgflip_1313,"i a;; not hour alert comes on; the is the--
-- is is---- the-

--


- the the


 the",1,1,0.15790276,0.41228428,0.05263157894736841,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.1875
imgflip_362,"when0 people; a bornrolled; i of don it memes to;! memes; rick rick; the, the the-  the
-; memes ;;-man;;
 the; the the theman
, the mememan the the the- the
 the; the",0,1,0.081052415,0.41228428,0.0,0.0,0.0,0.0,4.8125
imgflip_1009,"me''t care have the; rats them; i when i do, eat them world for eatild for in fun!!


######

#########
--######--

######


###",6,1,0.092608586,0.41228428,0.21739130434782608,0.04545454545454546,2.2250738585072626e-308,2.2250738585072626e-308,3.53125
imgflip_523,"when you kidtuber says talking likeless annoying; you get not stop up; 10 minutes minutes 10 minutes;:;
 ;;;

-;;; the
 the;;;; the




  ;;;;; the-;;",6,1,0.21525055,0.41228428,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,3.046875
imgflip_771,"when face when i;; me getting the the with house with,

###




###





###


###


######














###,",2,1,0.04199438,0.41228428,0.0588235294117647,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.46875
imgflip_714,"i think a  phone in class; no get the; i teacher to around; his nose; i' your best friend; he' you; much as you do;;;;;;;;;;;;; the,;;;;; the and;;;;;;;;",13,1,0.20065755,0.41228428,0.44799668845860036,0.2144257654160822,0.07422430341325922,2.1470092434798083e-308,3.53125
imgflip_1031,"me when; a free; my;img mom:; me you be a a a gun??,,,,::-::,:: the,, the the the is,,
, the


 the:",4,1,0.17391641,0.41228428,0.047619047619047616,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.5625
imgflip_353,"when who with on; when*quot;i,'s akeua i to& the's play on&&quot;;

manman the the   the  the   the    the  the
 the  the  theman",0,1,0.31070778,0.41228428,0.0,0.0,0.0,0.0,3.265625
imgflip_198,"me a birthday; i are to birthday with i your your and i for out of  memes memes memes the, the;;; 


;;;; the, ;;;- the;;;, the

 the is; 


;",5,1,0.19398226,0.41228428,0.13793103448275862,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.34375
imgflip_229,"when; like; 't be with with don are will don parents are don to bed;;. ;;;  the, the;;;;;;;;;; be;;;;;;- the be;  the  the the be be - the the; parents",10,1,0.14917442,0.41228428,0.13333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,3.4375
imgflip_1781,"when you isartney is the are a met a a&quot;the it go&quot; when i was to&quot;i mcc i'm got to lyrics you is' be a little&quot; and Paul
 the,,,, to",9,1,0.09209359,0.41228428,0.23333333333333334,0.034482758620689655,2.2250738585072626e-308,2.2250738585072626e-308,2.25
imgflip_602,"i who don theflip;;-




































",1,1,0.32165217,0.41228428,0.19470019576785122,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,5.15625
