image_id,caption,fluency,diversity
imgflip_402,ugh. . .i warned you not to simply walk into mordor,0.9458493,0.5234265
imgflip_544,iphone ringtone going off in a study hall,0.7028483,0.5234265
imgflip_827,this was supposed to be a bad luck brian meme; but i ate him and have the side effects,0.3850631,0.5234265
imgflip_1294,when there is 1 day intill school; so you go to venus,0.18890108,0.5234265
imgflip_353,dc; marvel; disney,0.6587317,0.5234265
imgflip_1026,people who do tik tok dances in public,0.94042546,0.5234265
imgflip_1388,being in your inventory,0.71853477,0.5234265
imgflip_788,wut u in 4; not crying when uncle iroh san leaves from the vine,0.2930293,0.5234265
imgflip_748,who likes writing essays honestly,0.9543685,0.5234265
imgflip_776,the moment when you realize; u left the oven on,0.93019,0.5234265
imgflip_523,gas prices under $3 what year is it?,0.90525615,0.5234265
imgflip_690,"me : hey it looks like this year won't suck too much! murder hornets, covid-19, racism x1000, riots, terrible crashes, and tiktok:",0.31785673,0.5234265
imgflip_659,when you have no uploads left in the fun stream; and you think of an amazing meme and forget it by the time you have more,0.7931802,0.5234265
imgflip_864,21; 10+9=,0.8234252,0.5234265
imgflip_573,successful memes go down to a science,0.74031013,0.5234265
imgflip_829,i want to understand women,0.97163266,0.5234265
imgflip_740,whitty; give me the best mod; suicidemouse.avi; shaggy; zardy; indie cross; sonic.exe,0.8681206,0.5234265
imgflip_482,what do we want!? complete silence! when do we wa.... ssshhhht! bu.... ssshhhht!,0.80075693,0.5234265
imgflip_270,when your favorite youtuber dm's you on discord out of nowhere,0.3319326,0.5234265
imgflip_714,mom is afraid of dad; dad is afraid of mom; your the man of the house; your the man of the house; your the man of the house,0.8750465,0.5234265
imgflip_161,when you realize the queen is older than sliced bread,0.9623762,0.5234265
imgflip_1031,person: *does literally anything*; robespierre:; but wouldn't that make you; against the revolution?,0.7518648,0.5234265
imgflip_379,"my friend: can i borrow your pen?
me: yea, just make sure you give it back; my friend:",0.87894046,0.5234265
imgflip_426,"but first,what if a kid is naughty but asked for coal; black",0.6074634,0.5234265
imgflip_357,"""when you hit your pinky toe on the side of the coffee table""; [scream intensifies]",0.85572255,0.5234265
imgflip_602,times try not to laugh challenges on yt have actually made me laugh,0.5459926,0.5234265
imgflip_229,my little sister in 3 am; me looking at my sister ipad of why she like cocomelon,0.032149505,0.5234265
imgflip_824,"teacher: okay class, you can now play roblox; kid named lox:",0.52548826,0.5234265
imgflip_591,bathroom; restroom; lavatory,0.93918544,0.5234265
imgflip_637,how to stay awake at 3am; morgana,0.7939713,0.5234265
imgflip_722,life is just a recording that keeps replaying. just like how spongebob wont shut up,0.9486781,0.5234265
imgflip_1781,let's just say.. there's nothing like the smell of napalm in the morning,0.94609135,0.5234265
imgflip_531,no one: people in the comments:,0.24975933,0.5234265
imgflip_460,guess what it’s called when you encourage a car to do something; what is it; motorvation,0.8824555,0.5234265
imgflip_362,you get 1 upvote on a meme; that means you made someone on the internet laugh,0.7659268,0.5234265
imgflip_650,veteran users who help rookies,0.68248504,0.5234265
imgflip_541,tfw when your computer; identifies as non binary,0.44714856,0.5234265
imgflip_221,ways to kill yourself in fortnite; 69 ways to get banned in fortnite,0.7784525,0.5234265
imgflip_224,upvote if you ignore down vote beggars; then you are a true gigachad,0.54798704,0.5234265
imgflip_872,"you go through new; you see a good meme; you upvote say ""see you in hot""; it actually gets to hot",0.3920468,0.5234265
imgflip_807,"with whiskers like mine, i don't need false lashes!",0.93397444,0.5234265
imgflip_624,there's so much oil in that pan; the united states is going to invade it,0.96870685,0.5234265
imgflip_1009,sit down let me tell you a story once upon a time i ate your hamster this morning,0.94355935,0.5234265
imgflip_390,the mcu; the mcu if the bomb killed tony stark,0.9067139,0.5234265
imgflip_356,*article 13 offically approved by the eu*; everyone in the eu:,0.5189674,0.5234265
imgflip_198,"makes a meme; it get 1,000 views; your memes start to get funny; memes",0.4499343,0.5234265
imgflip_771,"java players: java edition is better! bedrock players; no, bedrock is! education edition players:",0.69649416,0.5234265
imgflip_615,you just told yourself to shut up,0.9565715,0.5234265
imgflip_712,person: *becomes famous*; old racist tweets,0.8038887,0.5234265
imgflip_275,we all know this pain; what is  9+10; 420; 69; 21; 19,0.79591906,0.5234265
imgflip_1133,"they remade us in the sims 4; omg, we look amazing; they will get it; yes",0.81747437,0.5234265
imgflip_1309,me: mom im having a nightmare; mom:,0.6978002,0.5234265
imgflip_1313,dad with the belt,0.47993252,0.5234265
imgflip_920,when you put the yogurt cup in the sink and the spoon in the trash,0.9687461,0.5234265
imgflip_912,satan; everyone; me who uses lightmode on imgflip and likes lightmode on everything,0.27973968,0.5234265
imgflip_1006,1 hour = 10 minutes; speed of time when i play games,0.6818156,0.5234265
