bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,39244,56,6.7327981651376145,0.7064479007390416,5.09375,0.830078125,V
0.05,39244,56,5.025993883792049,0.7424073012232414,4.6875,0.83828125,V
0.05,39244,56,4.667224133537207,0.7545541061416927,4.640625,0.819140625,V
0.05,39244,56,4.4995221712538225,0.7602004491590212,4.640625,0.833984375, 
0.05,39244,56,4.395522744648318,0.7627902809633021,4.546875,0.840234375,V
0.05,39244,56,4.319747069317024,0.7650703204638146,4.515625,0.833984375,V
0.05,39244,56,4.263936671763506,0.7667052911569815,4.75,0.8335937499999999, 
0.05,39244,56,4.218893348623853,0.7684242800713555,4.734375,0.8363281250000001, 
0.05,39244,56,4.18082632517839,0.7699270514780833,4.734375,0.8234375, 
0.05,39244,56,4.150404561671763,0.7710786187563714,4.875,0.816796875, 
0.05,39244,56,4.123590405198777,0.772150547910296,4.671875,0.819140625, 
0.05,39244,56,4.099252994393476,0.7731022234964312,4.71875,0.81875, 
0.05,39244,56,4.076874681447503,0.7740491207951088,4.78125,0.825, 
0.05,39244,56,4.057458906727828,0.774739981523956,4.953125,0.835546875, 
0.05,39244,56,4.039420871559633,0.7752715660040773,4.75,0.859765625, 
0.05,39244,56,4.024098496432212,0.7754905708460756,4.71875,0.833203125, 
0.05,39244,56,4.008983180428134,0.7760790965851171,4.796875,0.8546875, 
0.05,39244,56,3.9945607161060144,0.7765198936034656,4.921875,0.841796875, 
0.05,39244,56,3.9826866717635068,0.7772091615698274,4.96875,0.844921875, 
0.05,39244,56,3.9701914500509683,0.7776320400101936,4.984375,0.8324218750000001, 
0.05,39244,56,3.9597349643221205,0.7784754077471947,4.890625,0.840234375, 
0.05,39244,56,3.9483546763506627,0.7788429376911302,4.734375,0.859375, 
0.05,39244,56,3.9382087793068297,0.7792586487003048,4.84375,0.825, 
0.05,39244,56,3.927975280326198,0.7796237895005099,4.84375,0.8414062499999999, 
0.05,39244,56,3.918984136085627,0.7798137264271148,4.890625,0.839453125, 
0.05,39244,56,3.909300140163099,0.7802843877421002,4.859375,0.81640625, 
0.05,39244,56,3.9011690876656475,0.7810449318297654,5.0,0.819921875, 
0.05,39244,56,3.892607989296636,0.7812870317278306,4.78125,0.84296875, 
0.05,39244,56,3.885392775229358,0.781838127548421,4.90625,0.8375, 
0.05,39244,56,3.877198012232416,0.7823203363914367,4.90625,0.86015625, 
0.05,39244,56,3.870508409785933,0.7825214226554537,4.890625,0.821484375, 
0.05,39244,56,3.863587856778797,0.7829474866207946,5.015625,0.837109375, 
0.05,39244,56,3.8569778924566767,0.7832648445463806,5.015625,0.858984375, 
0.05,39244,56,3.851028924566769,0.7833277586646279,4.90625,0.83515625, 
0.05,39244,56,3.844466743119266,0.7836765736493372,4.90625,0.8625, 
0.05,39244,56,3.8393380479102954,0.7839373885066259,4.90625,0.825390625, 
0.05,39244,56,3.8319317023445465,0.7842750541539231,4.96875,0.841796875, 
0.05,39244,56,3.8282683486238533,0.7844809187054027,5.046875,0.837890625, 
0.05,39244,56,3.821690239551478,0.784626656472988,4.984375,0.847265625, 
0.05,39244,56,3.8166411824668707,0.7847887200560646,5.0,0.854296875, 
0.05,39244,56,3.8120142074413863,0.7850578969164118,5.1875,0.825, 
0.05,39244,56,3.8067660550458715,0.7851084671253806,5.078125,0.841015625, 
0.05,39244,56,3.800777268093782,0.7852418609836898,5.09375,0.8238281249999999, 
0.05,39244,56,3.796405135066259,0.7853923770387352,5.03125,0.8382812500000001, 
0.05,39244,56,3.7919374362895004,0.785452105632009,4.96875,0.826171875, 
0.05,39244,56,3.78625127420999,0.7857618979357787,5.015625,0.8625, 
0.05,39244,56,3.78230122324159,0.7859076357033649,5.234375,0.844921875, 
0.05,39244,56,3.7775786824668707,0.786032667558615,5.0,0.858203125, 
0.05,39244,56,3.7733976809378187,0.7862620253567776,5.015625,0.84921875, 
0.05,39244,56,3.7685875382262997,0.7862504778287458,5.109375,0.8492187499999999, 
0.05,39244,56,3.765314411314985,0.7866016819571859,5.171875,0.83671875, 
0.05,39244,56,3.7607113277268094,0.7868760352956189,5.125,0.8277343749999999, 
0.05,39244,56,3.7568090596330275,0.7869899178134557,5.171875,0.866796875, 
0.05,39244,56,3.7534324031600406,0.7873423165137626,5.09375,0.823046875, 
0.05,39244,56,3.748980632008155,0.7875083620030571,5.203125,0.8257812499999999, 
0.05,39244,56,3.7442341997961264,0.7877671859072373,5.0,0.842578125, 
0.05,39244,56,3.7406265927624873,0.7877882900101927,5.234375,0.84453125, 
0.05,39244,56,3.7375684887869522,0.787873900993884,5.171875,0.833203125, 
0.05,39244,56,3.7333397043832823,0.7881303357543301,5.171875,0.82734375, 
0.05,39244,56,3.7295489296636086,0.7881757294852177,5.046875,0.85234375, 
0.05,39244,56,3.726092635066259,0.7884242004332317,5.171875,0.8257812499999999, 
