bleu_threshold,trainData_size,testData_size,train_loss,test_loss,train_bleu,test_bleu,save
0.1,163359,40795,4.669533258846577,4.656893697891123,0.1039579060548546,0.06154594776851386,V
0.1,163359,40795,4.531816303416187,4.57489118440412,0.10080908687400494,0.06328124999999987,V
0.1,163359,40795,4.471526034651647,4.532468428151055,0.1010032753765154,0.06528667545365367,V
0.1,163359,40795,4.431861837271948,4.515410434036292,0.09866679548793911,0.06814883214811195,V
0.1,163359,40795,4.404354031468103,4.5122762383521335,0.09771068017631918,0.06922549350171665,V
0.1,163359,40795,4.380601812170932,4.50681246934772,0.09741595368556359,0.07191408165767538,V
0.1,163359,40795,4.360744842047263,4.5033870769985285,0.09823068446185831,0.07702649889651783,V
0.1,163359,40795,4.344392830904861,4.516552231486022,0.09921941961552602,0.0803235348209906, 
0.1,163359,40795,4.328597557242562,4.539510789602747,0.09846103220276727,0.08434741294752329, 
0.1,163359,40795,4.316102531529325,4.552645291809711,0.09921147988857613,0.0847485746689553, 
0.1,163359,40795,4.304514356556875,4.558277648357038,0.09954552237663764,0.08544284882295242, 
