image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_204,this is what the world would look like if everyone wore their hair in this style.,1,1,0.9692385,0.41024336,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4580052495002746,0
sonicdrivein_89,"the summer's grill, the great american festival of food and drink.",0,1,0.85884696,0.41024336,0.0,0.0,0.0,0.0,0.6459802389144897,1
sonicdrivein_344,"i love you, @ jenniferjackson! i know it’ s hard to get a hold of your mind when u have the munchies and need something else for dinner.",2,1,0.9128771,0.41024336,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2558957636356354,0
sonicdrivein_1729,this is what we’ re getting for the new sonic boom.,1,1,0.96931165,0.41024336,0.0366263928662848,8.964607222800593e-309,8.964607222800593e-309,8.964607222800593e-309,0.4989306032657623,0
sonicdrivein_1566,this is the most important thing you can do to make sure your child stays safe and healthy during this pandemic.,1,1,0.96832764,0.41024336,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4560043215751648,0
sonicdrivein_2189,what do you think? we’ re here to make sure everyone can enjoy the event.,1,1,0.9818671,0.41024336,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1799292266368866,0
sonicdrivein_486,i have a feeling for you.,1,1,0.9708365,0.41024336,0.1010884432854389,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,0.5698832869529724,1
sonicdrivein_842,the best thing to do in the kitchen is make a burger with your hands.,5,1,0.9770396,0.41024336,0.1910750161530104,0.0511808078981277,1.594335087959687e-308,1.594335087959687e-308,0.4081942737102508,0
sonicdrivein_2052,the most important thing is to be a bit of yourself.,0,1,0.96588755,0.41024336,0.0,0.0,0.0,0.0,0.890166163444519,1
sonicdrivein_1471,#150 is a day to celebrate dog lovers! ❤️ @ doggymaggot 👩🏽👨🏻🐶🥳 🥇💕 pic.,0,1,0.8435043,0.41024336,0.0,0.0,0.0,0.0,0.2010284513235092,0
