image_id,caption,fitCount,gtNum,fluency,diversity,humor_score,humor,benign
mcdonalds_switzerland_605,"which one of you knows the vibe? if so, can you tell me where this mcdonald 's restaurant is located? 📍🏼# hungryforlove# bern westside# mcdonalds# telenovela# mcdonalds-ca# estrelacounty# bern westside# tel",1,1,0.81572425,0.5291032,0.005885137245059,0,-9.558562
mcdonalds_switzerland_453,let it shine in your eyes when you eat a big mac 🤤🏼🤤🏼 fries served at mcdonald 's 📍.,2,1,0.92771614,0.5291032,0.0446272268891334,0,-8.177782
mcdonalds_switzerland_409,"i may not have a loyalty code, but i am happy to show you my loyalty points by using the menu in the app.",5,1,0.97695315,0.5291032,0.3800213634967804,0,-8.837454
mcdonalds_switzerland_762,which one is your favorite? 🍔 🤭 who would you choose? 👀 tell us in the comments below.,2,1,0.9402186,0.5291032,0.1324424743652343,0,-8.358755
mcdonalds_switzerland_598,"let it be real, we 've got something for everyone.",1,1,0.91683376,0.5291032,0.8422919511795044,1,-9.180471
mcdonalds_switzerland_248,we are proud to announce that our menu is now available in the app 🍔.,0,1,0.9433616,0.5291032,0.1608185023069381,0,-9.352817
mcdonalds_switzerland_478,which one is your favorite? 🤤🍔 ✨ will you be able to find it? 🤤🍔 thanks to@ karen_mccafé and her team at the mcdonald’ s on 09.,3,1,0.8540612,0.5291032,0.0311855114996433,0,-8.747081
mcdonalds_switzerland_902,"i 've already told you that the magic happens when you wear a erythema.( and i 've also told you that the erythema is a lie). so, do you see this one? 👀 😉 ❤️ link in bio.",3,1,0.8658706,0.5291032,0.1070003360509872,0,-6.80002
mcdonalds_switzerland_360,you’ ve got it.,0,1,0.9675771,0.5291032,0.6242173314094543,1,-8.475017
mcdonalds_switzerland_1985,ready to change your mood? enchant your house or change your habits with this enchanting oasis in the distance.,6,1,0.9653733,0.5291032,0.0438485369086265,0,-8.572565
mcdonalds_switzerland_1942,this is the deadline for all mcdonald 's restaurants to meet in the app 🎉 thank you@ mcdonalds_switzerland for adding this sweet moment to our happy meal menus.,6,1,0.9500695,0.5291032,0.0735102221369743,0,-0.003353688
mcdonalds_switzerland_608,which one is your favorite? 🍔 🍟 who would you choose? 🤩 who would you choose with the menu? 🤩 who would you recommend to your friends? 🤩 who would you recommend to your friends in the comments.,7,1,0.87248397,0.5291032,0.1968541592359542,0,-9.355649
mcdonalds_switzerland_616,the bell rings and the evening is over.,1,1,0.9738116,0.5291032,0.0854083597660064,0,-9.22523
mcdonalds_switzerland_1988,"even though we 're both big fans of this one, i 'm sure you already know how to handle a good party.( and i 'm not kidding ...).@ gdgiuls mcdonald 's is giving away lots of cool goodies this summer, so you 're sure to find something here.",6,1,0.9453869,0.5291032,0.3176445662975311,0,-9.253675
mcdonalds_switzerland_586,i see that you are still using the sunset as your main attraction.,0,1,0.9832408,0.5291032,0.4373852014541626,0,-7.4491286
mcdonalds_switzerland_631,looks like@ crispandshriman has teamed up with his buddy from the fried chicken mcnuggets® to bring you the crispiest culinary discovery of the summer.,4,1,0.8685433,0.5291032,0.1172893419861793,0,-9.478609
mcdonalds_switzerland_1888,the season is here and we are so happy to be able to invite you to our new restaurant in the@ augustin_slacote.,2,1,0.94124377,0.5291032,0.0585185699164867,0,-5.1315684
mcdonalds_switzerland_736,glad you 're lovin' the original apple pie with the new tonic.,4,1,0.94622827,0.5291032,0.030817462131381,0,-8.094091
mcdonalds_switzerland_558,i 'm lovin' you a treat with this caramel 🎄✨️.,1,1,0.9166503,0.5291032,0.2803287208080292,0,-0.00054368493
mcdonalds_switzerland_725,"this time, it’ s not the big mac, but rather, the medium.- enjoy this tasty treat for 9.",4,1,0.8897848,0.5291032,0.3068363070487976,0,-9.297199
mcdonalds_switzerland_769,ready for the big bang? enjoy our new menu and get ready for our big bang menu.,0,1,0.9337111,0.5291032,0.3990020155906677,0,-9.591755
mcdonalds_switzerland_1995,the big lie is that you 've always been a masochist.,2,1,0.980454,0.5291032,0.1119838953018188,0,-8.845284
mcdonalds_switzerland_716,the big bang menu for this day is the big bang menu for every day of the week.,0,1,0.8607433,0.5291032,0.1424586921930313,0,-9.000248
mcdonalds_switzerland_429,this is the moment you 're not afraid to try your hand at a menu.,1,1,0.95929676,0.5291032,0.381119042634964,0,-9.508994
mcdonalds_switzerland_481,a new year will begin for us all.,1,1,0.9707318,0.5291032,0.4391275942325592,0,-9.282592
mcdonalds_switzerland_16,let 's get the hamburgers on the go 🤤 thanks to@ malbesser for visiting our mcdonald 's restaurant in switzerland and sharing this awesome video with us 📱🏼‍♀️🤤🏼‍♀️@ malbesser_,0,1,0.9060073,0.5291032,0.7711449861526489,1,-9.402929
mcdonalds_switzerland_402,let 's celebrate our 50th anniversary in a new way: we 're lovin' it.,0,1,0.9730762,0.5291032,0.2312171459197998,0,-9.101368
mcdonalds_switzerland_841,"if you are a mcdonald 's fan, order yours with the order& pay in the app 🇨🍔.",0,1,0.40116566,0.5291032,0.3947844803333282,0,-7.70756
mcdonalds_switzerland_2065,i am happy to announce that i have joined forces with the mcfamily to make a new year.,1,1,0.97738576,0.5291032,0.0117987059056758,0,-7.928241
mcdonalds_switzerland_367,imagine the big tasty treat you get when you order the big tasty menu in the app 🤤🏼‍♨ who knows the feeling? 🤤🏼‍♨ who knows the mood? thanks to@ sh.,5,1,0.91012675,0.5291032,0.0192566514015197,0,-9.443942
mcdonalds_switzerland_2052,"is there a mcdonald 's party this week? if so, can you give me your favorite pink? 🤤🏼👨 a photo of yours is always appreciated 🤤🏼‍♀️here is a link to my mcdonald 's newsletter: mcdonald 's-commentary",0,1,0.91324604,0.5291032,0.0135070607066154,0,-8.815041
mcdonalds_switzerland_203,the alert is on: the alert is on.,2,1,0.95097655,0.5291032,0.1826530545949936,0,-9.196861
mcdonalds_switzerland_700,"this is how we look at our loyalty points in our app 🥶🍔: the number of cookies in your bag, the amount you spend on your fries, the amount you wear our hat and the number of days you participate in our loyalty program.",9,1,0.9224583,0.5291032,0.0239716861397027,0,-8.278023
mcdonalds_switzerland_2014,"you 're lovin' it ! i 'm lovin' it ! 🤤 thank you mohin for contributing your lines of credits to the mcdonald 's magliaso , i 'm lovin' it ! thanks to@ karan_mccafé ,@ sh.",0,1,0.58753407,0.5291032,0.0225402880460023,0,-7.722011
