train_loss,test_loss,save
21.250196088035153,14.924991240868202,V
13.586512439655808,13.003315192002516,V
12.438477012346375,12.206024463360126,V
11.763506007644365,11.63954705458421,V
11.247746827467433,11.20467101610624,V
10.863457679748535,10.861243724822998,V
10.57981596352919,10.66236980144794,V
10.393722399225775,10.481158146491417,V
10.260406350189784,10.361542041485126,V
10.1708742717527,10.317818678342379,V
10.0896360379345,10.224175526545597,V
10.028145844081664,10.193987919734074,V
9.963174487059971,10.1400361427894,V
9.917255203678923,10.041023621192345,V
9.879825735991856,10.048919347616343, 
9.829220034041494,9.963491769937368,V
9.801799549246734,9.972655589763935, 
