image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,benign,humor_score,humor
sonicdrivein_546,this is the 10th time i’ ve been told to not be like an animal emoji.,2,1,0.9624255,0.47323662,0.0914519536183302,1.627898810444522e-308,1.627898810444522e-308,1.627898810444522e-308,-0.037743684,0.4376658201217651,0
sonicdrivein_786,"the # of people who have the potential to be your friend, but you don't know it.",2,1,0.77244055,0.47323662,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.320883,0.7233825325965881,1
sonicdrivein_532,"in the world of dogs, there's no one that knows what they can do with a chicken nugget.",3,1,0.9705648,0.47323662,0.1194218850956315,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,-9.300918,0.1544655859470367,0
sonicdrivein_1367,i was so surprised when i saw this.,0,1,0.96817636,0.47323662,0.0,0.0,0.0,0.0,-7.412818,0.572782039642334,0
sonicdrivein_788,the only thing i couldn't believe is that this # emoji was added to the top of every page in our store! we are so happy you found it.,1,1,0.9455148,0.47323662,0.0344827586206896,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.014833631,0.0078625995665788,0
sonicdrivein_655,the first thing i did was to buy a 35-ounce bag of ramen.,1,1,0.9835278,0.47323662,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-7.9129333,0.7905107736587524,1
sonicdrivein_830,"i love you, but i don't know if this is the best thing to buy for a birthday gift.",3,1,0.9724557,0.47323662,0.0054385231044311,0.0019135544256331,7.66403987275304e-310,7.66403987275304e-310,-9.583678,0.2128686159849167,0
sonicdrivein_491,"if you have a little bit of fear in your heart, i'm going to be with u.",0,1,0.9583826,0.47323662,0.0,0.0,0.0,0.0,-8.385005,0.7720062136650085,1
sonicdrivein_1996,we all know what it feels like to be the last person in a restaurant.,1,1,0.9822375,0.47323662,0.0623671323354411,2.081572136844799e-308,2.081572136844799e-308,2.081572136844799e-308,-9.028302,0.7721329927444458,1
sonicdrivein_2185,the last thing i wanted to do was take a nap in the middle of this movie.,3,1,0.98046905,0.47323662,0.1394714758202644,1.7585612308455557e-308,1.7585612308455557e-308,1.7585612308455557e-308,-7.9464483,0.7361910939216614,1
sonicdrivein_594,"please don’ t make it a, but i am not.",0,1,0.80303913,0.47323662,0.0,0.0,0.0,0.0,-8.289408,0.918362319469452,1
sonicdrivein_1090,this is a test run for the new summer menu.,1,1,0.9708538,0.47323662,0.0606530659712633,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,-9.535115,0.0888011902570724,0
sonicdrivein_2189,we're not going to be the first one in here.,0,1,0.97243553,0.47323662,0.0,0.0,0.0,0.0,-8.778307,0.6989713907241821,1
sonicdrivein_1809,the only way to get your first 10-dollar bill is by getting a delivery of pizza from just cheese.,4,1,0.9613644,0.47323662,0.0370685371914203,3.91781107119235e-309,3.91781107119235e-309,3.91781107119235e-309,-8.581891,0.2847133278846741,0
sonicdrivein_556,i'm not a dr.,0,1,0.95667243,0.47323662,0.0,0.0,0.0,0.0,-7.9450336,0.7531355023384094,1
sonicdrivein_1678,"@ liz, i'm not going to get my job back.",0,1,0.9654579,0.47323662,0.0,0.0,0.0,0.0,-8.175049,0.7472267150878906,1
sonicdrivein_1884,i have a question for you: what is the best way to say's in spanish? 🤔 pic.,1,1,0.6129267,0.47323662,0.0522946920825162,1.9781123889553905e-308,1.9781123889553905e-308,1.9781123889553905e-308,-0.8649277,0.3646773099899292,0
sonicdrivein_454,"@ kendall, you're welcome to the dog park! i’m so happy for your pup and all of those other dogs who came out too.",1,1,0.9367036,0.47323662,0.0416666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.00047255316,0.0143728489056229,0
sonicdrivein_791,do n’ t forget that this is the first time we ‘ve had a mic on our car.,0,1,0.9596275,0.47323662,0.0,0.0,0.0,0.0,-0.0020462782,0.4412811398506164,0
sonicdrivein_339,this is the best ice cream i’ve ever had.,2,1,0.9762921,0.47323662,0.0375585145346813,3.760671098496803e-309,3.760671098496803e-309,3.760671098496803e-309,-0.8731716,0.8777367472648621,1
sonicdrivein_1566,"what you’ re thinking when your dog is barking at a squirrel? it's like, oh my god i ca n get the food.",1,1,0.89648736,0.47323662,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-7.101295,0.3268141150474548,0
sonicdrivein_2181,i'm not sure if this is the most i like it but we do n’t have a little kid in our house.,1,1,0.9256232,0.47323662,0.0454545454545454,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-4.6650624,0.2248359620571136,0
sonicdrivein_1755,"it's a new year, and it is time to get your mouth on the right track.",4,1,0.9743916,0.47323662,0.161412131606973,1.4366156579384383e-308,1.4366156579384383e-308,1.4366156579384383e-308,-9.659942,0.294045478105545,0
sonicdrivein_325,i have a ton of ideas to share with you.,2,1,0.9799762,0.47323662,0.0898657928234443,9.997901319273777e-309,9.997901319273777e-309,9.997901319273777e-309,-8.093798,0.4029539823532104,0
sonicdrivein_1435,i’ m going to make a list of the top 5 most popular memes this year.,1,1,0.9768188,0.47323662,0.0403530329017432,1.4366156579384383e-308,1.4366156579384383e-308,1.4366156579384383e-308,-8.669718,0.1594291180372238,0
sonicdrivein_196,when you’ re not sure if your friends are going to get the party or what they're actually planning on doing.,1,1,0.96842825,0.47323662,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.647182,0.9689699411392212,1
sonicdrivein_2080,"you know, i'm not going to eat this.",1,1,0.97370183,0.47323662,0.0358130996075237,6.374943338305425e-309,6.374943338305425e-309,6.374943338305425e-309,-8.658039,0.7881289124488831,1
sonicdrivein_1307,we're not going to be able o take a photo of you and your dog.,1,1,0.9583711,0.47323662,0.0623671323354411,2.081572136844799e-308,2.081572136844799e-308,2.081572136844799e-308,-0.0005231919,0.300459086894989,0
sonicdrivein_1077,you know what i mean.,1,1,0.9761401,0.47323662,0.0081524407956732,9.06989144874033e-310,9.06989144874033e-310,9.06989144874033e-310,-9.145374,0.8764311075210571,1
sonicdrivein_1793,"for those of you who have n’t seen this meme before, here is a quick preview: https://youtu.",2,1,0.931149,0.47323662,0.0615980547899996,1.1650118823090733e-308,1.1650118823090733e-308,1.1650118823090733e-308,-0.009016867,0.7797859311103821,1
sonicdrivein_529,we’ re gonna do a ton of things this year.,1,1,0.9797428,0.47323662,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.124374,0.989029049873352,1
sonicdrivein_1209,the only thing that’ s not on this list is a.,0,1,0.9747148,0.47323662,0.0,0.0,0.0,0.0,-6.95844,0.2824406921863556,0
sonicdrivein_926,the best thing about this week is that we can all be together.,0,1,0.97310174,0.47323662,0.0,0.0,0.0,0.0,-9.201148,0.3772383332252502,0
sonicdrivein_311,"when you ask your friend what they think of this video, just say'i love it.",1,1,0.97181576,0.47323662,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.127721,0.5419389605522156,0
sonicdrivein_1197,the can’ t do it.,0,1,0.49963415,0.47323662,0.0,0.0,0.0,0.0,-7.21533,0.4446310997009277,0
sonicdrivein_2201,"when you’ re at a, it can be scary.",0,1,0.9392258,0.47323662,0.0,0.0,0.0,0.0,-8.757042,0.5536908507347107,0
sonicdrivein_742,"when you’ re at a party and the mom says, “ i have to go home.",1,1,0.84444207,0.47323662,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.324217,0.8047652244567871,1
sonicdrivein_1138,my mom is a vegan.,0,1,0.9849325,0.47323662,0.0,0.0,0.0,0.0,-9.010401,0.5678704977035522,0
sonicdrivein_470,this is the most fun place in town.,1,1,0.9818381,0.47323662,0.1103121128230744,1.9636207881546135e-308,1.9636207881546135e-308,1.9636207881546135e-308,-9.340902,0.1898371577262878,0
sonicdrivein_558,i just got a dog.,1,1,0.97383547,0.47323662,0.1097623272188052,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,-8.896176,0.6790034174919128,1
sonicdrivein_163,a lot of people are saying this is the #1 choice for your burger.,1,1,0.9801278,0.47323662,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.217068,0.8812370896339417,1
sonicdrivein_283,we have a new #1 burger in the city! it’ s called THE CRUSTY BURGERS!!! check us out on instagram at www.,1,1,0.95840585,0.47323662,0.0454545454545454,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-6.335512,0.0064360508695244,0
sonicdrivein_2168,it’ s the best thing i have ever done for my family.,1,1,0.96549225,0.47323662,0.0393638793950845,1.051050468137224e-308,1.051050468137224e-308,1.051050468137224e-308,-9.26086,0.9679571390151978,1
sonicdrivein_1765,"in the end of summer, i’ m going to be doing a video for our new series called “the night club.",3,1,0.9743292,0.47323662,0.1362138506904966,2.1216011483662494e-308,2.1216011483662494e-308,2.1216011483662494e-308,-8.533657,0.0432955026626586,0
sonicdrivein_1866,what are you thinking? i'm not sure what we should be doing now.,0,1,0.98137546,0.47323662,0.0,0.0,0.0,0.0,-8.891607,0.8220642805099487,1
sonicdrivein_1094,it’ s not a “ b- movie! it is just for people who are afraid of being laughed at.,0,1,0.96011287,0.47323662,0.0,0.0,0.0,0.0,-0.0011562575,0.1289483606815338,0
sonicdrivein_1635,""" we're not going to be the best.",3,1,0.94976,0.47323662,0.0004975426616351,2.9521844530573e-311,2.9521844530573e-311,2.9521844530573e-311,-7.6069655,0.2580240666866302,0
sonicdrivein_91,when you’ re about to buy a new phone and see the reviews for “ better than iphone x10” but then realize it sucks.,1,1,0.9553073,0.47323662,0.0416666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.0016752746,0.5827202200889587,0
sonicdrivein_1376,and then there’ s the # we just want to be you.,0,1,0.6961298,0.47323662,0.0,0.0,0.0,0.0,-9.3962755,0.7498726844787598,1
sonicdrivein_743,"we have a few options to choose from, but i'm not going on say this is your order.",0,1,0.8321188,0.47323662,0.0,0.0,0.0,0.0,-8.34384,0.4620796740055084,0
sonicdrivein_866,this is the sonic screwdriver.,0,1,0.96609414,0.47323662,0.0,0.0,0.0,0.0,-0.00077896763,0.7464192509651184,1
sonicdrivein_80,it’ s not a food emoji.,0,1,0.9727721,0.47323662,0.0,0.0,0.0,0.0,-7.301337,0.923883616924286,1
sonicdrivein_69,"and i know you’ re thinking “ oh no, it was the wrong one.",0,1,0.92122686,0.47323662,0.0,0.0,0.0,0.0,-8.104289,0.6483855247497559,0
sonicdrivein_1567,the most famous meme of 2019 was the one where a dog just ate his own tongue.,0,1,0.9700651,0.47323662,0.0,0.0,0.0,0.0,-0.004833561,0.1514478772878646,0
sonicdrivein_952,"we’ re going to have a special “ no-hair day” on friday, april 14th.",1,1,0.9741086,0.47323662,0.0067635986441816,2.106930914564517e-309,2.106930914564517e-309,2.106930914564517e-309,-0.0005154473,0.6504755616188049,1
sonicdrivein_1452,i just can’ t wait for this burger! ” the mickey key.,1,1,0.91448957,0.47323662,0.0427847599193826,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,-4.0918026,0.0749710649251937,0
