image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,benign,humor_score,humor
mcdonalds_switzerland_1037,"when you're trying to make your own pizza and the internet is playing music in the background, this app will help u get it right.",0,1,0.9645076,0.532,0.0,0.0,0.0,0.0,-7.8333964,0.0639301016926765,0
mcdonalds_switzerland_1890,"you know, sometimes i just feel like "" wow! it's so cool that you picked up this app and the comment.",1,1,0.8698013,0.532,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.4792,0.321639746427536,0
mcdonalds_switzerland_478,"cm food: delicious chinese sausage, pepper buns and a sweet dessert.",0,1,0.7570636,0.532,0.0,0.0,0.0,0.0,-9.096824,0.0336997173726558,0
mcdonalds_switzerland_117,"why are you so sad? why is it all over the place, '' i asked.",1,1,0.31634003,0.532,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-6.274309,0.964372992515564,1
mcdonalds_switzerland_737,"do you want to try some extra-large, spicy fries?.",1,1,0.96716535,0.532,0.0889708225463119,1.7816998627591863e-308,1.7816998627591863e-308,1.7816998627591863e-308,-9.286311,0.4887217581272125,0
mcdonalds_switzerland_2025,"you 'll be able to order a burger, fries and milk.",1,1,0.97979933,0.532,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-7.486203,0.7687755227088928,1
mcdonalds_switzerland_716,"wait a minute, it seems like we are in for an upgrade.",0,1,0.9429779,0.532,0.0,0.0,0.0,0.0,-8.660852,0.1587659567594528,0
mcdonalds_switzerland_19,"the first time i saw this, it was so cute.",0,1,0.9734675,0.532,0.0,0.0,0.0,0.0,-9.106369,0.9638940691947936,1
mcdonalds_switzerland_27,using your phone as a camera to take pictures of people you love and then showing them on the internet.,3,1,0.96742743,0.532,0.15,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.1289,0.0889469683170318,0
mcdonalds_switzerland_265,"it's not just about the mcdonald’ s in this area, it is all of valencia.",2,1,0.81733495,0.532,0.1333333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.018949665,0.7371453642845154,1
mcdonalds_switzerland_721,"use this feature to check if your restaurant has an ""order for free” option.",0,1,0.96733105,0.532,0.0,0.0,0.0,0.0,-0.5449302,0.8492117524147034,1
mcdonalds_switzerland_610,"for the first time in almost a year, we're going to do something extra special for you.",1,1,0.9719661,0.532,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.099746,0.0504323653876781,0
