image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
sonicdrivein_531,"@ # thetrollscook: a lot of food, lots and lots.",1,0,0,,0,1,0.8651253,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_1268,the # best-of@ thetuesdaychallenge is here! we’ re going to be a little more creative with our recipes today.,1,0,1,,1,1,0.9669808,0.42932683,0.0526315789473684,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_649,the last thing i remember is a car with the scent of fresh-baked bread.,1,0,0,,2,1,0.9721377,0.42932683,0.0714285714285714,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_1594,a dog who has never been told no.,1,1,1,,1,1,0.9618856,0.42932683,0.125,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_808,a new favorite flavor of ice cream? '' i’ m thinking mint chocolate chip! get your brain in shape with this workout challenge.,1,0,1,,3,1,0.80973184,0.42932683,0.1304347826086956,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_596,i love this! i'm so excited to get my hands on the new sonic candy bar.,1,0,0,,2,1,0.9759637,0.42932683,0.125,0.0666666666666666,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_2154,"the first time i’ ve been to the mall, it was a 10-second wait.",0,0,0,,2,1,0.9362061,0.42932683,0.0714285714285714,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_572,"i'm not a fan of the meme, but i do n’t know what to say.",0,0,0,,2,1,0.9669622,0.42932683,0.1333333333333333,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_893,i love you!.,0,0,0,,0,1,0.7762145,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_234,we’ re not going to be able to do this.,0,0,0,,0,1,0.9771857,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_496,"we’ re not talking about a, we are.",0,0,0,,0,1,0.9318878,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_1272,"we’ re not going to be able to get a new car this year, but we're still getting our kicks out of the old one.",0,0,1,,1,1,0.9794024,0.42932683,0.04,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_2180,the ice cream cone is coming! '' i’ m just a few steps away.,1,0,0,,1,1,0.9459929,0.42932683,0.0714285714285714,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_1615,the best way to make a point is with your mouth! '' the only thing you need for this shot is an ice cream cone.,1,0,0,,1,1,0.9645688,0.42932683,0.04,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_78,the only way to get your kids excited for christmas is by giving them a sonic hedgehog.,1,0,0,,2,1,0.97577024,0.42932683,0.1176470588235294,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_697,"the only thing i can think of is a, but it’ s still worth saying.",0,0,0,,1,1,0.94239885,0.42932683,0.0666666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_54,when you get a sip of water and your thirsty.,0,0,0,,0,1,0.48244128,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_742,i’ m not sure what to say.,0,0,0,,0,1,0.98021287,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_1018,i love this recipe! it’ s the perfect way to start your day.,1,0,1,,2,1,0.9738843,0.42932683,0.1538461538461538,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_65,"the first one who said, "" i don't know how to make a sandwich.",1,1,1,,2,1,0.8575754,0.42932683,0.1428571428571428,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_1384,"a few of our favorite things to do with kids this summer! swimming, ice cream and more.",1,1,1,,2,1,0.8660711,0.42932683,0.1176470588235294,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_2052,"i'm not a fan of the new season, but i do n’t mind if you watch it.",0,0,0,,0,1,0.965203,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_41,the only thing i can think of is that the's a shot in my mouth.,0,1,1,,0,1,0.22183414,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_2201,"i'm not going to be able to answer your question, but i am.",0,0,0,,0,1,0.97578466,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_1992,"i'm not a fan of the new season, but i do n’t mind.",0,0,0,,0,1,0.9564392,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_80,"what do you think of when someone says, `` i want to buy a phone?# phoneshopify.",0,0,0,,1,1,0.9478291,0.42932683,0.0625,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_791,the only thing i can think of is a's ice cream sandwich.,1,1,1,1,0,1,0.96286666,0.42932683,0.0,0.0,0.0,0.0
sonicdrivein_2070,the first thing i did was to make a video about it.,0,1,1,,1,1,0.98309547,0.42932683,0.0833333333333333,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_529,"i'm not a fan of the sonic game, but i do n’t mind this one! it is so freaking fun to play.",1,1,1,,2,1,0.9425918,0.42932683,0.0909090909090909,0.0476190476190476,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_2103,"it’ s a day off, so we can get some food and drinks.",1,0,1,,1,1,0.9646164,0.42932683,0.0769230769230769,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_601,i'm not even close to being able to do this.,0,0,0,,0,1,0.96867913,0.42932683,0.0,0.0,0.0,0.0
