image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
sonicdrivein_531,what’ s your favorite way to eat ice cream? 1.,1,0,0,,0,1,0.960166,0.36808044,0.0,0.0,0.0,0.0
sonicdrivein_1268,there’ s nothing better to do on a hot summer day than grab some ice cream with your friends.,1,0,0,,1,1,0.9800944,0.36808044,0.0526315789473684,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_649,it's all we can do is hope for the best.,0,0,1,,1,1,0.9643525,0.36808044,0.1,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_1594,what do you think of this dog?🤣# foodforthought 10% off your next order! pic.,1,0,0,,0,1,0.6262295,0.36808044,0.0,0.0,0.0,0.0
sonicdrivein_808,what do you think i’ m going to get for christmas this year? </s> pic.,1,0,1,,1,1,0.9318204,0.36808044,0.0666666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_596,what do you think i should have for dinner tonight?🤔🍲🥗😱 🤩 👨👦.,1,0,1,,1,1,0.9508476,0.36808044,0.0833333333333333,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_2154,"what do you get when u ask for your favorite sandwich at a fast-food restaurant? </s> chicken and waffles with french fries, of course 😄👍😎🤷‍♂️🧑🏼🍔🥗🎉📰 📱 🦅 🍕 🥬 🤩 👨🇺🇸 �",1,0,0,,2,1,0.87891185,0.36808044,0.0625,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_572,"it's not about the food, it ’ s how you make a difference in your community.",0,0,0,,2,1,0.9735608,0.36808044,0.125,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_893,what do you get when 10% of the world's food is wasted every single day? i don’t even know where to start.,1,0,1,,1,1,0.978454,0.36808044,0.0454545454545454,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_234,what do you think we should get for our 10th wedding anniversary this year? it’s got to be a cake.,0,1,0,,1,1,0.97466415,0.36808044,0.05,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_496,"we’ ve got a ton of things for you to choose from, so don' t be shy.",0,0,0,,1,1,0.969069,0.36808044,0.0588235294117647,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_1272,"it's not like you want to see it, but i do n’t know why.",0,0,0,,1,1,0.95291996,0.36808044,0.0714285714285714,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_2180,what do you think we’ re going to make today? 👍👌🤩🍰🥤🧑🎉😀.,1,0,1,,0,1,0.9560708,0.36808044,0.0,0.0,0.0,0.0
sonicdrivein_1615,"if you don't know how to do it, ask a grown-up for help! </s> <a href=""https://www.",1,1,1,,0,1,0.90537333,0.36808044,0.0,0.0,0.0,0.0
sonicdrivein_78,"it's not just about the food, it ’ s also all you need for your kids birthday party.",1,0,1,,1,1,0.9682689,0.36808044,0.0555555555555555,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
sonicdrivein_697,"if you don’ t know what i'm talking about, check it out for yourself.",0,0,0,,0,1,0.9765489,0.36808044,0.0,0.0,0.0,0.0
